 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.1126280148	0.1136498864	0.1212659474	0.184195392	0.127675663	0.17791003	0.16267509
a31	0.127291168	0.1655881434	0.120600258	0.1617594152	0.1305546586	0.17972078	0.1144855808
a37	0.14602007	0.171277875	0.1293645852	0.194068706	0.0724717496	0.164538246	0.1222587484
a31	0.1545066102	0.137732066	0.140091	0.264531986	0.0859717358	0.137514742	0.079651832
a13	0.180275452	0.1752609948	0.121701738	0.219511682	0.0808732248	0.125180838	0.0971960705
a31	0.2071942048	0.203514482	0.1373472154	0.202376216	0.046207886	0.1088749492	0.0944850638
a43	0.162029506	0.1521569518	0.1645507314	0.154653128	0.0756319568	0.1606940432	0.1302836508
a31	0.255040525	0.2292878014	0.1281269866	0.1150393568	0.0618075756	0.10769464	0.1030031284
a20	0.2002635628	0.176276848	0.1048152294	0.1310059782	0.0891179778	0.167754328	0.130766101
a31	0.223126186	0.1862742228	0.105912213	0.0977622016	0.060812498	0.1741728518	0.15193981412
a11	0.2071184146	0.1847633706	0.0890227538	0.096486911	0.0820136182	0.1882196998	0.152375227
a31	0.2431545874	0.1790099724	0.0906594324	0.0808152706	0.0621600912	0.1687781244	0.17542248834
a30	0.1903156294	0.1870513462	0.090901878	0.0946923552	0.0821395714	0.185887764	0.1690114516
a31	0.1835201332	0.1633234222	0.115047243	0.093454012	0.0966789316	0.1592594442	0.1887168122
a42	0.16557347946	0.1260996781	0.1009809026	0.1149704464	0.1184794052	0.176428512	0.1974675946
a20	0.1283657848	0.1541468154	0.0885601626	0.11258133	0.12427186	0.1939466812	0.198127342
a31	0.11475298692	0.11778693688	0.1036354412	0.1338426932	0.142608244	0.19096766	0.1964060752
a20	0.09769617504	0.09387869516	0.11577693492	0.1400286688	0.142199044	0.2122522392	0.198168263
</S>	0.1020797266	0.0986567706	0.1037047071	0.1364577623	0.158772292	0.188284552	0.212044166
