 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	0.0683985358	0.0617888644	0.1117764862	0.111460182	0.0950616412	0.1021527202	0.12821044	0.1519600152	0.169191102
a23	0.0494425592	0.037920105	0.1075671708	0.128377541	0.147969894	0.123236472	0.163455755	0.151768068	0.090262462
a31	0.0529187438	0.0384216784	0.144746786	0.10763308	0.141996902	0.14217397	0.1448244284	0.134868846	0.0924155228
a28	0.088196096	0.0789261922	0.155571202	0.1272376412	0.14179029	0.111195009	0.126626016	0.1166973084	0.053760252
a20	0.1038193668	0.107939382	0.170071054	0.1184668528	0.1421786892	0.1163406014	0.0999814118	0.0892725296	0.0519301266
a31	0.1088317226	0.097413319	0.181648878	0.1187135888	0.1131754672	0.1054778	0.1064156829	0.0988375944	0.0694859522
a8	0.0852735206	0.0613494522	0.168221585	0.122190802	0.1115616532	0.0867258134	0.133325775	0.1232676458	0.1080837406
a31	0.0510231262	0.0338849915	0.144571446	0.115090745	0.1222637384	0.0901035164	0.150637392	0.1559548558	0.1364701762
a20	0.1008018622	0.04456943194	0.175575115	0.110526968	0.115874913	0.0964839898	0.1367653564	0.1100878618	0.1093145106
a31	0.0554104892	0.03177179428	0.1561745252	0.121787212	0.1358239386	0.1134233688	0.1325113672	0.161217328	0.0918799796
a36	0.056105695	0.03287584002	0.168276812	0.11686404	0.1304989522	0.12720309	0.1066560904	0.1485544642	0.1129649884
a24	0.03691263354	0.03223569966	0.1241170156	0.114110483	0.130294256	0.1064024852	0.1437243576	0.173527919	0.1386751462
a37	0.0465287999	0.03186957386	0.1493289628	0.1139059272	0.1274946288	0.1120337076	0.1363564068	0.140585174	0.1418967838
a27	0.04577309332	0.0294448935	0.13265835	0.1306575032	0.142422118	0.1252373976	0.1426072932	0.141037272	0.1101620742
a8	0.0337553138	0.0290044338	0.1164552728	0.144666236	0.136058676	0.1036817838	0.1582084922	0.1745985394	0.1035712216
a23	0.04514781538	0.02364785836	0.1171846222	0.12602909	0.139851165	0.0803294332	0.1782051638	0.1710327772	0.1185720978
a31	0.0503229924	0.0246792546	0.1188321448	0.1421732948	0.159535464	0.1176573358	0.159572787	0.1185980768	0.1086286186
a37	0.0449473224	0.02652649838	0.1547386872	0.1128913212	0.120653348	0.0929762164	0.1178676766	0.161591093	0.167807818
a29	0.0285567154	0.02330089542	0.1424353782	0.1030986994	0.118109284	0.0854097766	0.1391236574	0.2187212204	0.141244401
a31	0.02836937928	0.0220573951	0.1433306798	0.0992180938	0.1050610214	0.086974192	0.1547615656	0.2074170408	0.1528106272
a13	0.0449931366	0.03444820396	0.1663092942	0.111277865	0.120451828	0.0872240274	0.125933021	0.1631759176	0.1461867111
a31	0.04122838	0.0350507245	0.1522197552	0.103783418	0.1172155828	0.0737841032	0.142631296	0.213315963	0.1207708032
a8	0.0513741664	0.0468196696	0.1381621838	0.1093959766	0.1220642932	0.0868318852	0.142109508	0.1430995268	0.1601428072
a31	0.0645041978	0.0594745451	0.106307197	0.0960033166	0.1056506414	0.0928882052	0.147316938	0.171737612	0.1561173384
a21	0.0568644268	0.058040404	0.1089326402	0.1099918988	0.1154242032	0.1033057094	0.1710457588	0.147900492	0.1284944602
a31	0.0760705216	0.0804249234	0.0995556932	0.1020847842	0.1157105572	0.0997907182	0.1350124578	0.1458656348	0.1454846606
a29	0.072282758	0.0714104162	0.0936025594	0.1089354636	0.117516172	0.1102846322	0.1563590128	0.140583056	0.1290259218
a31	0.081853665	0.0884412862	0.0898234332	0.1019754796	0.1131643748	0.101366391	0.1379227112	0.149106466	0.136346172
a46	0.0825998176	0.084452083	0.0870002388	0.1066461512	0.1184705632	0.112018415	0.13756179	0.13584116	0.135409801
a31	0.0789118568	0.088313415	0.0875347292	0.0958962452	0.1043881848	0.1101670068	0.1395558648	0.1565892048	0.1386435136
a49	0.0832974606	0.0907653728	0.085196088	0.1112176662	0.118623038	0.113507358	0.1243658992	0.1282492588	0.144777859
a3	0.0766894338	0.0875258456	0.087606826	0.09574011	0.1011677862	0.106835736	0.1397590348	0.157830947	0.146844261
a18	0.0685034196	0.0777676442	0.0916874974	0.1018122366	0.112446538	0.11058109	0.1585549212	0.159974742	0.118671917
a31	0.0723638906	0.0779347192	0.0956395858	0.102499058	0.126655943	0.116874048	0.1394497208	0.151492926	0.1170901178
a8	0.0855585562	0.093135093	0.0857119848	0.1075831674	0.1114578252	0.101280959	0.128567788	0.139789604	0.146914989
</S>	0.0759590578	0.084246942	0.0835892694	0.0956730862	0.1118946612	0.1149209348	0.14508971	0.162177262	0.1264490768
