 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.1039950876	0.0896498048	0.0927760072	0.131219075	0.14055986	0.1307254646	0.0909841556	0.1109935158	0.1090969996
a15	0.134196594	0.1584375212	0.064472065	0.0923602838	0.1400480492	0.133775243	0.0892565006	0.1255672268	0.061886516
a31	0.132022208	0.143685342	0.123695261	0.1125024482	0.1362653934	0.1262921516	0.0683382508	0.0911683312	0.0660306018
a21	0.16381891	0.206932838	0.126232819	0.0940566646	0.1356878614	0.125349311	0.0363807344	0.0692308674	0.0423099936
a31	0.1144305138	0.1139073768	0.102643877	0.1021418762	0.1468704698	0.1369890808	0.078229748	0.1192272156	0.0855598522
a8	0.104433746	0.1112691194	0.0847398444	0.0743878324	0.136843952	0.145560294	0.0993307194	0.1709122294	0.0725222394
a31	0.09204669936	0.0864210612	0.0629879384	0.0633312292	0.17642075	0.166504048	0.0893473714	0.1511782388	0.111762643
a20	0.11799699768	0.12306452252	0.065227437	0.0539320876	0.1760467442	0.1611624856	0.0542831236	0.1682704154	0.0800161734
a39	0.1056428204	0.0916454672	0.0464545472	0.0366152258	0.1779567186	0.166155403	0.104819976	0.1914261	0.0792837322
a20	0.0986366242	0.0784266619	0.0484606293	0.0372114718	0.1946573134	0.183422957	0.0993822088	0.190247238	0.069554873
a46	0.1033415698	0.0787326552	0.0505335408	0.0385065672	0.197893868	0.183330126	0.0814199378	0.1807872364	0.0854544908
a31	0.0949808214	0.069417403	0.049252727	0.047806199	0.147855498	0.1611214306	0.0995686766	0.1926540124	0.137343249
a39	0.120934354	0.1025191154	0.0570899978	0.0499819662	0.1854297846	0.1443071586	0.0771970472	0.1319942372	0.130546317
a31	0.0852422884	0.0808147354	0.046593505	0.049074112	0.1501232556	0.189036783	0.094924178	0.1313549134	0.1728361968
a20	0.1370840244	0.1185917214	0.0786952836	0.0704050318	0.114068549	0.105298328	0.0703447146	0.1164853996	0.1890269422
a31	0.0923780012	0.1131158808	0.070206489	0.0706319008	0.1128371294	0.132622819	0.097471891	0.125666628	0.185069289
a46	0.1258480464	0.122956308	0.0956104612	0.0864856196	0.089947559	0.102233864	0.090093485	0.1161882912	0.17063636
a31	0.0916924062	0.1207696972	0.0838158584	0.0889214086	0.0872344236	0.1085456978	0.10828377	0.1196518452	0.191084893
a46	0.11168821	0.117546104	0.1047318712	0.0947550438	0.0854842106	0.1036709538	0.106692508	0.1169726008	0.1584585106
</S>	0.0859466885	0.1083412564	0.091828189	0.0942653824	0.0947782608	0.1117891812	0.1134849988	0.124235206	0.17533084
