 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.1152135888	0.092827119	0.088981026	0.0581500824	0.0875312828	0.130987762	0.154861552	0.142743478	0.128704129
a18	0.0728914558	0.101818547	0.167531978	0.0744252964	0.101362235	0.13633279566	0.14296456346	0.0851853928	0.1174877532
a24	0.103110222	0.0939492142	0.1613975168	0.1276034674	0.1171090106	0.1131307982	0.115281372788	0.08081719908	0.0876011922
a31	0.1484365642	0.107848008	0.147020708	0.1352580646	0.1214714294	0.111213641096	0.113687941668	0.053055474	0.0620081454
a37	0.1205403926	0.0971857166	0.1169568006	0.09480909066	0.190524606	0.1282845944	0.1307167857	0.0488256264	0.0721564212
a0	0.0917108808	0.131627644	0.12320185	0.0934677273	0.14434735	0.13482858496	0.1437537777	0.0496105112	0.0874516472
a28	0.111674082	0.1216806146	0.120746285	0.0906545404	0.1439388888	0.14594914818	0.15377439845	0.04302713388	0.0685549166
a18	0.1002036024	0.0964682383	0.1146123726	0.092080136	0.1627714852	0.1543769636	0.1624799966	0.047442084	0.0695651218
a31	0.0941341892	0.0928346156	0.119004171	0.0862787512	0.157124213	0.1434524496	0.1523018986	0.06870167	0.086168051
a37	0.0869639904	0.0763702812	0.1086589922	0.0957278834	0.179971348	0.146310941	0.1816522164	0.0392990018	0.085045322
a20	0.0616753785	0.072586512	0.1024391078	0.0904927875	0.153686253	0.1536285494	0.198043744	0.06327685	0.1041707955
a31	0.073132061	0.069037569	0.0943462448	0.0805576768	0.1133631666	0.154138147	0.2020803512	0.0618816218	0.1514631776
a24	0.0658121886	0.0642210828	0.0883941094	0.0879691263	0.1412856608	0.1403044872	0.21661545088	0.03420918352	0.1611886944
a31	0.0573357968	0.0620664811	0.0864560306	0.1030365598	0.0910804898	0.1418741562	0.2179313506	0.06439146	0.175827674
a20	0.0821096208	0.0646423664	0.0708864056	0.1199402308	0.0934082406	0.1343917034	0.2347313194	0.041440209	0.1584498978
a31	0.0721937246	0.0712769448	0.0665358738	0.1054178114	0.0671722644	0.1277444738	0.2566388724	0.0572027037	0.1758173654
a18	0.082647768	0.0812224028	0.0659556826	0.084028447	0.0763230764	0.128527381	0.254288541	0.0557153348	0.171291369
a41	0.0848851408	0.0956316714	0.0663627952	0.0772551346	0.0665069292	0.1218120166	0.253878878	0.0851632816	0.1485041562
a35	0.0881536658	0.0966696768	0.0637492158	0.0759919396	0.0627718832	0.1110027216	0.251850252	0.07715537	0.1726552792
a24	0.0875683788	0.085563727	0.0720349288	0.0730564052	0.0732286246	0.1127768644	0.2524923124	0.1069454134	0.1363333584
a28	0.067591558	0.0750829763	0.0725704528	0.0723732902	0.074065979	0.128808257	0.2420196996	0.0928807894	0.1746070284
a31	0.0607103092	0.0782505651	0.0627102132	0.0879149618	0.0931900388	0.1158540418	0.2480223856	0.0945118712	0.1588356114
a11	0.0653386764	0.07192702808	0.08774800228	0.08943611494	0.0734864989	0.1181388036	0.203016441	0.111522224	0.1793862126
a31	0.0827485164	0.09263843026	0.06978038784	0.1003737786	0.0856979046	0.1060590204	0.1645783142	0.126040558	0.17208309
a20	0.0744308476	0.0667748696	0.0892166159	0.0846805574	0.0886222832	0.121118153	0.1745202	0.1630724368	0.1375640304
</S>	0.08031302036	0.0859524291	0.0882275212	0.0878977027	0.0828995832	0.1308770988	0.140038608	0.1551514052	0.148642627
