 	lo	sentii	ee	che	arrivava	</S>
a15	0.2064818646	0.1135503138	0.152436382	0.19681554	0.1560642302	0.1746516668
a31	0.1695503502	0.11489885	0.195771898	0.168646706	0.179345797	0.1717863868
a46	0.1473954146	0.1766521726	0.248739486	0.162907342	0.1781370418	0.0861685312
a8	0.0917205916	0.144474403	0.205845866	0.167141013	0.279479744	0.1113383822
a31	0.0892606234	0.0965145132	0.220177468	0.17073095	0.239045554	0.184270852
a23	0.09422309788	0.119951198	0.1990305228	0.1376738452	0.2892233012	0.1598980326
a8	0.07204817436	0.1110143756	0.204140438	0.1588101192	0.25700392	0.196982998
a38	0.077173826	0.096097699	0.214253954	0.191453024	0.256329514	0.164691972
a20	0.10412019034	0.1100580436	0.2184735172	0.1666621368	0.261896535	0.1387895742
a28	0.10704776812	0.1158279693	0.208788511	0.1987372724	0.273174106	0.096424396
a20	0.0886594071	0.10867736328	0.215655078	0.1991989696	0.308170284	0.0796388902
a23	0.07604057534	0.10707474762	0.1981371672	0.1897693722	0.326630448	0.102347671
a31	0.05685800548	0.07113968106	0.208541348	0.23477836	0.270915264	0.157767324
a29	0.1253071985	0.08922229228	0.183580117	0.140414189	0.317403116	0.144073106
a33	0.0495836144	0.07359802344	0.18426561	0.200408993	0.302493598	0.1896501288
a29	0.0608172552	0.0707862468	0.1799021628	0.2424118626	0.325806278	0.12027621
a27	0.069352775	0.0831356142	0.1587243152	0.193779918	0.326188602	0.168818785
a46	0.0508206058	0.0652685804	0.1718492388	0.2345121312	0.3269525268	0.150596948
a20	0.0892903406	0.0750978568	0.185116616	0.2053439248	0.286540874	0.1586104092
a31	0.1067252382	0.1013273068	0.167340324	0.2537899268	0.255734732	0.1150824806
a7	0.0961883258	0.1188586492	0.19259587	0.20569163	0.2371785032	0.1494870366
a1	0.1051241188	0.0778949918	0.1653894628	0.162370501	0.2804862192	0.208734704
a20	0.1117147236	0.0901126952	0.1987776712	0.1820644712	0.239013834	0.178316604
a31	0.1109293324	0.0898919548	0.197733358	0.187094141	0.2076161528	0.206735028
a20	0.11761993552	0.0999597934	0.189195736	0.1472175492	0.231602686	0.2144042968
a31	0.1146224858	0.094185381	0.1755626892	0.167659392	0.222543024	0.22542699
a23	0.130614394	0.1020434238	0.180800274	0.143239228	0.24099344	0.202309256
</S>	0.1246236174	0.1076695068	0.18423051	0.160922542	0.198932631	0.2236211732
