 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
a31	0.0809483456	0.0700901406	0.078869498	0.0656611314	0.0779153058	0.072843212	0.084361293	0.0838167346	0.108184977	0.143881166	0.1334281768
a14	0.048796677	0.0387697354	0.048925771	0.0578320616	0.0878031962	0.0768754326	0.17492357	0.0971188398	0.1297019374	0.1179872264	0.12126557
a11	0.0904425538	0.052324606	0.0724628898	0.06890164	0.0900535858	0.0775873112	0.174674676	0.093956514	0.097284498	0.099278424	0.0830332722
a31	0.090941987	0.0554422612	0.068060705	0.0682287632	0.097490536	0.083221055	0.177149556	0.0907238274	0.0910199218	0.0863748908	0.0913464504
a46	0.0702554314	0.0449278508	0.0605021856	0.0587553834	0.0779326724	0.06971739692	0.2032865792	0.1111456114	0.0938998026	0.068969284	0.140607815
a33	0.0418333583	0.0309269743	0.023609102	0.04389391026	0.0691700086	0.0545684522	0.1724903908	0.104710732	0.1290084312	0.0983308356	0.2314578226
a23	0.037120792	0.02538303154	0.0197829699	0.03818280386	0.0729255974	0.0542041494	0.179332344	0.1119896954	0.160285342	0.120870274	0.17992301368
a31	0.0388348604	0.02636006692	0.0213249544	0.04575044164	0.080278802	0.0587556071	0.1902359454	0.120404707	0.1505773572	0.0884591769	0.1790180884
a21	0.0653325762	0.03959978904	0.0313690414	0.044160646	0.0569426346	0.04628786678	0.1656765604	0.1143584562	0.152955596	0.107582835	0.17573398518
a24	0.03605143704	0.02961526626	0.02031498494	0.0330976485	0.054613476	0.04261114446	0.1919949254	0.1185917396	0.137459352	0.0875726606	0.24807737154
a46	0.03828495052	0.03360641248	0.02254118156	0.03448662964	0.062704672	0.0470289972	0.196912868	0.1152997786	0.1323782568	0.0873489417	0.229407318
a20	0.02621243588	0.024896763134	0.01904332514	0.03228784066	0.06633148892	0.0443148837	0.195751622	0.109286279	0.1490436602	0.1028072436	0.23002446
a31	0.0333619024	0.0286417214	0.0220479341	0.0406719754	0.0767385248	0.04955177492	0.183587746	0.118355159	0.1424500724	0.0896452042	0.21494797712
a7	0.0474063689	0.02989651718	0.02414243302	0.03086790324	0.041011946	0.0339781366	0.1924758638	0.137061669	0.1583525232	0.0750350392	0.22977159148
a10	0.02437903052	0.02171601866	0.01698090406	0.0228220503	0.04680134	0.0379588862	0.2118931186	0.126077423	0.161318161	0.1400620724	0.18999099954
a31	0.02671565694	0.019737774	0.0175353862	0.03042013446	0.0643753996	0.047853903	0.24095418	0.135463031	0.1514279932	0.06955494334	0.19596161426
a0	0.04809411226	0.02893193606	0.02193376002	0.0265859513	0.035182996	0.03272563208	0.2049170496	0.1388569776	0.181662718	0.10266456362	0.17844429394
a31	0.01971604632	0.0181445399	0.0141809555	0.01666601694	0.03182937168	0.03083015874	0.21937560628	0.128576553	0.194544552	0.131671104	0.19446511868
a37	0.04811716288	0.0305706814	0.02652211166	0.0290788594	0.0329865176	0.0281659274	0.2381772874	0.1989214602	0.152350982	0.08583010096	0.129278923
a20	0.02664269932	0.0222949182	0.01851480666	0.0196503771	0.0292440379	0.0289460466	0.2353781804	0.1552395046	0.202530926	0.1359073693	0.1256511248
a37	0.020452701	0.01761999986	0.01723309322	0.0186791731	0.031751672	0.0303372906	0.2463279722	0.1602421528	0.195146164	0.11618446052	0.14602533486
a13	0.0200465055	0.0158112966	0.0146317054	0.02105219742	0.03846048	0.035052367	0.2281032216	0.16107268	0.212779538	0.1312371316	0.12175287668
a39	0.0185650198	0.01562466816	0.01424407966	0.01883777834	0.0393887064	0.0320195318	0.224337832	0.1502512312	0.20295992	0.1473077304	0.1364635324
a17	0.01841605128	0.0163315231	0.01566521674	0.0230976646	0.0487823951	0.0379431464	0.2316060582	0.15744481	0.186963006	0.1357927862	0.1279573406
a28	0.020896175	0.01850842926	0.0173009428	0.0217148144	0.0455723244	0.0356543392	0.2069192856	0.164814566	0.189956802	0.1329492179	0.145713065
a31	0.0207505524	0.01941796772	0.0202858913	0.0243826966	0.0497927972	0.0442391186	0.2325689622	0.1557674778	0.157373848	0.1253705268	0.1500501526
a0	0.0491146868	0.0353432348	0.0303044466	0.0313835385	0.04029101692	0.0419254032	0.2433248654	0.123214804	0.138331512	0.1085076208	0.1582588622
a13	0.0311668472	0.03051812432	0.02994886306	0.0303804752	0.0371057122	0.037508593	0.2452630786	0.122618855	0.143377538	0.141350599	0.1507613198
a31	0.0283140458	0.02896163262	0.0297006546	0.0306517974	0.0434596484	0.0484928046	0.2513479152	0.0994677872	0.140854372	0.1500823548	0.1486670116
a37	0.058043604	0.0473337496	0.041832176	0.04181671474	0.05184689716	0.05507564112	0.226218247	0.1016673474	0.1245703202	0.113513718	0.1380815506
a8	0.0414493272	0.04319948334	0.0446017699	0.0434528743	0.0479750066	0.0505953952	0.1567287778	0.098562439	0.139770494	0.15274223	0.1809222044
</S>	0.0513954984	0.0540091832	0.0511565102	0.0521968304	0.0560272422	0.0583909986	0.1515218606	0.096327586	0.146530046	0.148096262	0.1343479844
