 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.1548198912	0.126351326	0.1211843542	0.1370883728	0.15146803	0.159968999	0.149119062
a46	0.1267063396	0.210873364	0.0755199206	0.1475139372	0.168241668	0.12806944694	0.1430753478
a31	0.199861036	0.252435674	0.099129668	0.120612422	0.102153032	0.1027414698	0.12306672
a35	0.202544756	0.237963142	0.1096269582	0.1211748896	0.0635629864	0.1233126986	0.1418145624
a31	0.179353306	0.234049752	0.087565456	0.1086626918	0.0956070972	0.1073861448	0.1873755896
a20	0.219522708	0.328482438	0.0986907732	0.1202277838	0.0611394304	0.066971852	0.1049649858
a31	0.157420811	0.294371408	0.0854109115	0.1077072812	0.0626431984	0.0796402424	0.21280614454
a39	0.196369146	0.353007928	0.090767298	0.1084496878	0.0517715218	0.03670599456	0.1629284322
a3	0.1434443628	0.27861359	0.0636240486	0.0911960296	0.0482645346	0.06414779472	0.3107096244
a31	0.1142025786	0.2566499066	0.0473122416	0.09327451612	0.0532832898	0.0925243603	0.3427530972
a7	0.178559208	0.2885083244	0.0692807778	0.1029948138	0.0620244698	0.04557302998	0.2530593818
a10	0.1226533148	0.3014545912	0.0554814274	0.0825231277	0.0604258902	0.0888785882	0.2885830396
a31	0.129379089	0.3408168084	0.0515049302	0.07845115672	0.04497415	0.0765291191	0.278344788
a11	0.182014056	0.347682408	0.0703762306	0.103449404	0.0745960606	0.0828599428	0.1390218786
a18	0.1522162834	0.3784729	0.0517575398	0.068242463	0.0672799282	0.1332930926	0.1487378138
a28	0.1556941244	0.33644441	0.0570337324	0.0710337016	0.0649601818	0.0965438008	0.2182900254
a31	0.1463115758	0.3070314142	0.0682243922	0.100729423	0.0691063302	0.0923264432	0.2162704244
a11	0.172085769	0.30986440754	0.0751329918	0.0740345716	0.0803656642	0.141896009	0.14662063
a13	0.1468473445	0.20006662858	0.0923680164	0.0945185828	0.108610756	0.1767329966	0.180855686
a31	0.1399041366	0.21506141252	0.096878127	0.127386188	0.1125239692	0.144725552	0.1635205776
a20	0.165041147	0.179307082	0.093869202	0.0876884122	0.1143938212	0.206144984	0.153555378
a31	0.133458283	0.16207878724	0.1181899536	0.119318778	0.13708722	0.169276672	0.160590278
a8	0.171787246	0.1487648223	0.0997648658	0.0939854474	0.1087481728	0.19951271	0.1774367352
</S>	0.1154960458	0.12187857016	0.1216280072	0.1295400428	0.156758998	0.188123731	0.166574606
