 	sicuramente	stanno	ancora	svegli	</S>
a17	0.214044996	0.18078707	0.183152714	0.211528108	0.210487096
a24	0.1747046	0.1743692212	0.244358048	0.244542702	0.162025434
a28	0.218932602	0.2547677928	0.176715652	0.19484726	0.154736702
a37	0.23723755	0.192878892	0.188211494	0.253745523	0.1279265526
a18	0.214826928	0.177868678	0.251009998	0.225908437	0.1303859888
a39	0.192645612	0.1792091562	0.246866458	0.217696594	0.163582183
a31	0.189584994	0.179079118	0.230105614	0.226323272	0.174907013
a39	0.159799613	0.1961367588	0.26696002	0.1902665728	0.1868370472
a31	0.149630458	0.1946730998	0.254877372	0.2295036052	0.1713154544
a46	0.1411140088	0.180394047	0.305018352	0.2165136228	0.1569599606
a31	0.1029171735	0.1637309708	0.279692564	0.280192932	0.1734663416
a18	0.174081834	0.1497892252	0.322068564	0.222690215	0.1313701868
a31	0.1156271862	0.1657307048	0.284384118	0.27024058	0.164017407
a39	0.18444464	0.142902315	0.26028262	0.2669069072	0.1454635354
a31	0.1444838684	0.1550541156	0.287962976	0.24300499	0.1694940712
a41	0.236812336	0.146291366	0.201706742	0.264434346	0.150755188
a39	0.157126771	0.14587869	0.248920766	0.259077318	0.188996428
a28	0.190513535	0.161280926	0.243942608	0.247384086	0.1568788372
a20	0.180409142	0.174639078	0.247944368	0.246359572	0.1506478452
a31	0.187569252	0.181314567	0.234736302	0.250550462	0.145829428
a39	0.232878134	0.172958828	0.188016138	0.262680864	0.143466036
a35	0.195325384	0.177194392	0.227873402	0.219594054	0.180012764
a31	0.237689236	0.19038428	0.189751812	0.206061198	0.176113461
a11	0.24228835	0.15146349	0.169987496	0.217385818	0.218874852
a18	0.213284364	0.170689376	0.182513622	0.194627612	0.238885018
a24	0.221137878	0.1745004128	0.185079206	0.218589438	0.200693028
a31	0.222862154	0.165322684	0.189384006	0.215064758	0.207366404
a18	0.2057610408	0.148254276	0.165574942	0.20488889	0.27552086
a31	0.205628604	0.160989758	0.172648956	0.182440798	0.27829188
a18	0.2089272348	0.145938644	0.16190371	0.221947254	0.261283124
a15	0.2394476328	0.145212472	0.1424190944	0.157608296	0.315312538
a8	0.237559498	0.14889131	0.1544257952	0.186029958	0.273093434
a39	0.213035707	0.1623426688	0.175913408	0.24686098	0.20184723
a31	0.2012454216	0.1416812774	0.162720102	0.23403933	0.260313836
</S>	0.2153137036	0.1410745132	0.15576813	0.195788452	0.292055186
