 	voglio	che	Maria	venga	domani	</S>
a20	0.145130429	0.150516448	0.159731848	0.221942581	0.125164456	0.197514224
a21	0.1473571926	0.225279148	0.0927635324	0.2430986654	0.1205889762	0.1709124662
a31	0.243710816	0.275747103	0.1239650164	0.1953647168	0.0745771298	0.086635188
a37	0.280012896	0.26112844	0.1334321152	0.1804665218	0.0724973694	0.0724626574
a31	0.241202606	0.237547299	0.1689223506	0.1749169268	0.089292778	0.0881180418
a35	0.313376598	0.227970054	0.1225894788	0.213502001	0.0577795836	0.0647822986
a31	0.253336582	0.163328372	0.0985623872	0.228215567	0.1007658098	0.1557913248
a20	0.252851266	0.18528855	0.086040736	0.2961225854	0.0938237848	0.0858730704
a31	0.225072552	0.16992158	0.0850337864	0.2974931748	0.1077222206	0.114756698
a18	0.2254817188	0.153277114	0.0859652632	0.3202536014	0.0984645996	0.1165576824
a31	0.2299696808	0.1315073988	0.0759910228	0.2908122764	0.1096243194	0.162095308
a3	0.199182688	0.1419074962	0.0776475632	0.299287753	0.1107638828	0.171210622
a13	0.203332433	0.140209592	0.0978417408	0.257205899	0.1260353674	0.175374929
a37	0.152919576	0.1469398228	0.1053057616	0.2277174424	0.144422396	0.2226949908
a46	0.168699038	0.143509214	0.1079750508	0.218328516	0.138009616	0.22347859
a31	0.149179799	0.1487709088	0.1143239556	0.187326147	0.133843694	0.266555478
a18	0.1746472902	0.139446984	0.126964885	0.1331160056	0.1431673472	0.282657485
a46	0.1471447736	0.1580553624	0.1285626954	0.1488484052	0.1602744432	0.257114352
</S>	0.13002012	0.1448404886	0.1346798576	0.143126026	0.154132588	0.293200912
