 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.1800389468	0.165742711	0.0698796082	0.0485332846	0.0804373302	0.287116228	0.1682518844
a46	0.215914366	0.22191417	0.0347728151	0.03445608716	0.1088288234	0.3221632008	0.0619505578
a31	0.256924452	0.237981552	0.04373214034	0.05155589346	0.08100091316	0.234669816	0.0941352154
a17	0.2012268172	0.285949732	0.054838629	0.0609079384	0.04657391872	0.237810333	0.1126925882
a37	0.212274576	0.264613884	0.04779530092	0.07456439992	0.0776983565	0.216138698	0.1069148064
a31	0.213517546	0.23177333	0.05854221552	0.0765103082	0.0844560608	0.235265608	0.0999349244
a39	0.2011597114	0.255803238	0.0605386518	0.057003996	0.0708323832	0.1796064948	0.1750554864
a31	0.1886145366	0.276918098	0.05241637548	0.0695277846	0.0700904456	0.1720851706	0.17034758448
a37	0.1839329506	0.350809323	0.05656966272	0.0749909614	0.07286239592	0.13928473766	0.12155001356
a31	0.1379702606	0.301105758	0.06629755088	0.0926071394	0.0953123372	0.123431854	0.18327509454
a46	0.1541172754	0.220672086	0.109306922	0.1154006588	0.1017687762	0.1545776628	0.144156606
a31	0.1523293524	0.183929766	0.117824524	0.115079852	0.0947719038	0.1216736746	0.2143909092
a46	0.1448429296	0.1182576864	0.1237185466	0.1305897624	0.1124302068	0.1886301532	0.181530726
</S>	0.1285983177	0.1105974918	0.1196656988	0.1202845304	0.102719215	0.143419396	0.274715374
