 	voglio	che	Maria	che	venga	domani	</S>
a8	0.11913332	0.113009736	0.0913224494	0.121719396	0.2041147888	0.1168200252	0.23388027
a31	0.137337202	0.176581072	0.1180986674	0.1108905212	0.204106328	0.0974800938	0.1555060974
a8	0.1758581532	0.1664582306	0.1179022964	0.1242294148	0.1931414356	0.075856472	0.1465540192
a31	0.176921678	0.18738105	0.1294207036	0.134747122	0.175200324	0.0874060302	0.1089230968
a24	0.25047511	0.197843602	0.1226971566	0.14468287	0.157482353	0.0527745824	0.0740443102
a31	0.2060923362	0.1630030526	0.0838315572	0.18297775	0.1864685828	0.059846846	0.1177798792
a46	0.236046262	0.1923602672	0.0853443064	0.1409226652	0.2369440276	0.0473290398	0.0610534194
a31	0.1591264792	0.153988566	0.0512223832	0.088544705	0.2804675498	0.0518814194	0.2147688892
a29	0.196127726	0.1696630234	0.06036559696	0.0746156246	0.2656042698	0.0551443934	0.1784793756
a20	0.15498614	0.1713897932	0.0621378126	0.0971466888	0.3245030232	0.0467034522	0.1431331178
a0	0.146049286	0.1413057496	0.0518694356	0.081576325	0.3307161812	0.0770568182	0.1714262422
a31	0.132429422	0.104170745	0.0551124754	0.0916569918	0.3285252138	0.1068054742	0.1812996422
a23	0.125475117	0.1422928168	0.0489480282	0.0610885834	0.3294659804	0.0625734346	0.2301560338
a31	0.124435934	0.137336653	0.0657836864	0.083752684	0.304751548	0.120346488	0.1635930122
a18	0.1168596404	0.0871131232	0.0588642724	0.0872202194	0.3086607532	0.0908662624	0.2504157212
a37	0.1168878648	0.1010657972	0.070741394	0.0877421438	0.232998609	0.1811835508	0.209380628
a31	0.1146477286	0.1443281502	0.1013720144	0.083425736	0.226803347	0.158424716	0.17099829
a20	0.1428462024	0.1128353708	0.0932428664	0.0880870508	0.195817676	0.153866044	0.2133047898
a31	0.1173127526	0.125808678	0.1140387504	0.1005611812	0.17199304	0.180032454	0.190253124
</S>	0.14768762672	0.12528671668	0.108382416	0.102547272	0.139615934	0.16712177	0.209358255
