 	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.14478989	0.1397155252	0.0867724868	0.0867763258	0.161896304	0.21073344	0.1693160068
a20	0.2989250368	0.204627892	0.0818577952	0.0565262062	0.1400747142	0.1276190964	0.0903692708
a31	0.295574242	0.294906674	0.0799195164	0.0525259018	0.102417137	0.10882711416	0.06582936334
a18	0.356982912	0.301691762	0.066221226	0.0410328028	0.0758418318	0.0949943318	0.0632351116
a31	0.37510769	0.297161214	0.06799821	0.04434527072	0.09055841346	0.0844423868	0.0403868502
a37	0.353728224	0.355533268	0.0534149796	0.0385005866	0.0805086382	0.07461757992	0.043696719
a13	0.371637524	0.314577802	0.0444048424	0.03014353026	0.07245155826	0.0880301824	0.0787545666
a31	0.358797466	0.259837266	0.0476520451	0.03925101808	0.0956081126	0.1090919628	0.0897621106
a20	0.33922123	0.231770086	0.0596598694	0.03233675886	0.1381165682	0.0862566594	0.1126388064
a46	0.35598227	0.23604142	0.0669427246	0.04932132166	0.06442967692	0.1182905874	0.10899202494
a31	0.337352494	0.1620701794	0.085129774	0.0571055288	0.0944069398	0.1141590952	0.149775986
a13	0.324736486	0.170353202	0.1304852596	0.0696206892	0.0826200772	0.0670939214	0.1550904048
a20	0.30094537	0.1408426256	0.0801678684	0.0629121094	0.0927970394	0.1148087092	0.207526265
a31	0.270453864	0.150959104	0.0748338764	0.0848738852	0.0879723532	0.14993767	0.1809692182
a46	0.205637383	0.127969064	0.0930225776	0.1194831444	0.101424053	0.162208259	0.190255518
a39	0.1795671946	0.1247720092	0.0894001318	0.0863317179	0.105480891	0.18848642	0.225961626
a41	0.146452165	0.133404973	0.1162030088	0.1091879478	0.14070863	0.159792834	0.194250421
a46	0.1458321944	0.124497452	0.1157690175	0.1141937506	0.158582696	0.172828552	0.168296367
a39	0.134917225	0.1243772488	0.1157647934	0.1141055246	0.145301212	0.193708463	0.1718255448
a8	0.1266883092	0.1147550224	0.120203453	0.1288183788	0.159752786	0.171360005	0.17842204
</S>	0.133742127	0.1260078304	0.12065955	0.1207701608	0.119367376	0.232383872	0.147069087
