 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.1226937998	0.1564975248	0.11169561	0.1439725108	0.151861644	0.1449575236	0.1683213492
a8	0.128042605	0.153756284	0.0800611638	0.1575517152	0.224852134	0.128103222	0.1276328838
a20	0.1158039764	0.154510641	0.0632190524	0.183384564	0.231353742	0.1243921374	0.1273359126
a8	0.1282092778	0.171148852	0.0943518654	0.1495123488	0.166698578	0.1995022216	0.090576887
a31	0.0992710232	0.1570985232	0.0582523988	0.1800163476	0.1765163496	0.1622577266	0.1665875716
a37	0.1305379314	0.167603591	0.0727413109	0.195363738	0.172360643	0.1442315208	0.1171612754
a10	0.1296696731	0.1582367352	0.0619481172	0.1704164278	0.182023148	0.1390655388	0.1586403652
a31	0.14866084454	0.1596889788	0.059728054	0.1297355202	0.156706471	0.1673978958	0.1780822
a21	0.1564894592	0.1483587808	0.0731649942	0.176790734	0.17545908	0.1763458896	0.0933910562
a31	0.14013900788	0.1170278628	0.049101142	0.1698440896	0.1699848612	0.2181542868	0.1357487868
a10	0.1840950342	0.1204367632	0.0713387386	0.1942008016	0.1407360772	0.1484660794	0.1407265036
a17	0.1520556259	0.092224331	0.057293059	0.185893188	0.1200015372	0.243004186	0.1495280616
a20	0.1376050104	0.0991110178	0.0553416246	0.2090708474	0.1592591528	0.1975513452	0.1420609786
a31	0.14620968902	0.1005400654	0.078422446	0.1714004074	0.149832574	0.200170346	0.153424476
a39	0.1574645508	0.1139747152	0.106714926	0.1711268546	0.125886168	0.146471868	0.178360924
a31	0.1389951074	0.1114754177	0.0931537201	0.158918352	0.112134212	0.157127342	0.2281958552
a8	0.1350530644	0.1198339854	0.160006724	0.1309303408	0.118899874	0.146199492	0.189076544
a39	0.1138638338	0.1137636626	0.108727691	0.1472044732	0.145499996	0.183284466	0.187655883
a8	0.1052609564	0.1051352084	0.1230410492	0.1511935612	0.1637478072	0.175260072	0.176361326
</S>	0.1120868355	0.1163499096	0.1104299589	0.16955493	0.1739434172	0.167351193	0.150283754
