 	le	melanzane	vogliono	girate	</S>
a31	0.237811432	0.227927122	0.187277146	0.1782566656	0.16872764
a35	0.1734135768	0.1975140604	0.201743902	0.228491904	0.198836544
a41	0.212980208	0.1853818512	0.2013683168	0.2747705552	0.12549908
a10	0.2016050102	0.1602265672	0.188664872	0.24349933	0.2060042416
a18	0.1910585156	0.160220577	0.204657336	0.2356489312	0.2084146388
a35	0.181213905	0.1709339654	0.188147987	0.2443691572	0.2153349556
a31	0.155606574	0.1650356824	0.1572623788	0.2490073196	0.2730880554
a34	0.1317273138	0.1902474318	0.1348782158	0.3056157792	0.2375312452
a8	0.129975407	0.13073334132	0.126192693	0.315959508	0.2971390592
a31	0.1112698862	0.104479048	0.1337578228	0.329174182	0.3213190756
a8	0.12565829608	0.09539921666	0.0792947978	0.2746369374	0.4250107686
</S>	0.11683007486	0.10129306352	0.1126589492	0.3168843792	0.352333516
