 	vengono	vestiti	dai	genitori	</S>
a31	0.188358349	0.172376874	0.233196952	0.212921892	0.193145948
a46	0.091147003	0.1539571372	0.249424488	0.28478102	0.220690346
a18	0.1311157932	0.134158367	0.208211194	0.3388188128	0.187695813
a31	0.1709667252	0.1715238952	0.18910144	0.293120696	0.1752872358
a11	0.188858173	0.2409152715	0.214917038	0.2332257002	0.122083804
a31	0.1507007992	0.2679437312	0.1795685	0.2434138106	0.1583731622
a39	0.17894181094	0.244763858	0.1698302312	0.2218731494	0.1845909518
a31	0.1305638643	0.281920356	0.179076416	0.2127999932	0.195639354
a35	0.1636620128	0.2115567682	0.1797022092	0.209178636	0.2359003924
a31	0.1149504884	0.223840055	0.160048675	0.210193277	0.2909674992
a18	0.1294596484	0.211949005	0.2281933108	0.2257187176	0.2046793262
a0	0.1147575536	0.1686737286	0.1728242068	0.219431928	0.32431256
a31	0.133937609	0.16557974	0.1270135996	0.2368724908	0.336596588
a37	0.161930766	0.18512855	0.201458798	0.240338852	0.211142992
a20	0.1342186652	0.155739336	0.1403838528	0.2328231528	0.336835008
a31	0.152919852	0.161670796	0.133747743	0.22133963	0.330321982
a41	0.176196866	0.1644096812	0.172959576	0.239652464	0.24678138
a20	0.1611594408	0.14361029266	0.1336204044	0.27721366	0.284396198
a31	0.1901286688	0.1425977914	0.1568026715	0.206386344	0.304084522
a20	0.1790798858	0.1444258388	0.180640805	0.19753461	0.298318864
a39	0.1813758002	0.12521064782	0.1594947344	0.292036784	0.24188199
a46	0.1978920286	0.14186861734	0.1634694436	0.27987458	0.216895324
a41	0.2174085244	0.14860962308	0.1446281646	0.205947146	0.283406558
</S>	0.2102978552	0.1421529478	0.136652424	0.213008606	0.297888188
