 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
a31	0.1171443022	0.0715149258	0.0626250106	0.0671307842	0.0796937548	0.088441598	0.101649583	0.0846117148	0.0974831042	0.0867612328	0.0566378022	0.086306148
a18	0.0789343868	0.03334217264	0.0790964452	0.0752267208	0.0730795252	0.0722617112	0.0868703978	0.10671592	0.1037426068	0.1506418716	0.07007353486	0.0700147022
a31	0.1146391466	0.04747633904	0.0860191418	0.0751708108	0.0866294228	0.077577775	0.098966006	0.1040819552	0.0918397466	0.0949494126	0.0578200392	0.0648302164
a24	0.11413929	0.0478216336	0.065023256	0.070943726	0.0656714108	0.0712702028	0.095911961	0.1009365588	0.0921923754	0.1249414032	0.0553422524	0.0958059512
a31	0.0942989772	0.0377086402	0.0839402832	0.0758062184	0.0855157728	0.0550271724	0.0876505264	0.1186976656	0.1165251364	0.1350950666	0.0437005346	0.0660339812
a17	0.088960773	0.02431993002	0.0604764522	0.0904447558	0.0838399972	0.0661330256	0.0967149724	0.119152902	0.10680685	0.163658814	0.03553074392	0.0639607738
a31	0.0650813012	0.02317203184	0.0804017156	0.0981754452	0.0729787124	0.049400644	0.0942077756	0.12653069	0.0872747408	0.165512096	0.03180335438	0.10546150232
a20	0.0703586286	0.02710960862	0.047811261	0.0866487476	0.0821132662	0.0730934764	0.0928844192	0.1068877554	0.0786443762	0.186284076	0.03136172426	0.1168026608
a7	0.0583683116	0.02248926422	0.0515600662	0.1035696496	0.0778968222	0.0545629811	0.091961226	0.121226564	0.0799496116	0.1465453924	0.0341375477	0.1577325507
a31	0.0592360296	0.0224895443	0.0383279516	0.1014563746	0.086380744	0.0704322498	0.1003998434	0.125441114	0.0863929686	0.1340527248	0.05850148208	0.11688896232
a18	0.05884432	0.0292851459	0.040027452	0.0916005666	0.088861388	0.0795104646	0.1034164358	0.1298182404	0.0783305806	0.144092032	0.03017934184	0.1260340412
a41	0.0538887056	0.01998106234	0.0427591916	0.0996577047	0.0776816282	0.0605435686	0.089464099	0.118209442	0.0761874908	0.146876094	0.03650581204	0.17824519046
a31	0.0605769584	0.02650705502	0.035578681	0.097487074	0.0737294314	0.0673686342	0.101458633	0.135702202	0.0914071952	0.1478630944	0.04959953448	0.11272150874
a46	0.0547959083	0.03025628132	0.0371776802	0.084869173	0.06599859	0.0679490764	0.1017671118	0.135119317	0.086199929	0.1382321134	0.03107834574	0.16655643584
a20	0.04998025308	0.0265364352	0.0300890027	0.0914313138	0.062317694	0.05998605254	0.0898029782	0.1339798268	0.1073264926	0.1658213416	0.1155047606	0.067223859
a31	0.0525162688	0.0316334053	0.0353930579	0.0899859468	0.0518858788	0.05677316868	0.0899152888	0.157345308	0.1210777086	0.1599475304	0.07629847748	0.0772279314
a39	0.055147262	0.03487663968	0.0352409482	0.0901947314	0.064476699	0.0645470358	0.091924432	0.1389377518	0.1209197796	0.1218993606	0.04507155332	0.13676381934
a31	0.05188406246	0.03169670122	0.0326165356	0.0896251016	0.05846426012	0.06023940836	0.0896408506	0.1342082242	0.1204809416	0.1264316398	0.13601832468	0.06869393708
a24	0.06132066372	0.04298317948	0.0451581282	0.090176631	0.0639149674	0.061349718	0.0782924252	0.1728189928	0.1120546568	0.1083782092	0.06117599688	0.1023764208
a31	0.052022287	0.03353627834	0.0313371945	0.0834423724	0.0639636486	0.0683605836	0.103815724	0.1380486094	0.1206943236	0.118567284	0.1131811084	0.07303055908
a17	0.0627232718	0.0525901174	0.0549117906	0.0881464366	0.0687236	0.0694776924	0.0752769062	0.1383535266	0.1075183516	0.0999368112	0.0684102512	0.1139312256
a31	0.0581937148	0.04857367926	0.0379363004	0.0809106329	0.0681561226	0.0793440612	0.096292483	0.1445477254	0.1132985312	0.0845394998	0.11939877168	0.0688084937
a8	0.0607481952	0.0646482222	0.0569713958	0.0807294666	0.0803776216	0.0836647942	0.080465957	0.1023420844	0.0972236494	0.0895260118	0.079592108	0.1237105244
a24	0.0568210362	0.06003431266	0.0442164861	0.0763342528	0.0643349618	0.0798901972	0.0867832914	0.1366849618	0.1143532384	0.06868665094	0.1123860424	0.0994745496
a20	0.04681937014	0.0504724156	0.0460458186	0.065368231	0.065547181	0.0766550318	0.0873449392	0.1198463136	0.12066416	0.0847331616	0.1527385352	0.0837648786
a41	0.04706617966	0.05214565536	0.0486175574	0.0682612244	0.0788686594	0.0823765556	0.0846343246	0.1036064836	0.1347041668	0.0985476676	0.1166970086	0.0844745146
a31	0.0450215438	0.04534704654	0.04220348324	0.0589216018	0.066296781	0.0782377342	0.084249309	0.122756161	0.157398414	0.112240184	0.101048411	0.086279315
a46	0.0616046048	0.0643978084	0.0609789566	0.0744291066	0.0728889622	0.0801931592	0.0800839622	0.095431481	0.085914647	0.0776605232	0.1381877532	0.108229025
a31	0.0527682106	0.06033854626	0.0502862898	0.0618458303	0.0640594064	0.069038726	0.0683840264	0.095793768	0.149760707	0.0994671588	0.118434891	0.1098224392
a20	0.0642452507	0.0715469864	0.066785173	0.0715472838	0.0746459248	0.0757330918	0.0730415628	0.0792192074	0.0842524546	0.0761723574	0.1547940288	0.1080166908
a8	0.05256420646	0.0595085273	0.0535141692	0.0594654008	0.0662667652	0.0779356854	0.0793112512	0.097190983	0.1317500168	0.1009503646	0.111307397	0.11023522
</S>	0.06026639886	0.06380397466	0.0582210156	0.066957142	0.073045795	0.076419635	0.0738888836	0.08318016	0.115708416	0.0952503294	0.1202873072	0.112970923
