 	è	che	stanno	ancora	svegli	</S>
a31	0.1379935124	0.1289816298	0.166570472	0.176417206	0.222505838	0.1675313
a11	0.1233068478	0.1281003908	0.1463397732	0.2032322032	0.224664886	0.1743558806
a7	0.203648176	0.1934622428	0.149213859	0.1757619448	0.1677535312	0.110160221
a24	0.140190492	0.1528893568	0.161358316	0.17951537	0.22565498	0.140391459
a31	0.1304621744	0.1377366948	0.157327436	0.1799915266	0.2316545692	0.1628275756
a20	0.132952101	0.1441249694	0.166734395	0.218030613	0.2223673834	0.1157905404
a31	0.086664293	0.111831415	0.1498945928	0.201689474	0.245084388	0.204835832
a46	0.1509358206	0.1442604148	0.132896182	0.1894932526	0.235116742	0.1472975548
a41	0.10241471	0.112728421	0.142092152	0.2011743534	0.19994305	0.241647313
a31	0.1539845428	0.1284511948	0.126942024	0.1525209988	0.187429428	0.2506718
a33	0.177930381	0.133296654	0.1295545866	0.1582669732	0.1999122492	0.2010391412
a31	0.121802682	0.109098981	0.1247989114	0.173441487	0.200736175	0.2701217548
a0	0.1388200946	0.1273424952	0.136264214	0.173593888	0.225497552	0.1984817248
a31	0.1792776856	0.1247532894	0.1077885026	0.158773894	0.173636203	0.255770422
a20	0.15564311166	0.141391638	0.1182496744	0.159798098	0.1720261988	0.252891242
a28	0.1775993738	0.1450567024	0.130856798	0.156308772	0.17530956	0.2148688256
a11	0.190655004	0.1495338232	0.1127022508	0.1458943834	0.2146632152	0.186551289
</S>	0.1574683452	0.1410092322	0.1237936426	0.165664958	0.238885566	0.173178272
