 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.082762898	0.07632962	0.1012189236	0.0545932574	0.0555809712	0.0628269374	0.1026798184	0.1572713168	0.169300454	0.1374358116
a37	0.097715235	0.109665596	0.0832900644	0.04755618572	0.05937967374	0.072836288	0.101893712	0.15028249	0.177336484	0.1000442384
a31	0.1599008328	0.1494970472	0.116638966	0.03654955724	0.04339608348	0.0547767972	0.087721746	0.118014601	0.141317318	0.09218707
a20	0.193148936	0.161753088	0.152785456	0.03673685594	0.0542833046	0.0390580194	0.0662266402	0.111444001	0.131773106	0.0527906112
a31	0.1459787188	0.132395912	0.1331881892	0.07505407808	0.04512645984	0.0290678376	0.0559071212	0.1165186306	0.164069648	0.1026933477
a13	0.181273491	0.177432584	0.1393327572	0.03554980014	0.0441935604	0.03271385736	0.071957944	0.1155664948	0.1434695862	0.058509892
a31	0.145824989	0.125991437	0.1018337598	0.1053741762	0.0770784969	0.0343884921	0.063297837	0.1148796938	0.1482888164	0.0830423218
a20	0.1390591648	0.1399418256	0.0807492074	0.07971063326	0.1066119287	0.0378892486	0.065026494	0.1253361928	0.1668554792	0.0588198112
a17	0.114797452	0.0911775368	0.0788322084	0.1023857218	0.1001038348	0.034410894	0.0532712732	0.1319709318	0.1805958406	0.1124543236
a20	0.095988372	0.0853865284	0.0687610566	0.0904315452	0.126575689	0.03149957792	0.0466747586	0.1343207514	0.2182206964	0.102141022
a31	0.0899558322	0.0824972114	0.0678303482	0.0593037666	0.0979980842	0.0316575388	0.0436116362	0.148992737	0.238544296	0.1396085554
a20	0.0969962674	0.0952315088	0.0645367444	0.095009775	0.10198388	0.0501375792	0.0504706236	0.1299390654	0.1907933638	0.1249011866
a31	0.1001168532	0.0965997552	0.077017871	0.0565280458	0.083191026	0.0479893014	0.0513574228	0.1188625	0.212624156	0.1557130598
a3	0.096408899	0.087430499	0.0744087596	0.082861789	0.07373968	0.0616400368	0.0582589254	0.107275448	0.171105118	0.1868708656
a8	0.0957759036	0.091362143	0.07665725846	0.062946601	0.0626610556	0.0599255904	0.063054042	0.1204110056	0.18725063	0.179955792
</S>	0.06861363592	0.06481404008	0.05858698664	0.0686136286	0.0612710476	0.0913939196	0.075994007	0.1181442548	0.1646969028	0.227871572
