 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.0949860226	0.0928716076	0.0909146	0.0951429832	0.116697425	0.0849957748	0.1106227988	0.166475068	0.1472936938
a24	0.0959815192	0.0587010868	0.05645114646	0.0927890072	0.179257108	0.0683425906	0.0773852408	0.199991288	0.1711009918
a31	0.195601717	0.08122727666	0.0683349149	0.112973456	0.1298290762	0.04202922	0.0714470704	0.17053933	0.128017917
a20	0.245442824	0.0547583397	0.04460037288	0.1087719068	0.164533718	0.0303518606	0.0574539358	0.192531462	0.101555555
a0	0.123644796	0.0694797056	0.0548821187	0.075819336	0.171286882	0.0308128222	0.0463772102	0.255467427	0.1722296798
a31	0.1342957464	0.0747540642	0.0471981344	0.0791065918	0.1870918772	0.0352064584	0.04025065912	0.25099039	0.1511060532
a20	0.2355559048	0.0605265048	0.04960226866	0.0650358362	0.1616982184	0.03117989914	0.0441926818	0.235586555	0.116622141
a11	0.0939971502	0.0659708558	0.0638441334	0.0599867558	0.1947265452	0.0406755896	0.0464829631	0.2105575676	0.2237584398
a20	0.1089292088	0.077803902	0.0623097084	0.06361883	0.2119671804	0.043122639	0.050448385	0.2087475484	0.1730526286
a39	0.1009927508	0.0708279408	0.0580970482	0.0610208994	0.17458338	0.04360666406	0.0513853607	0.218954218	0.220531732
a10	0.0954768998	0.0657185128	0.0552638164	0.0595900128	0.159655918	0.04459797032	0.0545191582	0.213101404	0.2520763414
a31	0.183759005	0.0673123164	0.0575508704	0.05530151	0.14175893	0.0444034966	0.0544307562	0.215529058	0.1799540568
a20	0.1969244552	0.079830019	0.060858239	0.0704176186	0.1635736232	0.0482954712	0.0626656534	0.1338302188	0.183604724
a31	0.149563668	0.0898827054	0.072363835	0.0737464664	0.1315217414	0.0656857726	0.0876154954	0.1275743432	0.202045992
a11	0.194114098	0.1145535232	0.0952528192	0.081294174	0.1217106174	0.0598450862	0.0860272888	0.1228998104	0.124302572
a20	0.127503986	0.0991262262	0.088545716	0.093575139	0.10875118804	0.0704136768	0.1353624532	0.13792859	0.1387930248
a39	0.1400819132	0.102889478	0.091480373	0.0972821116	0.0953091518	0.0740721644	0.1129339338	0.141298014	0.144652838
a20	0.1349979988	0.09638217466	0.0818359226	0.0988684868	0.0921909784	0.0773484854	0.095756807	0.151845594	0.1707735664
a31	0.1229875632	0.0996840072	0.0790702232	0.1046414028	0.0887769464	0.078233389	0.0963005956	0.155076892	0.1752290092
a46	0.1263567439	0.10189872858	0.09641205192	0.0955908807	0.08631943762	0.0743115072	0.098128155	0.1351206568	0.185861838
a31	0.1072411406	0.0987896724	0.0928566908	0.0965383214	0.07701870344	0.0790867242	0.1239261604	0.166529876	0.1580127112
</S>	0.13097963814	0.12117372646	0.0933210465	0.087278678814	0.07375513534	0.068285469	0.080487464	0.128093199	0.216625663
