 	lo	posso	finire	di	scrivere	</S>
a20	0.1780942464	0.1234782888	0.13972154	0.216850853	0.216615172	0.1252398712
a31	0.388979548	0.1078358362	0.08051523494	0.1745644726	0.170851332	0.0772536078
a39	0.476623774	0.1028448148	0.0904997768	0.17463712414	0.1123298728	0.04306462734
a24	0.419083762	0.0816172504	0.0605339088	0.220894068	0.15173515428	0.0661358304
a18	0.438873864	0.0563884386	0.057219403	0.223359592	0.1477817608	0.0763769516
a24	0.428877102	0.0556373022	0.047538617	0.1991789314	0.1765659068	0.0922021442
a31	0.3245809586	0.0452511054	0.0588261844	0.201698854	0.230909118	0.1387338168
a20	0.26139185988	0.0755541484	0.0847520168	0.172287112	0.226021288	0.1799935748
a31	0.19188376002	0.076163937	0.1223539748	0.167950114	0.212550546	0.229097646
a1	0.2229668088	0.1057670464	0.122672716	0.14367332	0.208294624	0.19662547
a31	0.19463602952	0.1088809344	0.1392033072	0.116182526	0.211153174	0.229944022
</S>	0.142816722	0.11884641	0.1365955248	0.152024134	0.209895376	0.23982185
