 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.0948658592	0.0919906692	0.0819533	0.1008548852	0.1229757152	0.189429684	0.1637589672	0.154170921
a31	0.2018841946	0.1759799468	0.1027655	0.0817769942	0.099866487	0.1268433408	0.1183870958	0.09249645
a37	0.212864274	0.220290748	0.152900555	0.0835649316	0.101611032	0.1112531846	0.0746221642	0.0428931162
a20	0.1739474488	0.189011268	0.197431602	0.0923972044	0.103102343	0.0913992798	0.08534680332	0.06736405234
a31	0.186734853	0.20302814	0.174541325	0.09000471	0.0946830406	0.0927374902	0.0844355934	0.07383482074
a7	0.1699265532	0.226508036	0.18202965	0.083804297	0.100672626	0.1147340742	0.07790390586	0.04442085172
a10	0.11100051	0.1339155772	0.134113638	0.1294380152	0.112772855	0.128301913	0.1238113112	0.1266461734
a41	0.157741704	0.158995068	0.122085769	0.125876776	0.1100204988	0.138087261	0.0963499978	0.0908429388
a37	0.146515614	0.1487472108	0.105157296	0.1292199508	0.1261767974	0.143732035	0.1143398398	0.0861112684
a14	0.1264462812	0.126332663	0.1033603786	0.1592815344	0.117659561	0.147502192	0.1260169314	0.0934004618
a31	0.1087027626	0.104282303	0.0974968332	0.1677222402	0.10574411	0.1493715626	0.1618881868	0.1047920184
a20	0.10458456	0.117173561	0.0743358538	0.1461697447	0.1405262056	0.151183001	0.1208647718	0.1451622918
a31	0.0830563602	0.1032469228	0.08095008674	0.1304169824	0.1167295388	0.181443567	0.1278395617	0.17631695148
a37	0.0987318882	0.074915559	0.0458350824	0.1437732658	0.146632866	0.205908216	0.1516012184	0.132601906
a7	0.116002582	0.0793384316	0.0437955878	0.1079237878	0.1379755874	0.2212019556	0.1136050826	0.180156967
a10	0.0915941353	0.0599426672	0.0404203114	0.1019327302	0.14096985	0.2324777532	0.141983282	0.1906792672
a7	0.1049090474	0.0660630298	0.04132679196	0.1202692577	0.1482301614	0.2304135556	0.1255002046	0.1632879452
a39	0.09220081366	0.0565842726	0.04620402316	0.0842827632	0.152132576	0.2279676534	0.14551695	0.1951109528
a10	0.0612308292	0.05629092254	0.0540885566	0.0985947854	0.1686174374	0.1885727666	0.1731507268	0.199453968
a32	0.054732392	0.052775175	0.0571609512	0.1130190282	0.191007704	0.2037962	0.180472852	0.147035708
a19	0.05404616326	0.0664655404	0.0724335042	0.1399404208	0.175976766	0.1715018	0.1637401288	0.155895639
a31	0.0629156524	0.077585238	0.081279697	0.1216330028	0.165922128	0.157240002	0.158759458	0.174664838
</S>	0.06709226692	0.0775556334	0.0877968738	0.1233302774	0.140859478	0.125653236	0.191124104	0.18658814
