 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
a8	0.1021546316	0.0904171992	0.0849580644	0.0734722674	0.089280854	0.080360534	0.0887189978	0.0992910346	0.1270215742	0.16432485
a31	0.0808784218	0.1341758832	0.1227170798	0.079028193	0.0583260872	0.0617688742	0.1237920896	0.123704675	0.14762111	0.0679875734
a39	0.0781788458	0.1520816406	0.1123872364	0.061132935	0.053192853	0.0554506278	0.1362520396	0.1404208244	0.141783065	0.0691199512
a31	0.0826709002	0.192593508	0.1214924564	0.068254934	0.0613763258	0.04825825058	0.15262651	0.113863158	0.1135096142	0.045354327
a27	0.0542811856	0.1436847396	0.0718221092	0.0719390574	0.0768241	0.0626531068	0.215533053	0.1246860108	0.118973498	0.059603143
a11	0.0424760958	0.1044557624	0.0946907916	0.0574822384	0.0773184886	0.0706118806	0.198113796	0.14790403	0.1183268428	0.0886200554
a37	0.052108226	0.1342071394	0.1055778248	0.0830967692	0.0847043164	0.0642470466	0.163897208	0.1243433724	0.1117976688	0.0760204364
a31	0.0581030792	0.1169360148	0.076532191	0.0831151164	0.08124024	0.0632335826	0.177685432	0.1386031234	0.1228388468	0.0817123954
a3	0.0481685538	0.0986967516	0.0572774224	0.0618320062	0.0761084414	0.083330222	0.182445636	0.1599101746	0.1363505788	0.0958801972
a20	0.0351005501	0.086592978	0.0712983636	0.0833806564	0.094439654	0.0897207702	0.1357062812	0.127955301	0.1177455612	0.1580599032
a31	0.0455667564	0.098734557	0.0703326774	0.101385831	0.0921375448	0.0760959598	0.125920941	0.1278762754	0.1195459146	0.1424035164
a11	0.044212095	0.0974515656	0.0763104656	0.082283847	0.068204184	0.0689428774	0.1506548616	0.1297646188	0.1347469486	0.147428556
a31	0.042050248	0.0902790288	0.081479558	0.09346225012	0.0760679634	0.0742382472	0.1184990194	0.1230962778	0.1165114504	0.184315974
a29	0.0417444252	0.0865327504	0.0700390274	0.0707749512	0.0563246048	0.0665296896	0.136387165	0.1345480084	0.1561451332	0.180974253
a39	0.04231468268	0.0936005756	0.0820773702	0.074652266	0.062623044	0.0655663716	0.120436237	0.1289823412	0.1332849546	0.1964621886
a21	0.03730056508	0.078553527	0.0704576208	0.07243412232	0.0689927902	0.0761113544	0.1163666408	0.1289792702	0.1298034512	0.2210006328
a31	0.03077074922	0.0633443846	0.058193581	0.07756060712	0.0714662498	0.0745174532	0.119207116	0.13216304	0.1689481646	0.2038286396
a37	0.04535402742	0.0809217028	0.0504940172	0.05713289434	0.052169745	0.0644188868	0.1296522448	0.14364801	0.1979110672	0.1782973982
a31	0.04327753436	0.0854645072	0.0616278546	0.0596501549	0.0559825494	0.0657334834	0.1133698634	0.140325656	0.211740178	0.1628282446
a7	0.0434539274	0.0731501271	0.045590762	0.0493871253	0.0441520996	0.0691334094	0.1249683602	0.1433473192	0.1937252766	0.2130915638
a31	0.03701309816	0.0873389704	0.0489044456	0.04541282188	0.0506510814	0.0622898252	0.123589666	0.16150533	0.212703561	0.170591183
a23	0.0425651364	0.0696793936	0.0501339296	0.0496852908	0.0434770998	0.071297613	0.1200861984	0.1463937248	0.1959275112	0.2107540756
a13	0.035894697	0.0772207332	0.036537328	0.04056354418	0.0524442856	0.0658123534	0.1297932934	0.1522950458	0.200182955	0.209255789
a3	0.0248765524	0.0632416857	0.0396878268	0.04308346426	0.05543759212	0.07388808124	0.125093756	0.150481172	0.225137348	0.199072512
a20	0.0242019837	0.0581452948	0.0389402358	0.04361233452	0.0532401778	0.0767195554	0.1321247384	0.1518366928	0.1970751792	0.2241038238
a31	0.03238852238	0.0686347924	0.06145030806	0.0562227096	0.0669538226	0.077921114	0.1227586368	0.136671434	0.1596140334	0.217384642
a46	0.0449881148	0.0879913888	0.05125608152	0.03763352012	0.0535953398	0.0702669048	0.151532985	0.143142776	0.1829676156	0.176625278
a31	0.02155019452	0.05025029	0.02830204112	0.03806908764	0.0476018653	0.0859670324	0.1454236164	0.1700243788	0.227544712	0.1852667606
a17	0.0468398854	0.0771741786	0.070686647	0.05737230468	0.0637793994	0.070149246	0.1615297214	0.149501328	0.1848264916	0.1181408176
a31	0.0287222868	0.060345343	0.0368079326	0.0396510596	0.0529200662	0.0819412212	0.1491742846	0.165006532	0.217756084	0.167675206
a20	0.05106267446	0.0696694972	0.0692067602	0.06596663874	0.0620044886	0.0786687274	0.160378308	0.1540414348	0.1905803212	0.0984211266
