 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
a10	0.091644434	0.0753507378	0.0898442048	0.0852232918	0.097913036	0.1104546444	0.1152828112	0.0939999402	0.113092938	0.1271939668
a31	0.1014652804	0.1068776528	0.214080712	0.1426683106	0.0910183028	0.0757115292	0.0528420594	0.0578520774	0.0902590374	0.0672250664
a1	0.1100898594	0.0835972832	0.1822386992	0.127963375	0.0856998618	0.0848892026	0.0484071724	0.0564698858	0.1544207454	0.0662239334
a28	0.0864907464	0.0752735624	0.14337303	0.1684683086	0.1012550172	0.0707547522	0.0507405906	0.0569050996	0.1506972836	0.0960415994
a24	0.106209216	0.0920173342	0.143717077	0.1482831822	0.1095466248	0.0617640478	0.0422214532	0.0463943968	0.1012842948	0.1485624038
a31	0.10750642	0.0981324718	0.1594505142	0.1164035476	0.0886373042	0.0630224162	0.0495261328	0.05497113	0.1280081888	0.1343418558
a18	0.1014467592	0.0849760954	0.184047986	0.14370421	0.124123117	0.097842747	0.0539189026	0.0687045562	0.0656446428	0.0755909854
a24	0.07399032	0.0661962774	0.1176304328	0.1349553192	0.1142994284	0.0834382622	0.071182045	0.0759655718	0.1197900734	0.1425522966
a13	0.0744264796	0.063732347	0.0985718616	0.1281561248	0.106791456	0.0748480452	0.070260074	0.0954877074	0.1472238194	0.1405020462
a18	0.0759419956	0.0715328392	0.0995178264	0.1194140492	0.1093275678	0.0826607892	0.0841666906	0.1270783734	0.1095662586	0.1207936488
a31	0.0793465744	0.0722518732	0.1004048316	0.12455041	0.1140531726	0.090046375	0.0813951668	0.1376728876	0.0869303996	0.1133482646
a24	0.0683202886	0.0608714648	0.1170481846	0.1292176908	0.1144333582	0.1068430252	0.074020005	0.1216000966	0.0985185072	0.1091274046
a11	0.0689507768	0.06350053078	0.1085369542	0.129800672	0.1379200534	0.1024875398	0.0748680688	0.1026083456	0.0963631556	0.1149638938
a31	0.0722719622	0.0617806008	0.1033900012	0.1212973633	0.11608494	0.1173454604	0.1066141236	0.125860354	0.0659393732	0.1094158684
a39	0.062169881	0.0515177652	0.1228402464	0.1230416198	0.1015766118	0.1118034732	0.0902854454	0.0690482362	0.1115399818	0.1561767264
a20	0.0597434814	0.0511415953	0.1056725856	0.1242737244	0.1269287694	0.134980912	0.0788006032	0.1315321688	0.1165695642	0.0703565906
a31	0.0674865088	0.05782326516	0.10682432514	0.1346527813	0.142973112	0.136226693	0.091541215	0.077383946	0.0820990226	0.102989139
a17	0.0630378618	0.0486340335	0.1119716906	0.1217926392	0.1166484254	0.1380919266	0.0978308184	0.0582526612	0.0955844408	0.1481555162
a20	0.057172697	0.04952746054	0.08422286802	0.1123159346	0.1150209148	0.1792709306	0.1075534478	0.0856884104	0.1095919724	0.0996353518
a31	0.0565564202	0.0521121455	0.08775743772	0.1204761186	0.1327736846	0.186544566	0.106737503	0.0696584602	0.0892406414	0.0981430246
a24	0.05277000488	0.0451704532	0.086338172	0.1172088472	0.1027566898	0.1760759288	0.1204555992	0.0733954696	0.110249904	0.1155789144
a20	0.05684159012	0.05318022888	0.07530183524	0.09182363888	0.0959693648	0.2234815392	0.155603889	0.0643733718	0.102142716	0.08128182008
a8	0.05213248946	0.0515028336	0.0704009918	0.1066169218	0.1176076986	0.207348066	0.1259028048	0.0908255476	0.0936754794	0.083987243
a20	0.04956625176	0.04772121944	0.0697054976	0.1097693914	0.120572041	0.161723708	0.187362634	0.1110890174	0.081858668	0.0606315884
a31	0.04642322022	0.04601846336	0.0708291301	0.11557539	0.1193987694	0.1968188988	0.149787569	0.0969032626	0.08330831	0.0749370058
a24	0.0500128844	0.0458248778	0.054611424	0.0837882884	0.0868606494	0.204512702	0.1762921732	0.07694352	0.1063538092	0.1147996588
a37	0.0540722156	0.05318909528	0.0573975558	0.085086028	0.0901089384	0.206994366	0.1701077272	0.0758213088	0.1011837248	0.1060390638
a46	0.05392794786	0.05321395088	0.05281320466	0.090478171	0.1085882408	0.191773829	0.1460166904	0.0946296366	0.1005167988	0.1080415176
a31	0.06192712736	0.06032168046	0.0591936575	0.088580302	0.101070514	0.174501675	0.1378613104	0.1204197928	0.10315052	0.0929734094
a28	0.0689815884	0.0671160418	0.0536272518	0.0767770178	0.0868689564	0.141975877	0.1799861086	0.086394922	0.107516908	0.130755314
a24	0.0647350354	0.0655609668	0.0558455268	0.0757527946	0.092551068	0.157477	0.174944038	0.0937604294	0.102870967	0.1165022036
a31	0.0615289046	0.06181417412	0.0524500418	0.0811423108	0.099123991	0.1741272052	0.16898331	0.0837391752	0.1069067994	0.1101840972
a17	0.0721662456	0.0706413961	0.0552383936	0.0785429708	0.0893399954	0.1428226372	0.158160552	0.089764394	0.1211453944	0.1221780422
a31	0.0703551484	0.073787092	0.0572037434	0.0765549772	0.09590852	0.141232206	0.1673153352	0.0958809354	0.104960017	0.1168020038
a46	0.08049096	0.0784282972	0.0581339782	0.0810537794	0.0883398932	0.1199855728	0.1406328194	0.09605754	0.1341347962	0.1227423848
a8	0.0741605764	0.075831993	0.0594182174	0.0799307932	0.105716534	0.133482696	0.15013726	0.105816624	0.1045137268	0.110991562
a31	0.0734908236	0.0745647128	0.058672522	0.0862939778	0.102555198	0.131117143	0.1250919732	0.1186343992	0.104063608	0.1255156468
a8	0.0798099572	0.0812403896	0.0597184028	0.0814505468	0.088659716	0.1150651312	0.135605162	0.1064058934	0.1194268794	0.132617952
</S>	0.0727161336	0.0737077276	0.0610749138	0.0835789768	0.113161374	0.134817158	0.1321091506	0.107258411	0.101338048	0.1202381128
