 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.113488132	0.1020007388	0.0890531658	0.113667698	0.0886950006	0.0997235242	0.1192396032	0.145394758	0.1287374054
a24	0.1270563542	0.1066859116	0.083774795	0.182210604	0.0466869722	0.05437504134	0.172951407	0.099606912	0.1266520048
a28	0.12801618	0.0997390456	0.0792063926	0.2473505912	0.0467220686	0.04805777832	0.1494795016	0.1224025875	0.0790259
a31	0.156018478	0.110359238	0.0711683098	0.15845944	0.0510923534	0.08998806732	0.1453546252	0.1551310558	0.0624284042
a8	0.1652923514	0.1229172014	0.0846960636	0.1749552158	0.0300490668	0.0452777693	0.1429622888	0.10111888174	0.1327311632
a0	0.1177658962	0.098136193	0.06142310178	0.1505619978	0.039496032	0.0539059718	0.176356031	0.1009581116	0.20139667
a31	0.12612421706	0.0965987932	0.047320226	0.1555745286	0.0520407737	0.0652363514	0.156775032	0.090709741	0.20962032
a39	0.1546734424	0.0950719984	0.083434048	0.1566608975	0.0267233616	0.0288833832	0.1562690826	0.09468106066	0.203602746
a31	0.1139339	0.0936146482	0.0716832658	0.148162089	0.03349547234	0.0452471244	0.15711722	0.134436242	0.202310057
a8	0.1182488296	0.0724045686	0.0786558075	0.162346822	0.0344591088	0.0351648834	0.164881753	0.1041910091	0.2296472086
a31	0.0904851432	0.0767463199	0.07189959688	0.11491690346	0.0483711658	0.04981537014	0.1847063708	0.210090418	0.152968708
a24	0.1072773272	0.0885216966	0.0798465992	0.0929625912	0.0639035586	0.089067462	0.148486189	0.1134642862	0.2164702862
a46	0.1004971188	0.086249063	0.08765023128	0.1754045456	0.0586614088	0.0626212032	0.1107248734	0.126933049	0.1912584828
a31	0.10060188082	0.0869677309	0.0813160855	0.0913644762	0.073255707	0.0810373696	0.168147708	0.1453996596	0.171909348
a1	0.1138141466	0.1030619614	0.0793190914	0.0674956844	0.0953868392	0.141689736	0.116631322	0.1284700446	0.154131174
a31	0.11853914974	0.1062962572	0.09977352936	0.0976350866	0.0787650922	0.0966916414	0.142663788	0.1396366552	0.1199987762
</S>	0.1265869488	0.1166293198	0.08491179806	0.0675258248	0.111772149	0.102779357	0.10349663	0.152686082	0.1336118792
