 	avete	cucinato	le	verdure	</S>
a31	0.268640092	0.167403378	0.253835844	0.137739407	0.172381296
a46	0.327718848	0.16634006	0.267510992	0.144536844	0.093893231
a20	0.320938562	0.109319339	0.243836824	0.1970661834	0.128839107
a31	0.303209164	0.12262924734	0.227978964	0.2087438014	0.137438806
a17	0.27681126	0.115983989	0.236803962	0.2643358766	0.1060649244
a31	0.342237708	0.1342499152	0.255696682	0.15205603	0.1157596414
a35	0.307584098	0.203342168	0.1923895346	0.154306154	0.142378046
a31	0.2555231132	0.172230164	0.1851034412	0.174273308	0.212870006
a46	0.2218737868	0.19002998	0.1685203926	0.177938224	0.24163763
a38	0.1709290232	0.15040783	0.1686271162	0.2612547	0.248781342
a17	0.17640563532	0.175232346	0.1751894276	0.20774517	0.265427434
</S>	0.177559052	0.151491948	0.1709987138	0.201516668	0.298433623
