 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
a20	0.099974267	0.125942744	0.084285045	0.084549119	0.0991037788	0.0781190098	0.1190850172	0.161362142	0.1475789004
a8	0.086188625	0.0603737852	0.08036076264	0.0890699506	0.1071073784	0.05083269454	0.152111909	0.19346139	0.180493506
a31	0.1103706952	0.1555267222	0.06304948074	0.0866957226	0.1141680316	0.04839679368	0.1401921172	0.1784176908	0.1031827376
a23	0.1307043844	0.1048182652	0.0750740688	0.0924536424	0.1017041364	0.0533108569	0.115894236	0.2018399376	0.1242004896
a31	0.1046544828	0.069914697	0.10628971584	0.0846803854	0.1095659256	0.0483031954	0.1178969994	0.171055638	0.1876389578
a10	0.1150434908	0.101029437	0.0533718444	0.085724689	0.1140450366	0.05167243792	0.109727012	0.20634849	0.1630375814
a24	0.086443248	0.06724959032	0.049970493	0.0841168886	0.121684212	0.04919536146	0.1438732368	0.230399596	0.1670674
a31	0.0841998428	0.0646816994	0.05237662766	0.075086264	0.1188013118	0.0573246174	0.1362624908	0.2187682686	0.1924988724
a41	0.0910768122	0.0464273124	0.04874299344	0.076378291	0.1476617404	0.05060645	0.159809954	0.174960353	0.2043360866
a7	0.0728774818	0.0344034024	0.03908414508	0.0667836832	0.1324759358	0.046907461	0.16867019	0.2274685528	0.2113291496
a5	0.0711265098	0.0432075042	0.04940745054	0.0550558638	0.10502512	0.0357158062	0.1638125584	0.267656066	0.20899312
a37	0.0927616032	0.0743121232	0.0431251608	0.0658239423	0.134483345	0.0450797394	0.1741705152	0.240689018	0.1295545646
a31	0.0700057392	0.04029369572	0.03631581384	0.0514528248	0.1190932796	0.0371315	0.1915670442	0.30774703	0.146393066
a46	0.0865848222	0.0513469656	0.053159289	0.0530479088	0.1269216192	0.058036183	0.188428248	0.2302709952	0.1522039748
a8	0.0705305992	0.03577816672	0.0457341032	0.058361487	0.1220483884	0.063930514	0.216704864	0.258704404	0.1282074602
a31	0.0961060242	0.063681608	0.064451407	0.0524626044	0.1203506898	0.088271161	0.161910528	0.208635016	0.1441309898
a29	0.0849386858	0.0623885812	0.0581711624	0.0623674056	0.1882994774	0.0753533516	0.1357710332	0.2201216524	0.112588657
a11	0.09288354224	0.0555372494	0.0608070052	0.0648216174	0.1452566924	0.0814432424	0.160959676	0.219809984	0.118480994
a37	0.09248641968	0.0623794981	0.07099915936	0.05985316	0.12481076	0.082330254	0.1689549808	0.186354154	0.1518316012
a31	0.08841861502	0.06662149272	0.07248497188	0.06206767744	0.1342726884	0.0785032706	0.174328726	0.160659396	0.162643165
a24	0.0995268436	0.0709447268	0.0723487046	0.0752576842	0.1099026022	0.1001609346	0.156361331	0.190535479	0.1249616966
a31	0.10187823708	0.07234772366	0.0871264992	0.05883749932	0.1129939156	0.0841950988	0.140173656	0.197841217	0.144606153
a33	0.115041257	0.0991930918	0.0874651894	0.0800589448	0.0924674376	0.099339864	0.1293302002	0.1732793404	0.1238246724
a20	0.1109777429	0.0945859824	0.117926196	0.0788210932	0.085081672	0.072817145	0.1570283214	0.1642883712	0.118473486
</S>	0.1016277966	0.0966311892	0.0990655158	0.08910566548	0.0982935714	0.0802837506	0.1528153046	0.144316162	0.137861056
