 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.114091502	0.1248018832	0.1369237832	0.1024833432	0.1746901852	0.203345266	0.1436640512
a31	0.1626137338	0.161130666	0.113020994	0.1042729044	0.137737036	0.1980561174	0.123168512
a7	0.1919179448	0.2210562512	0.1184006886	0.06729626464	0.131875079	0.182997389	0.0864563962
a31	0.1936218776	0.213928902	0.122696992	0.074102792	0.146124232	0.160078205	0.0894470114
a20	0.2240610928	0.219371216	0.1362170972	0.07803528646	0.12634008	0.152049948	0.0639252782
a2	0.1176789208	0.18523407	0.1130874028	0.07131504554	0.1257869732	0.24860387	0.1382937252
a41	0.0902198638	0.1696060358	0.143284244	0.0956800831	0.1365628376	0.167446448	0.1972004983
a20	0.1035723042	0.1618051172	0.1599628552	0.08136397476	0.1328134578	0.161878587	0.1986037112
a46	0.1061560628	0.196714594	0.163086513	0.0662135156	0.1162198936	0.1325209648	0.2190884599
a31	0.1976738856	0.2260459144	0.0895758932	0.05556407688	0.1071102616	0.1316414456	0.1923885226
a11	0.233323434	0.2270426396	0.0822189632	0.0569242668	0.1161413428	0.1466742832	0.1376750602
a35	0.155132727	0.2249894398	0.0777698776	0.06589628616	0.1061147132	0.1341550464	0.235941935
a31	0.1968928868	0.182725768	0.0717520998	0.075922713	0.1087294268	0.2028549	0.161122134
a11	0.1689922058	0.1994867614	0.06280226694	0.06863935194	0.0981566148	0.192792251	0.209130593
a28	0.1251354052	0.12431520548	0.08604383072	0.10090860154	0.1195643726	0.227591582	0.21644097
a20	0.1193109992	0.1151565343	0.0994340834	0.1123218998	0.136532972	0.226068266	0.1911752108
a10	0.1372815212	0.1133912	0.1052840774	0.113575504	0.1398885148	0.21339058	0.1771885928
a31	0.1268730724	0.1196949008	0.1128027518	0.1239822646	0.137712846	0.187445996	0.1914881768
</S>	0.13913831112	0.11708110132	0.09798144724	0.10745091388	0.1191701934	0.1572570832	0.2619209708
