 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.120416616	0.1041108342	0.0825813446	0.0826219012	0.13904757	0.149355003	0.108713954	0.2131527728
a20	0.1167629004	0.103358113	0.0832011238	0.1416994192	0.132515038	0.120572265	0.1478601662	0.1540309782
a8	0.14373550672	0.125347327	0.0976133364	0.1022473554	0.166879491	0.1377455034	0.0980087116	0.128422788
a20	0.16377991	0.14563097	0.111943062	0.107282271	0.17141893	0.1354990136	0.0758207742	0.088625092
a31	0.1925869928	0.153092895	0.186202488	0.09647599664	0.1248889318	0.10747161	0.064600608	0.0746804856
a28	0.217371092	0.169869205	0.1286488212	0.095892749	0.1382128808	0.1105974236	0.0641283266	0.0752794956
a31	0.2167219172	0.175350672	0.1009545448	0.0684760298	0.152557768	0.106761653	0.0657714452	0.113405965
a18	0.256564852	0.20938885	0.0990885684	0.0558036766	0.1225258012	0.0926855396	0.0615009494	0.1024417798
a31	0.221093656	0.158232631	0.0886063442	0.0480905666	0.1172491652	0.0960535318	0.0868113102	0.1838628192
a3	0.2422044248	0.1770563988	0.1078144686	0.0619901788	0.0965604544	0.0899684092	0.0736254168	0.1507802338
a31	0.200939296	0.171042854	0.1020448092	0.0508527344	0.1098735632	0.0926476678	0.0890354368	0.18356365
a18	0.2312829408	0.1512780874	0.0995447724	0.059175527	0.0901766256	0.0922952152	0.0839536826	0.19229313
a31	0.1738998386	0.171238042	0.1255490484	0.0789948206	0.1082398054	0.0963388486	0.097167245	0.1485723508
a17	0.205197128	0.123924586	0.095409129	0.0747151812	0.0943601646	0.105063186	0.1042792426	0.1970513972
a20	0.1513777896	0.1536033832	0.1198171298	0.116329466	0.1088943948	0.1088450496	0.117936815	0.12319596
a31	0.131139536	0.1809300996	0.159145276	0.09065374	0.10877144	0.1025614608	0.1062109088	0.120587552
a20	0.1425263598	0.1096839736	0.092673652	0.0859408426	0.1069870516	0.1196718532	0.145554316	0.196961964
a31	0.133993273	0.148802414	0.12916604	0.1040579128	0.1057533766	0.1115574322	0.141182135	0.125487432
a20	0.1330294578	0.1138735632	0.0989465104	0.0868657147	0.1093467124	0.1241570094	0.1482357072	0.185545317
a46	0.131257285	0.1271709488	0.1110349656	0.102733999	0.098031562	0.1285889394	0.155758262	0.145424045
a31	0.1026903486	0.129452633	0.1321687868	0.1378261108	0.090340245	0.1221737992	0.151274998	0.1340730872
a46	0.1138551968	0.1099941	0.109103742	0.095535234	0.1111178644	0.122038138	0.1667389362	0.1716168104
a8	0.0969964062	0.1051743947	0.106757617	0.101890119	0.0863822	0.131100049	0.19300864	0.178690588
a39	0.0988083972	0.1063166888	0.1176564552	0.1200598092	0.103317584	0.1862669492	0.1428209422	0.1247531818
a31	0.0886737877	0.11590339	0.1315372568	0.1189889778	0.10341969	0.1677437522	0.130652898	0.143080246
</S>	0.12167345472	0.1172814318	0.11260865548	0.1041571676	0.0942906024	0.1001594268	0.174440348	0.1753888934
