 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.124787883	0.104236754	0.0969164332	0.076388672	0.0646019092	0.122823486	0.205563976	0.20468087
a31	0.10879014826	0.151022054	0.207717932	0.1296348388	0.0449396134	0.1112879692	0.1604910194	0.086116381
a20	0.12071280414	0.1718701408	0.198877862	0.139774224	0.0442292098	0.09775868	0.1400005198	0.0867765288
a31	0.1344348578	0.206313274	0.176156946	0.171284686	0.0579106972	0.0884143684	0.1031563046	0.0623288722
a37	0.143741666	0.191852845	0.159229874	0.169154835	0.0612252193	0.0647452922	0.1387182834	0.0713319596
a14	0.1246746512	0.1384615836	0.144232914	0.1804333034	0.0538913518	0.06608360714	0.153454658	0.1387679202
a10	0.1305356866	0.1276691136	0.1341468424	0.1827537266	0.0493263283	0.05887210188	0.186724048	0.129972143
a31	0.1375603844	0.1238515698	0.130598478	0.159910766	0.0435864132	0.06300468514	0.2005983902	0.1408893226
a37	0.1577802772	0.138007636	0.142638692	0.171721257	0.04813705654	0.0648902588	0.174083726	0.1027410898
a10	0.1372785139	0.1111658002	0.1306300468	0.1666402816	0.03460515994	0.04620308888	0.184202564	0.1892745636
a14	0.1222661434	0.0991395016	0.118379124	0.1683771874	0.0360934356	0.06192480314	0.2294620458	0.1643577636
a0	0.1194328802	0.1077615356	0.117844374	0.1530125222	0.0357201592	0.0515337436	0.2438211074	0.170873681
a20	0.1158382548	0.1013795898	0.1040289876	0.132581736	0.03832163946	0.0766364956	0.2561672136	0.175046081
a33	0.1075623	0.103674225	0.1327659336	0.1252524592	0.049112349	0.0673001224	0.2255966406	0.188735962
a20	0.1442500454	0.104207524	0.126079346	0.121398157	0.0618431164	0.0857756712	0.1984950408	0.157951109
a31	0.104560565	0.1073674172	0.155871567	0.1143792072	0.0773904116	0.0836133196	0.1503075004	0.2065099912
a0	0.1013456868	0.1189196308	0.1744634012	0.1157056428	0.082162489	0.0697818488	0.1500521748	0.1875690912
a41	0.09978595688	0.1009523274	0.1493674712	0.1139540936	0.0731408378	0.0860158214	0.1420779486	0.2347054964
a31	0.0944504298	0.0958397614	0.1540837708	0.12062881	0.0940812936	0.099929571	0.1495318392	0.1914545544
a37	0.116496598	0.121177498	0.164535806	0.1295026424	0.0968816756	0.0897090578	0.120008569	0.1616881334
a31	0.10570420042	0.0958154926	0.1379393956	0.1293250738	0.0883494174	0.1017381974	0.1413391856	0.1997890508
a18	0.1106856898	0.0941919967	0.1516467552	0.13982359	0.10948986	0.1054518532	0.1128839604	0.1758262836
a8	0.10674414228	0.0889091513	0.1121574666	0.1163803102	0.104560707	0.130104371	0.151121858	0.190021999
a20	0.093191354	0.0925108686	0.105210727	0.1206266404	0.1375662822	0.169673225	0.143308051	0.137912852
</S>	0.086902457	0.0798545878	0.093252866	0.1186857378	0.139650092	0.147458326	0.181441284	0.152754646
