 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.129377058	0.1172984508	0.1180210924	0.0807856816	0.152919792	0.204465397	0.197132528
a31	0.1453468052	0.132511501	0.1106729114	0.0579073784	0.1155215988	0.223705666	0.2143341174
a29	0.218917386	0.1835086226	0.1472587474	0.0432829028	0.0793933532	0.1767777774	0.1508612376
a24	0.22603003	0.161519088	0.213244242	0.0560822318	0.1085086576	0.1498654648	0.0847502642
a18	0.269495214	0.179254108	0.173885578	0.0497319935	0.0898368644	0.1371916746	0.1006045868
a31	0.229601702	0.1780844052	0.16482907	0.0524534627	0.089417928	0.141770561	0.1438428508
a13	0.22846383	0.1967936194	0.200286519	0.0668279778	0.0768695572	0.1346480266	0.0961104392
a11	0.180233958	0.1535983912	0.1767419748	0.06849558546	0.07169291752	0.165537271	0.1836999262
a8	0.1610339702	0.1331645568	0.1131737226	0.04486459704	0.08372647166	0.2075932088	0.2564434752
a31	0.133810612	0.1133251886	0.0911366402	0.04703754	0.0901174325	0.241370924	0.2832016488
a24	0.146942201	0.136320485	0.0919019358	0.062622688	0.0870019156	0.238338054	0.2368727386
a31	0.144082742	0.1177126952	0.0922550752	0.056024065	0.109601827	0.219412024	0.26091157
a39	0.1201563222	0.103762113	0.087122972	0.1036730196	0.1074337892	0.2304870408	0.247364754
a20	0.1177704382	0.1004987494	0.0813910976	0.0723379148	0.1255597148	0.251335436	0.251106668
a31	0.1277819388	0.1211108264	0.0843539922	0.0880077732	0.127442958	0.2163987	0.2349037928
a20	0.1148348488	0.1062611342	0.0822934618	0.120767682	0.127425885	0.227208462	0.2212085032
a31	0.131984815	0.1311577234	0.091679197	0.0838484588	0.1237876452	0.2290254672	0.2085167152
a46	0.1206974822	0.112807256	0.0954584364	0.135808488	0.1377339568	0.206133276	0.19136109
a31	0.1276603598	0.1249057822	0.1013047562	0.1036644126	0.137178682	0.2069608812	0.19832512
a23	0.1140374813	0.1105259444	0.1106268942	0.151667752	0.1607462372	0.170922346	0.181473316
a31	0.1273859948	0.1280480584	0.108843013	0.1176231348	0.174106422	0.1847036432	0.159289746
a46	0.1145178522	0.1128904218	0.1125994672	0.1470598762	0.147731852	0.179355272	0.185845247
a8	0.12396737714	0.1251873172	0.1138659104	0.125828531	0.1615208586	0.160169277	0.189460714
a31	0.11748797988	0.1205454696	0.1214097956	0.151501596	0.15992073	0.17362761	0.155506836
a38	0.11158826188	0.1133444339	0.1151281366	0.135576355	0.154366668	0.187449483	0.182546686
a20	0.1140677215	0.1134478229	0.1153529948	0.132598088	0.168641722	0.162313952	0.193577684
a31	0.11146130984	0.1142202892	0.1220976252	0.160006184	0.1362634772	0.173130772	0.182820359
a20	0.1233985636	0.1212457244	0.1171157542	0.1233861312	0.1483051128	0.181883214	0.184665536
a31	0.11407739012	0.11492536794	0.1194391574	0.16391119	0.15107918	0.1519941508	0.18457354
</S>	0.133087482	0.1280522872	0.1203213508	0.122290281	0.137283032	0.17273297	0.186232582
