 	il	muro	vuole	uno	specchio	</S>
a46	0.1525052252	0.163624745	0.17221199	0.1554614192	0.19994298	0.1562536492
a31	0.201550482	0.204785546	0.1586011244	0.123072878	0.158314082	0.1536758686
a24	0.25631604	0.252759528	0.148659281	0.095917954	0.1350355216	0.1113116742
a37	0.23158983	0.27072716	0.223873032	0.0938006412	0.1132015146	0.0668077868
a18	0.260630996	0.289372184	0.196945348	0.0884387418	0.0890313296	0.0755814176
a20	0.23742043	0.2166962	0.206475216	0.131053297	0.120252113	0.0881027582
a41	0.208729324	0.183209432	0.2397666632	0.0884075966	0.14183336	0.1380536218
a31	0.202927014	0.176666374	0.201926788	0.0964897816	0.171280322	0.150709736
a11	0.257093892	0.1938448368	0.178174018	0.1088231744	0.1389469916	0.1231170888
a31	0.181911302	0.187403002	0.1306603826	0.1260976264	0.175167006	0.1987606852
</S>	0.1719057856	0.1599927612	0.103554287	0.138178984	0.1473632046	0.2790049618
