 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
a31	0.0884631558	0.0536930338	0.0549342034	0.063872693	0.067930958	0.0596510076	0.073001428	0.0833959952	0.0955020348	0.1118412792	0.1324920792	0.1152221114
a10	0.05206103806	0.0530233536	0.0439220096	0.0845317426	0.091309958	0.0679335384	0.1051390748	0.087064527	0.083030368	0.1188299796	0.0767434958	0.1364109036
a20	0.0657436274	0.0634858568	0.0537054584	0.141166497	0.137095926	0.0710212998	0.1131015542	0.0868114948	0.072621451	0.06788903	0.06349641566	0.0638614096
a31	0.0652589916	0.0527160254	0.04714956074	0.1424917246	0.0880791648	0.0555429536	0.102693671	0.0805740786	0.078681862	0.0716755718	0.0662522698	0.148884121
a20	0.0609260794	0.0563278018	0.0420711462	0.1205569612	0.1052083934	0.07910476006	0.1068251716	0.0933378976	0.0899550636	0.092884368	0.0465929334	0.1062094258
a31	0.0533993286	0.0523657622	0.0445014582	0.1302832916	0.0893784844	0.0610086942	0.0976659574	0.0807953674	0.0846066728	0.0762846436	0.1184452682	0.111265094
a17	0.0524040322	0.0555057648	0.0445218926	0.104218441	0.092238142	0.085238448	0.102418562	0.102649922	0.1060002272	0.1057029728	0.049266159	0.0998354378
a31	0.0474370137	0.0507579854	0.0440625514	0.1098684396	0.094602815	0.0717443994	0.1033481468	0.0785330588	0.0831653808	0.0908675544	0.121884682	0.1037279954
a26	0.0506853874	0.049307051	0.0354715392	0.102895722	0.0839684662	0.08307583848	0.115249901	0.1067145172	0.1095737778	0.1138365512	0.0482064648	0.1010148191
a23	0.04876853068	0.055024072	0.0462754578	0.1126941722	0.0886576418	0.07876217544	0.08768711	0.0783900866	0.0888468866	0.0896999734	0.0674913446	0.1577025324
a31	0.03775070014	0.03737677824	0.03613300832	0.0829043104	0.082272795	0.0575208815	0.094120508	0.0957752068	0.098845204	0.112487758	0.11684149068	0.14797137128
a20	0.0400136874	0.0479931124	0.03810579372	0.0846984	0.0818013768	0.08952529046	0.0981412352	0.115672816	0.1285932448	0.1119091312	0.0481301076	0.1154158081
a31	0.03873319366	0.04262038352	0.0372459693	0.0738629252	0.0678705042	0.06190773188	0.090486694	0.102676649	0.134223402	0.1100289344	0.0900346562	0.1503089632
a41	0.0380718494	0.0404722827	0.03545033538	0.0725205926	0.0722154258	0.06612402934	0.0903615914	0.123601763	0.1443439842	0.1106114086	0.0453140826	0.16091265386
