 	sul	muro	vuole	uno	specchio	</S>
a31	0.197949283	0.164351474	0.198003136	0.168806806	0.1509931792	0.119896104
a39	0.247653184	0.1676943264	0.146645558	0.1502660852	0.179818635	0.1079221692
a35	0.403316472	0.270774124	0.143860802	0.0735039866	0.0691023502	0.039442263
a31	0.433604954	0.253786102	0.151011162	0.0646139116	0.058103174	0.038880715
a2	0.484668596	0.272464784	0.131020734	0.0389325924	0.0444162496	0.0284970564
a0	0.368897566	0.255542794	0.202092378	0.04374996506	0.0883795058	0.0413377906
a20	0.404216746	0.201734358	0.173765811	0.0561078014	0.101312456	0.0628628238
a18	0.382744832	0.164159584	0.1709989	0.0589596396	0.119549954	0.103587126
a31	0.37565893	0.212281022	0.175998166	0.05266472132	0.091860416	0.0915367612
a0	0.340272044	0.18235526	0.127292968	0.0602177332	0.1512275	0.13863449
a31	0.2266535992	0.169502588	0.125997256	0.0805772516	0.176507234	0.220762074
a46	0.194468736	0.1410856064	0.120353744	0.1329453308	0.169572066	0.241574502
a33	0.1692214452	0.1231547034	0.1047651174	0.1109030316	0.166396769	0.325558972
a8	0.1371085912	0.1261038226	0.1324682792	0.141472221	0.26566808	0.197178999
a31	0.139430181	0.1199764344	0.1310007994	0.1952078232	0.230937725	0.183447026
</S>	0.15743416062	0.1400051088	0.1217873881	0.135023478	0.162589176	0.28316069
