 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
a14	0.0808788482	0.0974124702	0.1033653724	0.084195616	0.080645014	0.0779329912	0.0799113928	0.0694698532	0.1067471024	0.1154503874	0.1039909508
a6	0.0418587391	0.0487720608	0.0856348764	0.101080169	0.101407351	0.109943197	0.0769043712	0.128475572	0.0736346196	0.1219809408	0.1103081084
a37	0.0618994246	0.0792725754	0.0828619438	0.0990335424	0.1124120052	0.100219802	0.0776007148	0.1504536188	0.0531465118	0.1088821032	0.0742177244
a24	0.06285862634	0.064903902	0.082246501	0.1010456584	0.1188902584	0.1244414954	0.09099125	0.112317356	0.0410449382	0.131857893	0.0694021022
a28	0.05296356074	0.054615779	0.0765276758	0.0872072596	0.101107808	0.0931580182	0.056943756	0.143270326	0.0914302822	0.1498918428	0.092883684
a31	0.05120367906	0.05391067648	0.0801099934	0.0966342112	0.10395549	0.102671798	0.0526241742	0.147526554	0.1032245346	0.1299740158	0.0781648486
a46	0.05766503654	0.0520688684	0.078335499	0.08300474	0.076954627	0.0989952164	0.0451971128	0.1461343688	0.114012628	0.118881582	0.1287503167
a8	0.0251770405	0.0305534184	0.0518166572	0.0670115091	0.0801265609	0.0956257552	0.0497691826	0.165355478	0.1310277944	0.1592746128	0.1442619766
a31	0.028794612	0.0316343564	0.0452411066	0.0555885118	0.0702820092	0.1054527828	0.0487703628	0.188867492	0.126635555	0.168077084	0.1306561084
a10	0.0541516574	0.06491690948	0.0564356838	0.0530824133	0.05621601774	0.1304562817	0.025915805	0.195179264	0.1617687138	0.15015323	0.0517240316
a37	0.02497374	0.0315724194	0.0348549618	0.05089229374	0.06681109832	0.13502010994	0.031915201	0.197471898	0.1628284834	0.168638689	0.0950210926
a10	0.02841032662	0.0314137574	0.0425549146	0.06233980826	0.0684537564	0.12889890612	0.03004591736	0.2077062092	0.1512386316	0.142578089	0.1063596934
a17	0.03323397796	0.035576299	0.045275815	0.06365789532	0.0679490952	0.131907366	0.0331024872	0.1799643288	0.1863089936	0.142067603	0.0809561408
a20	0.03632916056	0.047754065	0.0489187568	0.0594550034	0.0702629902	0.1212623652	0.04183288446	0.193854826	0.1413305734	0.147265262	0.0917341056
a31	0.04590900814	0.0551941116	0.0553048166	0.0710135932	0.0766180246	0.1195355008	0.0431252492	0.15764272	0.1736494232	0.130878806	0.0711287048
a20	0.0612435738	0.0546386744	0.0579093934	0.0569103938	0.0642888426	0.1265782298	0.0378284426	0.14493239	0.1499446186	0.1399438304	0.1057815798
a31	0.055077555	0.0549578114	0.0709358816	0.0590956734	0.0700507936	0.1055167738	0.0524508124	0.151621819	0.1341420908	0.142478036	0.1036727126
a13	0.090587457	0.067834175	0.0689832838	0.0737106614	0.0911374006	0.1053771128	0.0487008408	0.1112100048	0.1126882988	0.101658235	0.1281125432
a10	0.069228151	0.0596459022	0.0610304084	0.0770082444	0.148526752	0.0997221692	0.0605083174	0.097794792	0.1217721118	0.1042371308	0.100526006
a31	0.0790866216	0.0669182946	0.068060892	0.0824113388	0.117660871	0.105821633	0.06245178	0.0970294706	0.1128116026	0.108489638	0.0992578494
a17	0.0993163804	0.0803026018	0.0881427994	0.097530909	0.1060998962	0.0841265452	0.0606012126	0.0836998774	0.0828981744	0.1097277382	0.1075538702
</S>	0.06423071372	0.06317786448	0.066511485	0.0939851838	0.1669786102	0.0960465938	0.082369746	0.075761317	0.0967197252	0.0948692144	0.0993495554
