 	la	pasta	vuole	sale	</S>
a20	0.200406434	0.227059736	0.176376154	0.20780228	0.1883553728
a31	0.169492138	0.1932189008	0.163467812	0.276933902	0.196887257
a37	0.285193293	0.252704182	0.158515096	0.239411068	0.0641763372
a46	0.23396244	0.237584424	0.167990204	0.2436319692	0.1168309492
a3	0.262548886	0.23004159	0.1340912288	0.249890634	0.1234276596
a27	0.1995362148	0.179176966	0.132408455	0.27590167	0.2129766868
a8	0.163913689	0.161231904	0.1389569984	0.305319326	0.23057814
a31	0.1980496148	0.166663052	0.1476140524	0.2552905972	0.232382674
a18	0.154213882	0.154408426	0.1450401708	0.2765922	0.269745324
a31	0.11748807	0.142740848	0.1201906918	0.298718682	0.320861686
a23	0.152326665	0.158015598	0.167435616	0.248173094	0.274049028
</S>	0.1322581456	0.1196721384	0.128898634	0.287197398	0.331973668
