 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.136559623	0.1010826792	0.077729201	0.0936412904	0.1043289778	0.1631673972	0.186091046	0.137399796
a23	0.08304194168	0.0696928371	0.1171503172	0.1501478976	0.0949133942	0.1853141936	0.1883824628	0.1113569452
a20	0.103404058	0.102327283	0.1102114748	0.140682345	0.0807072131	0.165218122	0.179180448	0.118269042
a28	0.125000859	0.1181424748	0.121803856	0.139846118	0.0785962724	0.141629064	0.1832971988	0.0916841562
a31	0.132915834	0.141304184	0.1450860916	0.1561910606	0.079165321	0.12924543	0.135976064	0.0801159973
a17	0.12244703992	0.145718465	0.1548867228	0.1622646192	0.10625891	0.1405854974	0.0900733842	0.077765332
a31	0.1153797574	0.10094830492	0.1472649028	0.1334480832	0.0748540746	0.1542047112	0.1018937916	0.172006393
a19	0.1179536284	0.09646591912	0.1565886956	0.158109052	0.103325248	0.1600022926	0.0745509409	0.133004228
a31	0.1102580933	0.0728518656	0.123288961	0.1072653794	0.094722985	0.1819363612	0.0872720324	0.2224043304
a20	0.1013558574	0.0688364748	0.12404189656	0.1500550714	0.1369298656	0.170151654	0.085055754	0.1635733966
a31	0.092384215	0.0610082594	0.1595522548	0.1273225264	0.1078036534	0.1984719872	0.0763281124	0.1771289944
a20	0.079170972	0.0613514366	0.1677995662	0.1314477134	0.104854435	0.2186512802	0.08495722	0.1517673644
a31	0.086844539	0.064744156	0.150108444	0.1284351252	0.1065699154	0.2135049682	0.0850409106	0.1647519674
a20	0.0737067228	0.0632602148	0.1662095118	0.132006683	0.091427029	0.221831238	0.0929437648	0.158614854
a24	0.0922282914	0.0714106748	0.126621585	0.1339328014	0.110147652	0.2249115652	0.0926516924	0.1480957642
a31	0.0811010031	0.073799795	0.1722489018	0.1135564621	0.099572257	0.1952025798	0.1087762996	0.1557427202
a38	0.067380379	0.0656594754	0.1529636922	0.1469832198	0.089498668	0.216806299	0.0993308052	0.1613774734
a31	0.0980787828	0.073084767	0.1419459528	0.1132448624	0.1099305312	0.201678533	0.117321993	0.1447145494
a28	0.0967546978	0.0946190904	0.142475136	0.1094052476	0.105080022	0.1689851668	0.131200466	0.1514801596
a20	0.098231459	0.0939698748	0.100850803	0.1036914851	0.104362134	0.156059828	0.18458109	0.1582533448
a31	0.1000297078	0.1092876494	0.11877288414	0.1050180038	0.0963668494	0.164458216	0.1519296108	0.154137083
a24	0.11862708	0.11918715	0.1202503164	0.1018339156	0.109479974	0.129928716	0.1629097392	0.1377830848
a8	0.08996910912	0.0923090772	0.0854257332	0.0935466602	0.108037813	0.143890566	0.198357446	0.1884635788
a38	0.0810219438	0.0931456646	0.1185021926	0.125689941	0.138969414	0.166915948	0.1497932868	0.1259616148
</S>	0.08101981292	0.1021475676	0.1122575502	0.11982385	0.125322904	0.148424386	0.166532554	0.14447137
