 	io	voglio	che	Maria	venga	qui	</S>
a31	0.144732884	0.122604064	0.1250034348	0.0989647664	0.1938928768	0.1593045276	0.155497472
a39	0.267220465	0.13440532	0.1144456348	0.0870515214	0.1725720544	0.11605867332	0.108246322
a31	0.2295564768	0.181555198	0.1594512394	0.0871036182	0.1457506168	0.10341196828	0.093170907
a37	0.202627164	0.178722236	0.1625722352	0.087784505	0.2099200046	0.0785478692	0.0798260065
a31	0.2113935608	0.1640832928	0.15146719	0.05376805166	0.22160257976	0.10029098438	0.0973943276
a11	0.198039114	0.1637228548	0.191687569	0.0814919268	0.2142289118	0.06836542998	0.08246421546
a20	0.257949938	0.152894914	0.099313665	0.053289491	0.23324348508	0.101327843	0.1019806442
a4	0.2654893172	0.1383737868	0.078527989	0.050054307	0.24646852452	0.10353191136	0.11755416672
a24	0.25850947	0.1013014262	0.090594376	0.0374044882	0.2645391448	0.09943913794	0.1482119292
a31	0.252573466	0.086917461	0.1071150868	0.0524705196	0.280260241	0.08016787374	0.140495355
a11	0.251644122	0.095587516	0.0591880276	0.0399099788	0.24559556152	0.1127410814	0.1953336938
a24	0.1921075996	0.1032335676	0.0886325066	0.0444767809	0.2167472478	0.1899107798	0.1648914832
a31	0.15772026	0.114692509	0.1012702442	0.0640536306	0.1859885032	0.196040324	0.1802345052
a46	0.1447892762	0.1069872808	0.095011625	0.07742983	0.14246143	0.117436974	0.315883596
a8	0.0965286212	0.0956399956	0.0952376952	0.091690685	0.116667458	0.226539588	0.27769593
</S>	0.0987643944	0.1045582796	0.1017173251	0.0966932764	0.1213105362	0.228493238	0.248462962
