 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.0890082494	0.069755674	0.0774163296	0.0559810312	0.0566057086	0.057157104	0.061145498	0.0664668544	0.0745543518	0.0715674768	0.0786048866	0.119292012	0.1224448268
a24	0.0481188894	0.03715474334	0.04141768704	0.0520433732	0.039744537	0.0526203048	0.0926628054	0.1092155568	0.082366119	0.145359462	0.097170444	0.1320446352	0.0700814452
a28	0.0654271194	0.03653860748	0.0445072596	0.0355084982	0.0533162624	0.0653226092	0.0789204126	0.0904079426	0.0827518086	0.1211040246	0.0963676308	0.1112881552	0.1185396842
a39	0.0705117956	0.0451622518	0.0498838888	0.0382603522	0.068002948	0.0683926086	0.0787460984	0.085535137	0.0772954076	0.1016443152	0.0813101664	0.1123254666	0.1229295888
a17	0.0636594182	0.0440411537	0.0496142798	0.0433068466	0.0601439098	0.0888414972	0.0832862882	0.0929608758	0.0818655736	0.1072901608	0.0734994932	0.134660716	0.0768297942
a31	0.067246246	0.040541897	0.0522416204	0.045986028	0.0664350866	0.0874304528	0.092769363	0.0880247792	0.0731934884	0.0901510092	0.0829925842	0.1192698248	0.093717611
a20	0.0698123948	0.0390536254	0.0464676716	0.0263005616	0.0518838098	0.049387552	0.0624059026	0.0827093426	0.0677036206	0.1118710184	0.11983081	0.139504844	0.1330688162
a31	0.0536148952	0.0337949836	0.042292893	0.0296667044	0.0532696442	0.0548096218	0.0652112538	0.083663218	0.0749853658	0.1133553204	0.127944702	0.1322185552	0.135172872
a17	0.0492672588	0.03312488106	0.0328539048	0.01926709634	0.0352231522	0.0476726406	0.0674507206	0.093990368	0.0844289922	0.1545278248	0.133383512	0.138395546	0.110414075
a8	0.03854004	0.02604502942	0.0307022489	0.0211754613	0.0357540318	0.041978694	0.0733224182	0.105415801	0.083797112	0.1205891062	0.141344406	0.1531289772	0.1282066614
a31	0.0330002326	0.02583895852	0.03041067628	0.0201764042	0.0228693403	0.0311055908	0.0694461754	0.108258431	0.087087559	0.1298210764	0.15661831	0.1544195086	0.1309477502
a8	0.034967988	0.0231762518	0.02677075462	0.02094022386	0.0224387458	0.02968233914	0.059353958	0.1035704494	0.0682437644	0.1336751526	0.155027836	0.144149506	0.178003032
a24	0.03460974652	0.02363525384	0.02326478508	0.019459652	0.02396138686	0.0329267192	0.0671189518	0.117404048	0.0748093544	0.1298401628	0.1429213964	0.191526818	0.1185217746
a31	0.04116001708	0.0279874527	0.0355185498	0.02591916	0.0300373308	0.0392340788	0.0735129104	0.1156156464	0.0750942396	0.1316779662	0.128446417	0.15325275	0.1225434902
a20	0.0454529319	0.02843882356	0.02819485366	0.0199746656	0.02225681292	0.0411257086	0.05775710208	0.1091038548	0.0702143982	0.1484378852	0.1326832036	0.1409488002	0.1554109472
a31	0.04230921008	0.028381186	0.0226756141	0.0171093342	0.02673239908	0.033555476	0.0715281678	0.1183146918	0.0653039072	0.1446993712	0.1274976312	0.1737934734	0.1280995084
a41	0.04009356392	0.02814912208	0.02590817868	0.0190872407	0.0197171924	0.0305406168	0.0621284498	0.160227507	0.0689805972	0.1369556038	0.1262657226	0.153996004	0.1279502174
