 	sta	seduta	nel	giardino	</S>
a20	0.223755866	0.156970458	0.1710056572	0.248630028	0.199637964
a17	0.1421259038	0.1089745736	0.1602357242	0.3315227	0.257141082
a20	0.207677736	0.1545580018	0.1983093986	0.2918197606	0.1476351318
a31	0.3249340608	0.1595865752	0.1429040122	0.2335971588	0.1389782144
a17	0.285571296	0.1423166496	0.1905836024	0.2266762	0.154852247
a31	0.243394712	0.1605223398	0.1662143852	0.213947606	0.215920966
a46	0.356009536	0.190253126	0.1422760892	0.1924372068	0.119024046
a31	0.23437397	0.1481679068	0.116584257	0.230866526	0.270007378
a20	0.337902558	0.143166476	0.1562553648	0.2228360986	0.139839493
a31	0.221504568	0.123115241	0.13304915154	0.244714886	0.277616158
a20	0.29747965	0.116609163	0.156404638	0.242185226	0.187321296
a18	0.2207398832	0.1158609306	0.1451233874	0.252842636	0.265433164
a46	0.224655389	0.1062446334	0.141937013	0.235930328	0.291232622
a20	0.195311932	0.1130007508	0.1554159908	0.245411984	0.29085935
a31	0.261904794	0.1223642516	0.1367143554	0.241775072	0.237241558
a18	0.364026574	0.1442655294	0.1433047774	0.172514504	0.175888586
a31	0.297384858	0.1251107884	0.1327720696	0.189946788	0.254785522
a0	0.260398572	0.1567541504	0.147206366	0.183602506	0.252038392
a31	0.252315104	0.1433196866	0.1508017312	0.1924167248	0.261146742
a8	0.2400815612	0.1558622016	0.1474541568	0.190907	0.265695092
a31	0.217621075	0.1630582586	0.200437196	0.221845489	0.197037966
a18	0.2340345046	0.1594479682	0.1357086632	0.222349882	0.248458972
a31	0.26770108568	0.161548746	0.1318188888	0.2265165148	0.212414807
a17	0.24581746746	0.1561784114	0.1323485162	0.23287847	0.232777144
</S>	0.21695928608	0.1717500569	0.149611912	0.2387388168	0.22293997
