 	avete	cucinato	le	verdure	</S>
a39	0.268640092	0.167403378	0.253835844	0.137739407	0.172381296
a31	0.30224358	0.1429039646	0.228618226	0.182689526	0.1435447234
a35	0.454956368	0.1509777774	0.241929062	0.0881411952	0.0639955952
a31	0.343477364	0.1209944836	0.209533762	0.175528688	0.1504657362
a20	0.315636834	0.13039105	0.237037508	0.1969307094	0.1200038858
a31	0.32570335	0.1310349548	0.228527119	0.187501062	0.1272335046
a20	0.260598838	0.163297235	0.207485268	0.236329898	0.13228878
a39	0.2441042106	0.134534622	0.202147318	0.20633345	0.212880376
a28	0.2237471012	0.166605866	0.182777362	0.202854182	0.2240155
a31	0.233060602	0.172721468	0.188992128	0.202623402	0.202602398
</S>	0.1871551018	0.1762728034	0.1477556882	0.170825054	0.317991358
