 	sono	stato	sempre	poveretti	</S>
a20	0.1687593088	0.136742826	0.201257594	0.24199602	0.251244234
a4	0.0384822826	0.1036723144	0.22661507	0.372354148	0.258876181
a31	0.1066061698	0.130021606	0.226622248	0.312605896	0.224144046
a38	0.15742236392	0.15011272774	0.183610457	0.338485065	0.1703694
a31	0.1757019164	0.170569354	0.2145454812	0.275654718	0.1635285152
a7	0.1734004022	0.18792308	0.1851339212	0.300424232	0.1531183794
a31	0.0619751357	0.11179796852	0.196101432	0.343970914	0.2861545512
a21	0.0837735034	0.1343748656	0.1536279972	0.36415451	0.2640691046
a20	0.046058558	0.083601034	0.1660573738	0.440239666	0.2640433506
a8	0.0620787995	0.09653340952	0.1571089402	0.378280556	0.305998292
a31	0.0618405248	0.0696633108	0.1485013802	0.415181188	0.3048136006
a33	0.0898395676	0.0975315752	0.1466236494	0.379533826	0.28647136
a20	0.0773378046	0.0805815797	0.1231933376	0.44806524	0.270822025
a31	0.0786297674	0.0905931394	0.149954836	0.444015056	0.2368072148
a7	0.1404523708	0.1163961354	0.1451589768	0.372472082	0.225520443
a31	0.1125534052	0.1242080084	0.173872788	0.317442706	0.271923086
a11	0.1529809414	0.1427786894	0.150317698	0.322681454	0.23124121
a31	0.1551249126	0.1588324962	0.185515664	0.262290838	0.238236072
a13	0.179042187	0.1607659512	0.161415344	0.259036208	0.239740306
a18	0.1737001264	0.174390649	0.208624472	0.22635844	0.216926328
a31	0.167896097	0.1666305	0.210962766	0.22275818	0.231752432
</S>	0.188482654	0.1655930384	0.189135862	0.231978664	0.224809776
