 	non	mi	aspetti	che	non	vengo	</S>
a8	0.143682672	0.1473282512	0.1285426588	0.156836704	0.160944661	0.126479498	0.1361855328
a31	0.1408457448	0.198751004	0.2006103308	0.1633261852	0.1648507032	0.0831219708	0.0484940844
a24	0.2025484888	0.2222517376	0.1958591842	0.151030776	0.131847339	0.053798973	0.04266348366
a31	0.196524346	0.227787678	0.174932035	0.1553937292	0.13899936	0.061787695	0.04457513712
a36	0.202432896	0.22566956	0.186559908	0.1370395542	0.1075742352	0.07737160888	0.06335229066
a31	0.166170332	0.2087656512	0.1330231792	0.187928388	0.12544135	0.0844844416	0.0941866619
a39	0.1671479261	0.2122693502	0.1232562286	0.20008135	0.138955074	0.0891473482	0.0691427546
a8	0.1483768644	0.1697130654	0.097118227	0.145936468	0.1810287708	0.1790380552	0.0787885544
a31	0.0974167878	0.0996180734	0.096227857	0.131890712	0.1858435694	0.23252413	0.156478837
a29	0.119167473	0.1043587412	0.128027316	0.125322396	0.1464933872	0.158392756	0.2182379472
a31	0.0928294558	0.0884893746	0.141977092	0.174294322	0.15159067	0.17531853	0.1755005708
a17	0.099672185	0.0885233446	0.1257259404	0.1282571854	0.162129198	0.164550164	0.231141986
</S>	0.0806106532	0.0742993904	0.116844349	0.1937897374	0.1403474466	0.161944276	0.232164151
