 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.0381152064	0.0398923024	0.0720104754	0.0549719708	0.0641285468	0.0636435182	0.0544072944	0.0530887494	0.0547954734	0.0640093346	0.0618647204	0.0474873512	0.061106938	0.0549849146	0.0601468572	0.0724683172	0.082878039
a29	0.02085976272	0.03241237226	0.0674384072	0.036422575	0.0508932216	0.0541382716	0.0471122672	0.0549360358	0.062489653	0.099993152	0.1140246	0.092324946	0.0527639908	0.0422881152	0.0533369566	0.0644706746	0.0540949922
a35	0.03463410116	0.0406869912	0.057647886	0.04614908	0.0794051686	0.0555262974	0.0451608196	0.0524104666	0.0599247738	0.0936063	0.1006526012	0.089376148	0.054996766	0.0414463334	0.0401348802	0.0417833794	0.0664580248
a31	0.04574122426	0.049081501	0.0630973466	0.0560016236	0.1040032218	0.057980107	0.0436078934	0.04719079616	0.053002117	0.0657736658	0.078024875	0.0705323488	0.0567945992	0.03814357256	0.0366511168	0.0753464114	0.0590275482
a39	0.0284909044	0.0317630282	0.0454993076	0.0410762912	0.0657356944	0.0522327344	0.0425291736	0.0543465768	0.0749485708	0.0963990832	0.0948036916	0.087202063	0.0465885436	0.0612271908	0.0506048596	0.0477039994	0.0788482672
a29	0.02749320684	0.038679592	0.0455502596	0.0484840174	0.0748527254	0.06634478	0.0529296246	0.0511609034	0.0617945326	0.0994124048	0.108103572	0.0784300188	0.0509859336	0.0303732196	0.0381212044	0.0566939388	0.0705900424
a11	0.0221607222	0.035479576	0.0424600312	0.0471099794	0.0637605344	0.0728970874	0.0587477442	0.0539629506	0.0565783444	0.0731654216	0.0829958742	0.0706157212	0.050014192	0.0371147364	0.0514719438	0.0716676832	0.1097974854
a24	0.02482241628	0.0398159038	0.0460923986	0.0450305462	0.0572535924	0.0766557826	0.0637980684	0.0558101342	0.0646455568	0.0663354166	0.084849004	0.075859303	0.0526731512	0.0330855548	0.0481362308	0.077807817	0.0873291264
a31	0.0227359609	0.035614307	0.046170179	0.0538991144	0.0696240444	0.0755262732	0.0569160418	0.0520746352	0.066012428	0.070422364	0.0825155146	0.0720239996	0.0530809104	0.0407806724	0.051244029	0.0673889996	0.083970521
a28	0.0190761801	0.02943237192	0.0452945546	0.0454557674	0.048760195	0.0640083084	0.0489421195	0.0626277982	0.0604433518	0.0851531834	0.0820671948	0.0877302454	0.0463279326	0.0500675172	0.0709142972	0.0597453324	0.0939536768
a31	0.01839984414	0.03607409368	0.052067189	0.0515473974	0.0495061592	0.068298322	0.0476259722	0.0559645286	0.054420958	0.0801683704	0.070150047	0.076360653	0.0564270332	0.0468315658	0.0710385874	0.0741621936	0.0909571272
a0	0.01880096946	0.02902538052	0.0503185426	0.0471386434	0.0468331434	0.0572064912	0.0432816806	0.0623410676	0.0604010872	0.0737441512	0.0851670768	0.09243919	0.0586287938	0.0489956482	0.069149691	0.0786030156	0.07792544026
a20	0.01483364794	0.02628413246	0.0392103544	0.0461545957	0.0457539488	0.0676273424	0.04972501	0.0538256896	0.053319408	0.064086823	0.0704007282	0.082574876	0.07206674	0.0638218972	0.0824290138	0.0894123676	0.0784734454
a31	0.01826132184	0.0364083014	0.0555701786	0.0486699026	0.047845042	0.068154028	0.057059548	0.052763605	0.058589957	0.0732523686	0.0706740474	0.0771353232	0.0647285822	0.0470236876	0.063198212	0.0792357546	0.0814301507
a13	0.0153558211	0.02093872898	0.0381047333	0.04722647	0.0447747806	0.0559574338	0.0405882118	0.0609826984	0.057541315	0.069916785	0.0868882528	0.09656074	0.069011999	0.0426065294	0.068089823	0.091725529	0.09373015328
a31	0.0139894309	0.02363321838	0.0383193218	0.0478994374	0.0503538452	0.0704028578	0.0532255168	0.0506707524	0.0519630066	0.0581503546	0.068039699	0.0822567986	0.074613746	0.051021906	0.0770253714	0.1005823904	0.08785234878
