 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.121998579	0.102028662	0.116483005	0.1041804848	0.164764234	0.221139816	0.169405191
a31	0.2423453744	0.1275644032	0.190345564	0.0987248732	0.1275948034	0.1455778654	0.0678471236
a11	0.358094316	0.1540822472	0.172855456	0.0652338986	0.0877126364	0.1229851624	0.0390362932
a21	0.228327777	0.182049768	0.215990708	0.0828789012	0.1071610353	0.12487675	0.0587150652
a31	0.22632791	0.2061830594	0.166475674	0.0733808504	0.102119422	0.1406230504	0.0848900338
a20	0.245056488	0.194646353	0.1592414354	0.068643756	0.07381696	0.163325831	0.0952691906
a31	0.2188493308	0.1601768336	0.1337900388	0.077080199	0.08551668	0.212744528	0.1118423676
a10	0.234558294	0.1648194014	0.210308646	0.0603976082	0.0660568522	0.1813960048	0.082463199
a31	0.196344788	0.136583642	0.2179984048	0.056473346	0.0733443387	0.198586149	0.1206693044
a21	0.171245332	0.1518228676	0.2072411888	0.053845993	0.0839005258	0.237733682	0.094210368
a11	0.186988272	0.1388049616	0.1571276752	0.05807821	0.100911035	0.205552114	0.152537697
a3	0.1082913912	0.117268991	0.142328145	0.109412903	0.1318783746	0.196834698	0.1939855066
a33	0.0840732588	0.088301332	0.111926464	0.0937536988	0.1358651712	0.224715254	0.261364834
</S>	0.102442159	0.1015056194	0.11315895	0.10084603648	0.128212936	0.217840376	0.23599392
