 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
a31	0.1118032172	0.122703655	0.108775438	0.099539133	0.1019999964	0.1132505928	0.155212056	0.186715916
a3	0.0967989885	0.18585906	0.123133962	0.129386744	0.126558635	0.109345318	0.1469996072	0.08191771
a17	0.07623834054	0.203488418	0.11637403	0.1355184032	0.118135262	0.122911136	0.112581754	0.1147526572
a28	0.08321595228	0.182928152	0.139910704	0.136502347	0.10958097	0.1146176176	0.1362160312	0.097028219
a20	0.0984540342	0.164181546	0.154063676	0.1190521592	0.0989952986	0.0921508354	0.195132762	0.077969713
a24	0.1120536318	0.1702599168	0.1211547668	0.0981878112	0.1072451566	0.101988769	0.202037341	0.08707261
a46	0.11736546849	0.1463666186	0.1076982182	0.080847341	0.0945456238	0.121809636	0.206476637	0.1248904646
a19	0.1111298109	0.148789813	0.098349036	0.077671522	0.0969090858	0.1275864324	0.2093155248	0.1302487832
a46	0.11782089704	0.174920416	0.10810478	0.0842017604	0.093005344	0.1140520704	0.19240234	0.115492394
a31	0.10628812738	0.1806969368	0.104014897	0.0954934792	0.0956185924	0.110432871	0.181108262	0.126346825
a7	0.10649975928	0.186870114	0.0822777474	0.096902628	0.0929842984	0.1213069206	0.1896247792	0.12353377
a27	0.10291523392	0.1854773612	0.0633426244	0.067214638	0.0846856772	0.142304616	0.2405033568	0.1135564816
a11	0.09445696432	0.1736375366	0.0662246556	0.0685280404	0.0848963868	0.1308104114	0.234107926	0.1473380584
a18	0.0920889971	0.165800596	0.0678803102	0.080399883	0.0827443536	0.109074786	0.223398936	0.1786121328
a31	0.07702667428	0.153163162	0.0675172168	0.0806354014	0.0962785732	0.1254148734	0.213368448	0.1865956148
a27	0.0925550852	0.151498028	0.073387356	0.09038873	0.0829731744	0.1091137088	0.209186274	0.1908976554
a31	0.07506036532	0.16404355004	0.0813564206	0.091225759	0.079935532	0.110145026	0.232367158	0.1658661772
a20	0.08927836428	0.166268732	0.07285454814	0.1109415922	0.0822838828	0.1018082828	0.1580415276	0.2185230748
a11	0.09390355333	0.1552443412	0.0671006638	0.1234159978	0.0803855838	0.1032693748	0.2098547488	0.1668257548
a31	0.074851427086	0.15838544332	0.06938147134	0.1264553054	0.0872619526	0.1115712078	0.1754519488	0.196641239
a20	0.1034573002	0.130498062	0.07897004264	0.1240611176	0.1021490314	0.1054197984	0.1608676344	0.1945770138
a31	0.09670634921	0.1302079502	0.0885064022	0.1068372288	0.1113799458	0.1181279492	0.152720854	0.195513331
a39	0.1222071208	0.1123436388	0.0882397172	0.0896514032	0.1052550902	0.1174772624	0.169996448	0.1948293422
a31	0.10666769	0.1164296758	0.0964643986	0.1070955032	0.105866844	0.121372982	0.166383053	0.179719832
a8	0.118065633	0.110394336	0.0897820122	0.0867998286	0.109347344	0.1268876928	0.164630584	0.1940925668
</S>	0.1082828239	0.117363218	0.1037173166	0.0997131694	0.108164004	0.142284463	0.179935698	0.140539276
