 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	0.06014248448	0.040534601	0.03515394546	0.03063222192	0.0390793	0.0369578298	0.0376004236	0.0298090466	0.055298144	0.0445328316	0.0396604466	0.0449583628	0.0417188732	0.0510690672	0.0746614914	0.0743155138	0.064494618	0.0438640886	0.0499349698	0.0555707174	0.05001102454
a17	0.0779492532	0.041716984	0.0373577186	0.0310382172	0.0697660888	0.039936975	0.0541632224	0.02271003968	0.0357156396	0.0287424228	0.0381212814	0.0445128048	0.0449536654	0.0341051396	0.0452863446	0.04588344588	0.0347266308	0.0410652108	0.053470992	0.1463229734	0.0324549498
a31	0.074002959	0.0915675278	0.082406536	0.0544903714	0.0642300582	0.0393656388	0.0613144086	0.0317842083	0.0385830962	0.0308933376	0.0298615846	0.0327731346	0.0331994886	0.0251011316	0.0365436058	0.04361327	0.03096148212	0.0296046564	0.045942919	0.0903327908	0.0334278316
a17	0.0703614484	0.086747102	0.090272037	0.0440004672	0.1111085954	0.0496616872	0.0910130974	0.02571799958	0.0300188784	0.0266754396	0.0318562024	0.0334556308	0.0305453288	0.0255087354	0.0377774586	0.0424998398	0.03237190806	0.0292019596	0.0377710548	0.04752784994	0.0259072641
a31	0.0427648382	0.0572229576	0.0612745272	0.0396873122	0.068836191	0.0481636192	0.1102686534	0.04149393348	0.0454080276	0.0386903628	0.0366740664	0.0376649916	0.0330692886	0.0204361846	0.0350953527	0.04113982068	0.03026616726	0.02587744892	0.0359321242	0.087951693	0.062082457
a34	0.0616235178	0.095180585	0.0805762764	0.0322973298	0.1111045836	0.0445545384	0.0794316952	0.031540862	0.0338072488	0.032004604	0.0310166026	0.0325520146	0.03135997	0.0275656016	0.041223215	0.044221074	0.03244667566	0.03039136264	0.041630309	0.0541590876	0.0313128622
a1	0.06242195092	0.035364434	0.0483131042	0.0283932994	0.080767034	0.050580983	0.0665522758	0.03809852274	0.0429124994	0.03773011014	0.0427337844	0.0485964316	0.041836516	0.0311202892	0.045082595	0.0467017256	0.0346082238	0.0375551522	0.0457177386	0.098215768	0.0366975774
a35	0.04846059096	0.0366706758	0.0453632828	0.0240547574	0.0840897014	0.0555154524	0.0777202186	0.03738852912	0.038648042	0.02962385372	0.0325981284	0.0361519852	0.0355692384	0.0292262372	0.040503444	0.0472328026	0.0371146634	0.0363163786	0.0467509436	0.110732952	0.0702681204
a31	0.0419437162	0.03575702636	0.0449643736	0.0246968036	0.0690497392	0.052426482	0.0685866262	0.0351810891	0.0407372308	0.0297405506	0.0337914414	0.038789509	0.0403658554	0.028144865	0.0396625452	0.043103558	0.03529382254	0.03871000516	0.0525524966	0.1058172338	0.1006850346
a20	0.050058867092	0.0377761201	0.0442864662	0.02194128216	0.077353503	0.0634476318	0.080813827	0.03427124726	0.0395972726	0.03279291098	0.0342601534	0.037191149	0.0387783718	0.0271696352	0.0496496976	0.0463433544	0.0398975292	0.0397734385	0.0550146194	0.0930104144	0.05657245
a17	0.04734197656	0.0394778506	0.045579207	0.02152877344	0.0759902356	0.0652049266	0.079501523	0.03495457898	0.040939674	0.0294356515	0.0338123078	0.0368663518	0.0364103616	0.0248304422	0.042916158	0.04438999826	0.0407451474	0.0374545252	0.0475502168	0.0980723546	0.0769977414
a20	0.04045837866	0.0309082564	0.0434634572	0.01996526218	0.0715414334	0.0603596784	0.0742297284	0.03335371896	0.0410709074	0.02618501796	0.0342882216	0.0382286612	0.0371719444	0.023505042	0.041216777	0.04207436768	0.04038677854	0.0409297766	0.0633455346	0.1116285728	0.0856884972
a8	0.0380065142	0.0382519993	0.0440097105	0.02384870656	0.0625932916	0.0639618434	0.0775599392	0.0337615721	0.0427496156	0.02633831742	0.0331856736	0.0374159042	0.0377253637	0.0211871226	0.0405306512	0.04049037986	0.040439885	0.043233646	0.063540138	0.0713870856	0.11978264726
a31	0.03732119638	0.0256117835	0.03074889166	0.01988628342	0.0624419416	0.06330191432	0.0780254256	0.03066140556	0.0373079222	0.02993194052	0.0331034986	0.0386134126	0.0488856344	0.0408811236	0.0534122048	0.0447221028	0.0407513256	0.0430758228	0.0617264172	0.106222626	0.073367134
a24	0.04999453206	0.0249917725	0.03123512386	0.02043311352	0.0750085658	0.0523909094	0.0773865624	0.03196641212	0.047154385	0.03902166948	0.0313401344	0.0333117064	0.031443174	0.0183918358	0.045962931	0.0475278984	0.0442244912	0.0448055966	0.070166908	0.0985114146	0.084730875
a31	0.04247247212	0.02863402086	0.03152019908	0.01967522568	0.0858483244	0.0615067822	0.0764406542	0.0279387964	0.03742193386	0.02395874746	0.02875414912	0.0328789166	0.035134319	0.0259584888	0.0406791236	0.0428516986	0.0425404458	0.0448241198	0.0552329022	0.128211406	0.087517273
a13	0.052841754732	0.0306035224	0.035306053	0.01925947014	0.0776167508	0.0558496898	0.0787163946	0.03158427522	0.04782461672	0.03761458008	0.0302417754	0.0325459106	0.03200085	0.0179830356	0.0443532638	0.0492299148	0.0484116552	0.050755922	0.0624973164	0.0730087608	0.0917544692
a20	0.05322835906	0.02836236408	0.0332219248	0.01862655708	0.08063986	0.0641812492	0.0759806208	0.03481263162	0.04159850574	0.02555988596	0.0292608535	0.0324051488	0.0341936018	0.0240605746	0.0424315404	0.0455847856	0.0472485492	0.0536096764	0.0718819778	0.1033654956	0.05974581294
a33	0.04141977296	0.02799280752	0.0326104888	0.02001648104	0.0745837074	0.0605263642	0.0738702946	0.03364160562	0.0470853126	0.0305664543	0.03121930084	0.0346941604	0.0356440398	0.022593722	0.0427635338	0.0454045205	0.0536255956	0.0560033016	0.08524189	0.0909144256	0.05958220286
a20	0.03681075228	0.023672321386	0.027809519092	0.018701085908	0.0634513554	0.0460125186	0.0628432904	0.02403848714	0.0415959164	0.03298053184	0.0395210042	0.0466605834	0.0472442838	0.0276242884	0.053641969	0.057109422	0.052190308	0.0620305714	0.104251408	0.08286577494	0.04894461772
a31	0.03302648896	0.02383944886	0.02321907282	0.02128468686	0.0678058932	0.0589799614	0.088152443	0.02876183908	0.0358075514	0.02744310618	0.02614406288	0.0343436494	0.0414514688	0.030481083	0.0489488924	0.0495730862	0.0472383368	0.0672057522	0.082711435	0.101184101	0.06239762824
a21	0.05050884784	0.02431175666	0.03006234074	0.01964816766	0.0942653992	0.06081621892	0.07945516368	0.03120288036	0.0461842374	0.03336912836	0.0279852566	0.02909583766	0.02650324294	0.0164284931	0.04370152806	0.0470821104	0.0439677742	0.0495915692	0.0420039176	0.093479153	0.11033693674
a20	0.04348511764	0.02341418582	0.02809919206	0.01701599124	0.0895640808	0.0622664654	0.0813094077	0.03101908792	0.04093898116	0.02615583836	0.02565812778	0.0286887708	0.0299913973	0.0202458342	0.043262508	0.0517205996	0.056206024	0.0548857274	0.0587901226	0.088736247	0.09854628762
a31	0.04237933168	0.02505329006	0.02737419702	0.017674508208	0.1008480096	0.06482073338	0.0903315709	0.02568275942	0.04270406684	0.02578409694	0.0236099641	0.0297896252	0.0295277866	0.0175892278	0.0427209746	0.051614198	0.0524916537	0.0512538452	0.0676191572	0.0923559466	0.0787750421
a26	0.05227720953	0.02159210218	0.02720903146	0.01663093838	0.0924164768	0.0585376994	0.0782294096	0.0341177224	0.05228871108	0.03912287406	0.03079119808	0.0318422534	0.0274840724	0.01662085052	0.04536147934	0.0504777786	0.0434562564	0.0491269684	0.0388606922	0.1031544684	0.09040180358
a37	0.04809987472	0.01976286006	0.024522293734	0.01470965046	0.0809662976	0.0479754614	0.0730092499	0.02608438576	0.04179393592	0.03081758924	0.03378370716	0.0371220602	0.036628073	0.0222559606	0.0478366948	0.0569405732	0.0638500838	0.0547826684	0.0540245564	0.1017400826	0.083293938854
a31	0.04692698147	0.02067256812	0.025842894	0.01508380068	0.09302746	0.0467699258	0.0823579644	0.02441577374	0.0479809566	0.03582637686	0.03085800714	0.03892921	0.03309362552	0.0166206868	0.0457921622	0.0606744108	0.0553934532	0.0509592054	0.049352044	0.09134880614	0.088073724394
a23	0.05067620181	0.01864600466	0.0235078505	0.01443769744	0.0995377432	0.0450447946	0.0731356108	0.03364562	0.0559763162	0.0421679199	0.03395551892	0.0390782786	0.03362289946	0.0200708978	0.0500607838	0.0574361068	0.0426534814	0.0523229388	0.042447772	0.10435158062	0.067223993688
a31	0.042849374694	0.018662336554	0.02372354314	0.016240629444	0.090644519	0.0345782354	0.06198797914	0.01910798694	0.0456793074	0.03373968276	0.0401000482	0.0453588716	0.0434669322	0.0201789048	0.0536093756	0.0663557484	0.0569716192	0.0481028012	0.0521175618	0.0905840664	0.095940484252
a37	0.03882376384	0.01831409614	0.022129435192	0.0157679935	0.097076878	0.0446770616	0.0731523206	0.02773928614	0.049306554	0.0347593264	0.0387533324	0.0469936142	0.0447342348	0.027961313	0.0561749434	0.0684406814	0.0492607862	0.0485331868	0.049473403	0.0905202788	0.05740752043
a39	0.032393427052	0.01808208152	0.021963574132	0.014895181506	0.105639758	0.0302952814	0.0622205188	0.0221097221	0.048733872	0.03744916128	0.0378020108	0.0447567606	0.038494953	0.0192254866	0.0502817218	0.0655501134	0.0600252908	0.052839265	0.0492026638	0.09686517754	0.09117396838
a10	0.038960436788	0.01569158092	0.0212622606	0.014271530848	0.1186846088	0.02653828812	0.054810555	0.01691525812	0.04371899268	0.0330100805	0.0334804172	0.0467227913	0.040970896	0.021851479	0.058338549	0.0743763506	0.0568318646	0.0582400882	0.0516557088	0.08430191866	0.08936633784
a31	0.04152016365	0.01510224786	0.02469582672	0.01218978178	0.1139483376	0.0499366268	0.0885851388	0.02656556368	0.03671129454	0.02160585836	0.0257577	0.0315336636	0.0325976838	0.0272534957	0.0535954164	0.066000994	0.0518488742	0.0495162322	0.0578866813	0.0880762952	0.085072148232
a24	0.039918854612	0.0183988238	0.02272996018	0.01533145022	0.1235123016	0.0328306506	0.0690871607	0.02337081804	0.0486335384	0.0357965596	0.0333418544	0.0395598792	0.0334425506	0.0228909084	0.0448217414	0.0595670298	0.0435468802	0.0466409666	0.039487174	0.115372804	0.09171810824
a31	0.0275757736	0.018608696494	0.01996580622	0.015770813048	0.0736621632	0.02481453248	0.04443827704	0.02315837854	0.0373242693	0.02838523526	0.03030610498	0.0514227334	0.0455370156	0.0294821762	0.0537892778	0.0690032992	0.0721555794	0.0749615562	0.0560883133	0.10526306438	0.09828690844
a46	0.03267461086	0.02028345128	0.0233270751	0.01769981876	0.054326212	0.02815990072	0.0512424504	0.028355771	0.041646612	0.0270760872	0.0313813674	0.049803991	0.0488003782	0.0438831091	0.0704905506	0.086155467	0.0641167846	0.0412334668	0.0446628224	0.11549705156	0.0791830139
a31	0.02760601876	0.01920022522	0.01963738182	0.01777322222	0.0521208938	0.0258486162	0.0480383497	0.0283504076	0.0375466448	0.0303815066	0.0324075608	0.0445205482	0.043433938	0.0311906186	0.0675809588	0.0823462526	0.0781658824	0.0627531978	0.0596964302	0.0961045102	0.09529682776
a20	0.02818878324	0.02338190246	0.02467786714	0.0215641999	0.0427116788	0.0263105829	0.0473310368	0.03281013948	0.0372422148	0.0279925533	0.0315547618	0.0424953298	0.0451993584	0.0359430348	0.090638076	0.1013879508	0.0702466608	0.0357502052	0.0469661546	0.1089652114	0.07864228566
a24	0.03136593174	0.02232414382	0.02074282958	0.01886073108	0.0460048602	0.0230800858	0.0457163715	0.02825608736	0.0393142082	0.0287122864	0.0323540422	0.0515609234	0.0557308594	0.0412063908	0.0701701576	0.0829815476	0.074565792	0.0509885522	0.058239082	0.08969975828	0.0881253338
a41	0.02974649644	0.0196476701	0.02112764172	0.01693388966	0.058722761	0.0218780266	0.04769094972	0.0249637728	0.032245138	0.0265835808	0.02766340486	0.0385812602	0.041925722	0.031326599	0.076678886	0.1028922186	0.0814006938	0.0573886872	0.0623770164	0.0941206156	0.0861049896
a46	0.036019141	0.01766859866	0.02188178136	0.01598875266	0.0590684124	0.02221051556	0.0481772416	0.0190010524	0.02749818076	0.02034618716	0.0261141787	0.037324307	0.037365869	0.0370662192	0.0806996156	0.1061759864	0.086769896	0.0552168856	0.0630775288	0.0891576729	0.09317199186
a18	0.03462345878	0.01689158888	0.0191457045	0.01638211556	0.061682756	0.0253700905	0.0495977534	0.0217849004	0.0309176934	0.02399093826	0.0320052836	0.0385350968	0.0385673924	0.0348250042	0.074435137	0.10347024	0.0737765238	0.0551923364	0.0691000526	0.07998228628	0.0997236194
a31	0.039142962	0.01894461604	0.02367341132	0.0164534256	0.061123326	0.0220211443	0.05060850174	0.01933974444	0.0283488194	0.02064920204	0.025794561	0.0434299196	0.0451675926	0.0422670424	0.0775608506	0.0948362326	0.0771213812	0.0579168216	0.0605549843	0.07617026392	0.0988752035
a20	0.0411738994	0.02179300158	0.02426482734	0.01895152526	0.0516529844	0.02339965872	0.04435510748	0.0227872517	0.034127366	0.02342244676	0.031253483	0.0487319236	0.0488268318	0.0472551032	0.0742344024	0.087299219	0.0760154648	0.049130245	0.0445038674	0.0910836018	0.09573779594
a31	0.04469812982	0.02238553146	0.02717839212	0.02072276422	0.0425577604	0.0231283071	0.0466697326	0.02642537922	0.03442882832	0.0293521191	0.0322422082	0.0435980112	0.0461235438	0.0414720342	0.0678163314	0.0838031168	0.0730791788	0.0561627614	0.0637497502	0.07571243706	0.0986936973
a24	0.0398193604	0.0245958072	0.02663176946	0.02139338192	0.0403956692	0.0225711238	0.04190731006	0.02586028554	0.0306480848	0.0245728796	0.03156528834	0.0390465556	0.0411944462	0.03783270792	0.0869203362	0.1011998384	0.0716190764	0.0438460704	0.0451581424	0.10321930478	0.1000025632
a46	0.03618136694	0.02151513672	0.0228921814	0.01982385568	0.0426522344	0.02254098574	0.0423918236	0.028906397	0.03818569486	0.0315160498	0.0344343889	0.0429363746	0.0475373948	0.0378559482	0.0657759046	0.0925259412	0.0702485338	0.053863665	0.0592256908	0.08894942596	0.1000409961
a31	0.03912108356	0.02206244094	0.02644890826	0.0213969249	0.0461987148	0.02449718156	0.04210264512	0.023793674	0.0311515265	0.026315287	0.031299662	0.038648053	0.042332656	0.0374978398	0.0779999154	0.104562823	0.073486894	0.0500013716	0.0626259586	0.0709717902	0.10748463594
a39	0.0370865744	0.02519230792	0.0266085647	0.02362775268	0.0372737746	0.0239036978	0.03815791688	0.0289055902	0.0312688622	0.0276353914	0.0315396894	0.0356542444	0.0377412516	0.0351950118	0.09476979168	0.102787036	0.0598723898	0.046135492	0.0490148092	0.1044108914	0.1032189732
a31	0.0490088988	0.02662885934	0.02747329534	0.02333291586	0.0392139284	0.02406276436	0.035453087	0.02740339592	0.034210878	0.0287916374	0.03031497384	0.0404244412	0.0419877066	0.0428126984	0.0712328996	0.0915553126	0.077272138	0.0573540358	0.064915021	0.07602451564	0.0905266074
a46	0.039358758	0.02810581126	0.02960701166	0.0257560928	0.0347629466	0.0251745598	0.0369454994	0.0312902576	0.0319815727	0.0291525221	0.0324374194	0.0352157604	0.0363804606	0.0301278454	0.0942391361	0.1105273718	0.0535536534	0.0409353	0.050891618	0.1056367968	0.0979196008
a24	0.0408980806	0.0262850716	0.02538286172	0.02389643426	0.036385171	0.025645419	0.0359626561	0.0308272522	0.037398843	0.032827533	0.0333446582	0.0393247656	0.0399791636	0.0424096542	0.0662451264	0.0887089346	0.074560806	0.0563185902	0.0671504048	0.07949437672	0.0969541894
a31	0.047277907	0.0266141278	0.02849469668	0.024183678	0.038388702	0.02520577992	0.0332434198	0.0299871238	0.03444296126	0.030123592	0.02905865436	0.036239399	0.038078586	0.0407762816	0.0752682856	0.105163243	0.0706115142	0.0573545836	0.0678679044	0.076884826	0.0847347234
a11	0.0399474146	0.02849101774	0.03011619624	0.0273816366	0.037897874	0.0264075314	0.036580286	0.031756752	0.0323217538	0.0298877751	0.033035397	0.0361512486	0.0369324014	0.0291665028	0.09438750926	0.1015081544	0.0488678124	0.0446276972	0.0521627302	0.1026566652	0.0997156494
a31	0.0473739568	0.02819553268	0.02862061106	0.02521310496	0.0388119914	0.0261396347	0.03285819646	0.0305895668	0.03201455114	0.03000076206	0.02906359348	0.0328436798	0.0323977844	0.0401706724	0.0759505802	0.1051857588	0.0731230002	0.0579419138	0.0677897548	0.077762321	0.08795303146
a46	0.0436255086	0.0319714218	0.0331931734	0.0303787838	0.0376013128	0.029630265	0.03600686908	0.0371516476	0.0364204901	0.0344948046	0.035470923	0.0378785368	0.0359981994	0.0314942268	0.0734339288	0.0937411366	0.0434546346	0.039975535	0.0560692018	0.1046885946	0.0973208128
