 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
a31	0.074747628	0.051499079	0.071542577	0.0508444838	0.0779926426	0.0988020612	0.0883636352	0.098953297	0.0837539156	0.095116628	0.0996516234	0.1087324096
a11	0.03566713836	0.0279247879	0.0515480602	0.029712367	0.0714660744	0.187505582	0.140424182	0.0811967724	0.1094439018	0.090560938	0.094705878	0.0798443036
a15	0.0355276982	0.02618712758	0.0623714107	0.0285041602	0.071272945	0.2348601258	0.202184646	0.070759704	0.0935305992	0.0754627248	0.0667909642	0.0325478464
a11	0.0371403132	0.03099589146	0.0693611954	0.0307097684	0.1079547	0.2371202832	0.1549904734	0.0625904676	0.0875603528	0.0755568306	0.074516059	0.0315036496
a13	0.0505768458	0.0359223078	0.1004512264	0.0374635896	0.1021814292	0.175369581	0.130675546	0.0645014056	0.0893509192	0.090137581	0.0796882872	0.043681245
a7	0.0516700054	0.04485813832	0.1333303566	0.0480116802	0.0909844508	0.1117108322	0.124036194	0.0697686612	0.0938300882	0.097287316	0.0831912232	0.0513210458
a18	0.0572779742	0.05526849274	0.0930296468	0.063837228	0.0863957468	0.1100091968	0.1112799358	0.070904556	0.096708029	0.1039428452	0.0873279366	0.0640184186
a31	0.0613040002	0.0552935036	0.0765248576	0.066829708	0.0818378154	0.117403199	0.11100581	0.077842796	0.0986991422	0.0946619844	0.091994721	0.066602471
a11	0.0621733173	0.0480979656	0.0704966688	0.0643621482	0.0945182688	0.11907767	0.1260756968	0.0701092766	0.110877103	0.0787678806	0.1063608274	0.0490831922
a39	0.0430493774	0.02954077838	0.0715790314	0.0537818616	0.102688489	0.134085668	0.128672332	0.0816036118	0.100190052	0.088409856	0.100200928	0.0661980242
a31	0.0487008179	0.03409098458	0.0814634322	0.0594502682	0.1060340488	0.125725672	0.1252894252	0.07888928	0.0938384102	0.085671059	0.095207792	0.0656388092
a11	0.04493408972	0.039279941894	0.092956642	0.0629634794	0.0862431762	0.118330793	0.13393769	0.0729738466	0.112762898	0.069092074	0.1086770468	0.0578483288
a18	0.03507777448	0.02408152636	0.0737179632	0.043805869	0.0947580798	0.144969788	0.1565086888	0.0836501084	0.0991282238	0.0784374324	0.0974118672	0.068452677
a15	0.04067852114	0.03038116318	0.0788956484	0.0508466576	0.101241565	0.136122602	0.153980346	0.0756797942	0.0974384844	0.0783628842	0.0919595578	0.0644127658
a31	0.04369929326	0.03273724598	0.0808546718	0.0477306428	0.094272199	0.125052356	0.1430596974	0.079041313	0.1017892194	0.0781087806	0.100661034	0.0729935318
a11	0.04302126986	0.036597876548	0.0898765568	0.0499650585	0.0752565602	0.1138492852	0.1293669378	0.078628734	0.122326531	0.0707121294	0.121495334	0.0689037004
a35	0.03050456086	0.023938532114	0.0690033118	0.0407797606	0.0806827992	0.137006738	0.1733850568	0.084213577	0.1049147882	0.0787032372	0.1029932092	0.0738744408
a8	0.03656265364	0.0287331425	0.0758945648	0.0315424448	0.0854548884	0.1038368528	0.1882180418	0.0782289432	0.1175856452	0.07312351646	0.1052521028	0.075567183
a31	0.033842894372	0.02995818582	0.0500103962	0.02950576832	0.0763360077	0.0924565678	0.1659183022	0.077594711	0.1201172832	0.077694008	0.1353620252	0.1112038804
a17	0.04311632636	0.036330718206	0.04057050228	0.0253557038	0.0511977291	0.0840630102	0.1442597826	0.0813756956	0.1282575948	0.071963846	0.152881102	0.1406279964
a31	0.0279379248	0.022770431	0.0551051602	0.02560003	0.0676262255	0.102301042	0.156678258	0.0935601378	0.1366398394	0.07753897	0.128981148	0.1052608466
a46	0.04212589706	0.036417156332	0.0364780917	0.0273706199	0.0577779546	0.0968441648	0.1436231832	0.0685889574	0.139746902	0.073171753	0.1555121254	0.1223431934
a31	0.02752801738	0.02414722914	0.0391353281	0.027607126	0.0616060762	0.102838842	0.145895339	0.1165840652	0.136369417	0.07954778424	0.128532887	0.1102078956
a24	0.04459797172	0.03836181318	0.03270857646	0.0326171162	0.059132877	0.0947300832	0.1204881926	0.0609748636	0.1485119168	0.076590111	0.1673197178	0.1239667762
