 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
a31	0.0813374498	0.0932335482	0.081416101	0.0648042676	0.0694491186	0.0724806714	0.0804596558	0.079938991	0.1068845218	0.1296370232	0.1403586672
a23	0.0308404898	0.0529313112	0.05413997984	0.05512176554	0.0673679272	0.0855010448	0.111817658	0.1221140066	0.1330537372	0.1940575552	0.093054504
a31	0.0430954266	0.0636707672	0.0644049708	0.07023034326	0.0785628698	0.085007412	0.122017936	0.0832389122	0.1169369282	0.168214774	0.1046196166
a23	0.0469431242	0.0615777162	0.0520455872	0.0667343514	0.074803992	0.0752976208	0.0979857348	0.120567654	0.1179725392	0.202405132	0.0836665252
a10	0.0502087618	0.05895576108	0.054191811252	0.06417183	0.0863419346	0.0823427564	0.1136031486	0.085472243	0.109909582	0.1657971	0.1290050588
a31	0.0503274426	0.0670595298	0.0605116504	0.0734131752	0.1462056448	0.0930567364	0.0819774083	0.0906292728	0.087801956	0.1368576356	0.1121595904
a37	0.03465560636	0.0512731112	0.04921417094	0.0658965234	0.0904021756	0.09084125	0.112755854	0.1209199656	0.121030572	0.153127116	0.1098836571
a27	0.0244343997	0.04240332766	0.04408987128	0.06829760322	0.0807457475	0.0967058868	0.1056525656	0.1112183272	0.1063115896	0.156487604	0.1636530682
a31	0.02352846564	0.040417621	0.0438626108	0.0674131976	0.0941484756	0.11395035	0.0876505696	0.11190919066	0.101230157	0.1808415782	0.1350477664
a44	0.01829142694	0.0323894028	0.03932369076	0.06293713488	0.07322972308	0.0973442486	0.1057671986	0.1296155564	0.1290413908	0.193055126	0.1190051252
a23	0.0177447753	0.02639950412	0.03130962094	0.0524445694	0.0612370402	0.0733268808	0.0893166536	0.1618724702	0.137458425	0.248425754	0.1004643106
a37	0.01881228332	0.02705039256	0.02874164796	0.047526429	0.0550539732	0.075377511	0.1010253372	0.2199286684	0.112888554	0.2062769788	0.1073182366
a38	0.0212439845	0.0292603505	0.03181126582	0.0529154916	0.0598050632	0.078579744	0.1019151128	0.1863197566	0.1142804448	0.2022064012	0.121662412
a46	0.0192494912	0.0314317178	0.0325826574	0.0573747837	0.0615150582	0.0726077904	0.10108169	0.1744862438	0.1254272906	0.1676391188	0.156604183
a31	0.024489369	0.032817839	0.0335700954	0.054410649	0.0631224184	0.0775823796	0.090715176	0.1972395436	0.120419257	0.1384086248	0.1672246312
a28	0.0398749092	0.0398070714	0.0403142818	0.0603597868	0.0595640512	0.0627717852	0.0917863682	0.1800045778	0.1233208432	0.155697999	0.1464982972
a31	0.0269732768	0.0342084008	0.03277542186	0.0553637968	0.0661132322	0.0794512276	0.0819583722	0.196441362	0.123195996	0.1598272432	0.143691611
a14	0.0424944406	0.040953015	0.038655115	0.0580982886	0.08211111432	0.0680948214	0.0721409574	0.1568019568	0.1277474168	0.176024964	0.136877923
a31	0.0355261252	0.041273579	0.0369076884	0.0507429534	0.0620592853	0.0770271882	0.0693263722	0.175865746	0.1218498288	0.189115098	0.140306106
a20	0.049763141	0.0492118818	0.0427519188	0.0587792074	0.0879170464	0.0752897582	0.0736676082	0.1524951066	0.1141456718	0.1738759284	0.122102726
a31	0.04561133994	0.0522561006	0.0454748059	0.05446185254	0.0698747168	0.0805310412	0.0718939272	0.144400568	0.1090825142	0.171128352	0.1552847632
a20	0.0555618226	0.061891494	0.0496033688	0.061111456	0.09126234	0.0878096874	0.0758420778	0.1337013072	0.102953867	0.162376468	0.117886125
a31	0.0551892576	0.0612287166	0.05258125572	0.0571573539	0.0716290637	0.0790447482	0.0730548442	0.1292726132	0.117384104	0.169889466	0.1335685858
a20	0.0707503032	0.0746905712	0.0576984606	0.0630671262	0.0858026588	0.0936072712	0.0759711162	0.1117287946	0.09641169	0.1467668766	0.1235051414
a10	0.0622234336	0.066327631	0.0578887651	0.0617455852	0.0760915932	0.0775784956	0.0724815508	0.1141288588	0.123196229	0.1648956968	0.1234421692
a31	0.06186427272	0.07091471068	0.06396780128	0.0707713656	0.0824895396	0.0912018304	0.0645629074	0.099180136	0.1116249048	0.162035122	0.1213874228
a37	0.07755798	0.0793513022	0.0644343884	0.0676774134	0.0784974556	0.0855247628	0.0868863556	0.112848412	0.0970807448	0.1250453604	0.1250958386
a38	0.0663054142	0.0690042266	0.06008655474	0.0613592952	0.073773527	0.0856748208	0.0720469004	0.102016243	0.1276652088	0.16110856	0.1209592608
</S>	0.06480872458	0.0687626878	0.06259698412	0.0621981944	0.0783171212	0.089141737	0.070566506	0.099356556	0.1117391012	0.1494079572	0.1431043982
