 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	0.1001919312	0.0829005092	0.0848609128	0.087896147	0.099049081	0.1096946262	0.1131051768	0.138260566	0.184041038
a31	0.0844401782	0.164877083	0.1204946708	0.095261886	0.1268127742	0.10471352	0.0964538334	0.125555256	0.0813908274
a20	0.1148153892	0.147640378	0.1304513952	0.0982315636	0.143432653	0.096398951	0.0945608354	0.113107536	0.0613613252
a29	0.1052930284	0.1227285574	0.16503609	0.150698208	0.1584858202	0.0877892788	0.0742547684	0.0811370658	0.0545771834
a37	0.081668249	0.1381503958	0.20539787	0.166373118	0.1137392368	0.0955408384	0.06987007	0.0749611932	0.054299034
a8	0.084278584	0.1166903196	0.167359632	0.1503355472	0.1100472634	0.0913138546	0.0709335756	0.1386917054	0.070349482
a20	0.058145415	0.0897367857	0.126855835	0.117669632	0.110203679	0.134526864	0.0989993668	0.147418517	0.1164439376
a31	0.0798177834	0.108843909	0.153070288	0.1250164866	0.1027862326	0.119018105	0.1074143432	0.1140525324	0.0899802992
a29	0.0834766426	0.137918777	0.1615720328	0.126619642	0.0801032012	0.081781262	0.101815818	0.1439011286	0.0828114938
a37	0.0572878364	0.1090553826	0.127539296	0.104245322	0.0826554932	0.0915998846	0.116509483	0.209899474	0.1012078416
a29	0.0597315944	0.1145084738	0.135616032	0.099622179	0.0769456348	0.088781197	0.116417013	0.2111391	0.0972387924
a31	0.06176786752	0.1140089104	0.138581047	0.100538105	0.0788633152	0.0877189838	0.1165490856	0.213323838	0.0886488216
a20	0.063839211	0.139042198	0.193184968	0.1268105866	0.0757764084	0.080571163	0.1002548048	0.146400388	0.074120243
a31	0.0519342103	0.1167783634	0.17183978	0.1350651	0.075223327	0.0987799092	0.105411484	0.1844069496	0.060560916
a37	0.05015575728	0.152227642	0.212031496	0.1268470146	0.0760945552	0.1005358436	0.0792031094	0.1264696826	0.0764348898
a46	0.04673901786	0.1377302136	0.194561842	0.1253699816	0.067798031	0.1251785346	0.0905366482	0.1267391932	0.0853465158
a31	0.040374856	0.1275735432	0.182477498	0.1375646108	0.0704409236	0.1425155616	0.102849965	0.119841198	0.07636186
a0	0.051364928	0.183887239	0.211978586	0.0910035824	0.0786958982	0.14469618564	0.0619740194	0.094903366	0.0814961572
a31	0.048285793	0.1389504154	0.186123346	0.0866403126	0.081898998	0.1426845036	0.0993004686	0.104488876	0.1116272636
a1	0.0577179646	0.174533008	0.21542429	0.0918676566	0.0655827834	0.13884691574	0.0604181678	0.1228078596	0.072801342
a13	0.05829235174	0.1593910266	0.17279275	0.0636725118	0.0874144836	0.1541844018	0.0921828432	0.1077363868	0.1043332376
a39	0.0429058097	0.1352908048	0.16951139	0.077805727	0.1181328324	0.1537402184	0.0940343696	0.107258658	0.1013201906
a18	0.0384767706	0.1222277076	0.203599616	0.113663465	0.100590662	0.1496819892	0.0866771518	0.0957633558	0.0893192868
a8	0.0412572111	0.1118681296	0.20963313	0.1107785632	0.0744359696	0.1502043562	0.0837969272	0.1141080536	0.1039176646
a28	0.049048305	0.1014357114	0.132977934	0.099005862	0.0942946332	0.1317919366	0.1044362502	0.157712662	0.1292967174
a31	0.0383406492	0.1110935622	0.157622294	0.1000402552	0.084479617	0.1325791306	0.0836138964	0.165511314	0.126719249
a8	0.0655292418	0.1153091866	0.1338219554	0.0744692156	0.0633355494	0.1143932154	0.096585932	0.1718420768	0.1647136208
a37	0.0568390764	0.086355707	0.1225587668	0.082074818	0.0795800736	0.137977623	0.104058448	0.165252159	0.1653033152
a31	0.052610607	0.0761717276	0.1242229888	0.105045392	0.0876496102	0.0960291282	0.1044759972	0.1673992492	0.186395286
a21	0.08142064276	0.0953528824	0.1150377771	0.0888574202	0.084806784	0.0911128256	0.1158509828	0.1898520126	0.1377086976
a31	0.062966391	0.077618144	0.0938444618	0.076271583	0.120730939	0.108371423	0.137547325	0.15760592	0.1650438012
a20	0.0869876178	0.0967546528	0.097272892	0.0900456976	0.08449185652	0.0896906472	0.117149734	0.200819394	0.1367874788
</S>	0.07210888374	0.084512267	0.0826955249	0.0804610144	0.1030501222	0.1284086982	0.136758936	0.148619085	0.1633855078
