 	le	melanzane	vogliono	girate	</S>
a20	0.237811432	0.227927122	0.187277146	0.1782566656	0.16872764
a31	0.164959534	0.1898984722	0.213751396	0.228705894	0.2026847088
a39	0.238343908	0.2175805992	0.217752024	0.2580898616	0.0682336092
a41	0.21295768	0.170122844	0.224275598	0.28018543	0.1124584412
a18	0.190582173	0.165361763	0.211731942	0.312772108	0.1195520144
a28	0.170640868	0.1589467252	0.198709976	0.257616392	0.2140860652
a13	0.142402275	0.143224336	0.174718696	0.28277462	0.2568800634
a14	0.1495324262	0.1653393616	0.1572156404	0.252966112	0.2749464108
a39	0.136047005	0.1228647632	0.1385442286	0.2965125372	0.3060314732
a31	0.1251860686	0.106259913	0.1232230604	0.317057136	0.328273846
a6	0.1126968146	0.1078936456	0.119991958	0.324925572	0.3344920092
a20	0.1239750814	0.1064532334	0.12803994	0.3816339272	0.2598978126
a31	0.12573670294	0.0985285914	0.1117193634	0.371143796	0.2928715712
a46	0.1242595884	0.0912996306	0.1048414194	0.287189474	0.392409912
a18	0.1348368846	0.108030262	0.135589102	0.352023214	0.26952053
a24	0.13358562748	0.1265889284	0.133708145	0.34145397	0.264663312
a31	0.1261896978	0.1200851326	0.1628023272	0.3119814	0.278941434
a17	0.14673317334	0.1097593537	0.126404322	0.265612045	0.351491076
a11	0.13752290312	0.1333995786	0.1834270588	0.261142104	0.284508383
a20	0.1359742244	0.1333936022	0.208185586	0.255343276	0.267103306
a24	0.1508126992	0.1514032634	0.23135325	0.265404686	0.201026106
a31	0.1392106736	0.142392344	0.233549692	0.253370452	0.231476835
a37	0.15638737806	0.1225823297	0.20132604	0.269627184	0.25007706
a31	0.15967454472	0.157400638	0.244228698	0.240570374	0.198125733
a20	0.18162668014	0.1353492954	0.156008762	0.278400994	0.248614256
a31	0.164511177	0.1635135894	0.249049898	0.213760162	0.209165176
</S>	0.196889552	0.1548595242	0.137906224	0.258937292	0.251407386
