 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.152778912	0.0988605312	0.1125784672	0.113831444	0.16515299	0.193059036	0.163738612
a31	0.1200418938	0.0968412776	0.0707283654	0.09626693	0.170806028	0.254951316	0.190364226
a0	0.187442479	0.1740205138	0.0853287806	0.0750056938	0.16493141	0.198744035	0.114527087
a20	0.181547784	0.1589456234	0.082719798	0.0964289148	0.1503862476	0.1991248088	0.1308467974
a31	0.20776808	0.1701095038	0.0938678014	0.07924961526	0.1362405899	0.156330166	0.156434206
a13	0.1991723888	0.1682201334	0.1022557792	0.0800952864	0.1555445876	0.1895424318	0.1051693936
a38	0.1131366448	0.0613869656	0.036490907	0.06039011648	0.1935385618	0.259548562	0.2755082426
a31	0.1035939304	0.0408236294	0.04141736694	0.05669239502	0.1947071898	0.248942378	0.3138231136
a20	0.1673609482	0.0777699722	0.0639376848	0.0775740782	0.1904305858	0.2095164358	0.2134102882
a31	0.089195979	0.0424787998	0.0314383864	0.0499743412	0.1914707524	0.317869914	0.2775718398
a20	0.1327774852	0.06528919552	0.050138122	0.07745968408	0.202484663	0.267601229	0.20424964
a33	0.085865668	0.0505038904	0.0337390298	0.0538439994	0.1832897872	0.333893192	0.2588644482
a31	0.099362452	0.064979894	0.0365460574	0.0556282986	0.1688366678	0.35365803	0.2209886318
a28	0.1662526326	0.0717528478	0.0488559774	0.0669834754	0.1829186076	0.2941912508	0.1690452394
a31	0.1136175604	0.068766086	0.0368495641	0.0485967622	0.1739548496	0.3002301	0.257985103
a0	0.1808412966	0.0743741156	0.0477327642	0.064429757	0.1384466892	0.2706655352	0.223509826
a31	0.1599186777	0.09333813254	0.04594111134	0.0525007292	0.144010054	0.308723822	0.195567472
a3	0.1599832864	0.1001517387	0.0719432374	0.076369213	0.13952018	0.2423871592	0.209645164
a31	0.16675700792	0.105825094	0.0595460806	0.0630173776	0.137953128	0.263714624	0.203186722
a46	0.1683028736	0.1170267822	0.085570844	0.0868297804	0.1274590608	0.215065872	0.199744813
a31	0.1730494078	0.13049141974	0.07646973394	0.0780434692	0.118020715	0.2243686812	0.1995565828
a39	0.1547690226	0.1293218564	0.0931249644	0.0928044792	0.118496879	0.211740074	0.19974271
a35	0.1598760088	0.1429515175	0.09560569132	0.0884384688	0.1359816332	0.1848574092	0.19228933
a31	0.1364982174	0.15028517694	0.1116917382	0.0971863184	0.159273034	0.166379104	0.178686414
</S>	0.15552064	0.1353256	0.09678543666	0.090708665	0.114539426	0.191286532	0.2158337
