 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
a31	0.1119894544	0.0845248828	0.0691153828	0.0851062372	0.1014246276	0.1182217128	0.1175206614	0.158552782	0.1535442612
a24	0.0868061986	0.062048446	0.0531386212	0.072975102	0.0614461162	0.1371070298	0.1154761672	0.29224402	0.1187583184
a31	0.177209639	0.127497442	0.11206931436	0.099121854	0.06405131392	0.1017609884	0.10828247	0.1387337732	0.071273227
a20	0.1126770906	0.070919751	0.0863636918	0.1776311722	0.0702335508	0.1257793178	0.11768697	0.1546123412	0.0840961052
a0	0.1084019742	0.073613049	0.0611181114	0.1123898746	0.0701173798	0.1236449112	0.1298180396	0.2082083948	0.1126882886
a13	0.1030798028	0.0993888496	0.05765680968	0.0941278226	0.0619617522	0.1132286224	0.136376855	0.2101502682	0.124029178
a31	0.1066021734	0.100901124	0.0618592002	0.11619397	0.0697437964	0.1231945402	0.1504541764	0.1767961698	0.094254845
a24	0.118173584	0.06277759912	0.08840670864	0.145887381	0.0698361334	0.114353322	0.16403604154	0.156646172	0.079883051
a31	0.098892446	0.0669306608	0.0634142642	0.1201310508	0.1079643794	0.1417212584	0.1654176414	0.1435707758	0.091957488
a37	0.1006374368	0.0737084184	0.08136980152	0.1445311616	0.063284814	0.139787976	0.2171379146	0.1008884236	0.0786540054
a31	0.0840559134	0.0534115204	0.0727022057	0.1177206974	0.0987972008	0.180494253	0.19126877	0.1197147916	0.0818346586
a20	0.0899592564	0.07813072366	0.06849194852	0.123663792	0.0666036438	0.168687274	0.2004941956	0.0919429044	0.1120262772
a31	0.0787844612	0.0578528906	0.0732403976	0.1362757472	0.0779583714	0.190426978	0.1716236116	0.1145081928	0.0993293386
a39	0.0937006298	0.0824462684	0.0687687885	0.1136195392	0.0677850538	0.1890769286	0.1689551458	0.091445345	0.1242023028
a31	0.0712263416	0.06376987	0.0584382682	0.1230725912	0.0799118604	0.2009939268	0.1491502888	0.1399872432	0.1134496054
a20	0.0998044344	0.0835398502	0.0821670494	0.1071303588	0.0642134976	0.1843736496	0.1490115034	0.1152598266	0.1144998406
a31	0.0750453798	0.073356714	0.0731817386	0.1281274432	0.068183158	0.1794774906	0.1170436754	0.1852774926	0.1003069186
a20	0.0929356466	0.0832778364	0.0778734984	0.1115125348	0.0663727524	0.1889942186	0.1365622154	0.125164664	0.11730665314
a39	0.0788842984	0.0763713882	0.07125118208	0.1226513684	0.072750354	0.1803292298	0.1176803846	0.195754166	0.0843276378
a31	0.0799124506	0.0767529188	0.062261392	0.1144563288	0.0741837754	0.2097018252	0.1146510334	0.1707586382	0.0973216654
a46	0.0971155558	0.0835545734	0.0816853052	0.1335233552	0.0755188964	0.1604042296	0.108822277	0.1419257882	0.1174500078
a31	0.0832659452	0.0816330486	0.06515739368	0.0886614973	0.0605776234	0.189282399	0.1707549432	0.1564947044	0.104172462
a18	0.1021007906	0.089005663	0.0907942552	0.1415603868	0.0842337494	0.1120616882	0.1019426424	0.1400470496	0.1382538148
a31	0.0965008598	0.0922285355	0.076410804	0.136730814	0.0792522254	0.1305262592	0.128920059	0.1369514128	0.1224790448
a8	0.1064840454	0.0929029624	0.0910647576	0.1274495806	0.090319297	0.1045618104	0.1131220046	0.1477945112	0.126301047
</S>	0.109617549	0.1042770616	0.0906869388	0.1243705902	0.0840505644	0.1108880882	0.1201235248	0.1225083316	0.1334773816
