 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
a8	0.0931077362	0.0975608956	0.0985167372	0.103597042	0.092286658	0.1029048532	0.1189804036	0.1349515236	0.15809415
a28	0.0939997028	0.0870213792	0.18569441	0.1091054626	0.0926814372	0.0887280324	0.107355678	0.13452719	0.100886706
a31	0.1225851192	0.1041234438	0.161405998	0.1142573958	0.1101943844	0.0965724798	0.0878549142	0.1177844938	0.0852217958
a8	0.1389530304	0.107013164	0.177985693	0.1115647832	0.077754904	0.105346153	0.0998973372	0.11684808	0.064636894
a31	0.1244886266	0.1001478148	0.178945276	0.1095052288	0.0962806859	0.0954734918	0.10221775	0.1140930186	0.0788481008
a28	0.1262420936	0.0843558202	0.13419584	0.1000305034	0.0824431262	0.110805931	0.1096899874	0.137103596	0.1151331066
a10	0.071133428	0.0656766732	0.1188039114	0.116192542	0.1041145532	0.1008307668	0.1064576752	0.1472546088	0.169535848
a39	0.088126104	0.080155412	0.132677046	0.120489992	0.102678262	0.102419602	0.0890689678	0.1242595048	0.1601251118
a31	0.0874968048	0.0813331004	0.133587226	0.1312812926	0.111562169	0.10359213	0.0795388706	0.134804359	0.1368040392
a20	0.0991570332	0.0831851038	0.1247481206	0.1220024414	0.086502573	0.10316533	0.0902330248	0.15126924	0.1397371348
a31	0.0691014724	0.0631591076	0.1280487488	0.1185646782	0.0981645076	0.1192262312	0.09419797446	0.1924252286	0.1171120414
a18	0.0742318988	0.058997368	0.137504613	0.1095392226	0.0871477484	0.1162191598	0.0889856492	0.185287074	0.1420872334
a41	0.062654541	0.0490672534	0.1158249686	0.1014904906	0.0911783854	0.1308953716	0.0978142508	0.239512406	0.1115623434
a7	0.05380643768	0.0451766714	0.1072770962	0.09984140046	0.0946003682	0.1198970134	0.09702096528	0.2131280956	0.1692519468
a38	0.04539717994	0.0417129316	0.103966266	0.1100207586	0.100882444	0.1075340974	0.1189471322	0.168861341	0.2026778552
a10	0.0475696281	0.04352095858	0.0981521382	0.1073493001	0.1012815408	0.0987970368	0.111330506	0.182126732	0.2098721712
a31	0.058974074	0.0537524004	0.1153230274	0.118209735	0.1075469046	0.112850944	0.1279188372	0.160963543	0.1444605402
a46	0.0679755052	0.0502469492	0.1332214892	0.0987975916	0.0786854094	0.097860289	0.089325353	0.1990425652	0.1848448572
a31	0.0370290178	0.0320342106	0.112158538	0.11163826328	0.09040328316	0.0806421404	0.1203745372	0.2268629686	0.1888569924
a24	0.064403981	0.0548127454	0.148433181	0.106663198	0.0781198352	0.0903059406	0.11012007752	0.1773108506	0.1698302072
a28	0.050153033	0.0443985448	0.1158760868	0.1004848786	0.0888467954	0.0791123526	0.1115091346	0.248696029	0.1609231558
a24	0.0409734666	0.0355737146	0.1354249452	0.1059549442	0.080418161	0.0860593352	0.1391807022	0.2343287726	0.1420859548
a15	0.0498466948	0.04070441766	0.113767104	0.10434920954	0.0846669735	0.0872452792	0.1277024438	0.2489066294	0.1428112492
a24	0.0526783592	0.0380343066	0.1174648274	0.11815718442	0.0935104512	0.083595967	0.1342643752	0.204785184	0.1575093404
a21	0.0431651435	0.0343145294	0.1228299111	0.11464269316	0.0849300928	0.0860341782	0.139694934	0.190917184	0.1834713228
a31	0.0503863524	0.0410112224	0.11739858672	0.12558050914	0.102495892	0.0891344466	0.1328036246	0.2243119972	0.1168773568
a20	0.0691444294	0.0510121614	0.1253146054	0.1040314218	0.081533311	0.0855861446	0.1099874202	0.1876956312	0.1856948528
a31	0.0481073476	0.0415666004	0.118826068	0.09520636468	0.0784587062	0.0842095192	0.1307565292	0.1864715978	0.216397291
a8	0.079265998	0.0608421772	0.118424209	0.1090821022	0.0888174462	0.0822600102	0.107441035	0.1838601328	0.1700069268
a31	0.0696587746	0.0668226058	0.086907853	0.086295828	0.0775813694	0.1114695908	0.16217547	0.1822663372	0.156822164
a20	0.0804133678	0.0745631786	0.0916234082	0.1080770102	0.095644138	0.0883751166	0.1096702992	0.1808655432	0.170767926
a31	0.0744854878	0.0760232188	0.081177929	0.088000564	0.0796960564	0.0870939946	0.138421672	0.181505624	0.193595446
a20	0.09803794	0.083540754	0.0845045418	0.1141567012	0.0992579772	0.0877754168	0.1130258998	0.16500203	0.1546987272
a31	0.087400965	0.0871166152	0.090187157	0.094526629	0.0899761072	0.0997981072	0.123658183	0.158499736	0.168836541
a8	0.1032447228	0.090498906	0.084893647	0.1141677728	0.0974456668	0.0895386426	0.116789526	0.147853636	0.15556749
a31	0.09330537	0.093406274	0.0886959612	0.095224604	0.0888126682	0.1081225904	0.1260906344	0.158101872	0.148240016
a49	0.094307392	0.0920558584	0.0918601442	0.124474299	0.0996636344	0.0950542032	0.1201200728	0.13505679	0.1474076288
