 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.108845639	0.0877245306	0.084513032	0.1111053718	0.1121934366	0.1139127392	0.114909034	0.125866618	0.1409296012
a20	0.0897946734	0.0734566774	0.0836387636	0.144280082	0.1456712936	0.100398874	0.115029174	0.1757628358	0.07196763
a31	0.1035496618	0.0765815768	0.0857102434	0.1408622628	0.126861446	0.1083980952	0.130450688	0.147444452	0.080141555
a8	0.1281242532	0.0960633646	0.099686876	0.143059068	0.1597711406	0.0767672608	0.0885972244	0.1502194968	0.0577113362
a20	0.09027307	0.066637196	0.0697112048	0.139249319	0.173907908	0.11709545	0.0986538516	0.156018326	0.0884536584
a31	0.1018697692	0.0761758524	0.0770341314	0.145669103	0.11232594	0.1331248072	0.1106749432	0.155004291	0.0881211784
a24	0.1055554794	0.0888620644	0.09003757	0.131648126	0.1197219924	0.0726912116	0.1115226778	0.1969728166	0.0829880562
a46	0.05696210646	0.04705051426	0.0515715474	0.115504089	0.1034099442	0.110633974	0.1608849032	0.251065536	0.102917335
a10	0.05112644314	0.0381730046	0.04596114786	0.117149608	0.1194389988	0.1148687492	0.169111561	0.24898842	0.0951820444
a8	0.074473908	0.0535592032	0.0578874044	0.1247141572	0.0896034366	0.0840017138	0.16966782	0.2671821426	0.0789102072
a31	0.0487143654	0.0350586142	0.035600374	0.0869107814	0.1234024092	0.098143305	0.158161963	0.31591706	0.0980911096
a46	0.0531213066	0.0381469454	0.04823185	0.1008747973	0.0786996346	0.0819023058	0.1730780318	0.294249408	0.131695736
a3	0.0434060748	0.03370886486	0.0326457338	0.09416582414	0.0753410556	0.0829964236	0.180860451	0.3343880508	0.1224875308
a18	0.0357527683	0.02965879784	0.03088818388	0.0822220682	0.0801037132	0.0812613388	0.178193	0.380905004	0.101015133
a31	0.03886544776	0.029095325	0.03713699746	0.08023146154	0.0859179832	0.076789944	0.1674867246	0.353346239	0.1311298666
a10	0.0528226666	0.0371074878	0.04670149704	0.1072948496	0.060599989	0.1056769704	0.199030725	0.2778431736	0.1129226226
a20	0.04384675354	0.0339501272	0.0402596664	0.0948779752	0.0727066086	0.0685618322	0.201973782	0.313491688	0.1303316132
a35	0.04111243186	0.0316610758	0.0432172656	0.062104876	0.0672754904	0.0709337294	0.170065865	0.3833076376	0.1303216414
a8	0.03855782828	0.02858895984	0.03199045758	0.06286633106	0.0790951814	0.0731699132	0.17959317	0.32638583	0.1797523148
a31	0.04221111596	0.0325509678	0.0342383442	0.074415569	0.079852537	0.1026023304	0.185455878	0.288245878	0.1604273928
a24	0.0464973652	0.038702665	0.0475820498	0.0881908638	0.0652850624	0.1122987334	0.1758609162	0.2776435172	0.1479388406
a8	0.04357700466	0.035895471	0.036803092	0.0792944716	0.0674441872	0.0822643266	0.1632478584	0.277510364	0.2139632252
a0	0.0483167907	0.04065430456	0.040607529	0.0800437662	0.0681987315	0.112776922	0.169781574	0.247854056	0.1917663198
a31	0.054023677566	0.04850141678	0.0465041166	0.0937589174	0.08596081294	0.1012402516	0.1617049368	0.245288624	0.1630172572
a18	0.0608222228	0.0532032506	0.0560616614	0.0751105378	0.073276944	0.0988100766	0.1394474476	0.261516323	0.18175155
a31	0.05567455158	0.0524026498	0.0533925088	0.0814647972	0.0819750978	0.1014780834	0.1482422392	0.226595742	0.198774324
a17	0.0664372756	0.062189142	0.0575492702	0.067699481	0.0823620622	0.1073237504	0.141814448	0.244041636	0.1705829332
a8	0.0674659626	0.0658826872	0.0654831988	0.0848506274	0.0717986385	0.1275029114	0.133737628	0.200155286	0.18312306
a31	0.0805792022	0.079132852	0.078790764	0.0947330998	0.0819689066	0.1045098312	0.1709292932	0.169357016	0.139999008
</S>	0.089306134	0.0897142824	0.0811865968	0.0822517788	0.0878936286	0.0917632484	0.119983836	0.1722624728	0.185638012
