 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	0.138641044	0.120401465	0.145606086	0.157730478	0.1568919886	0.133343073	0.147385866
a31	0.106767127	0.1514176378	0.158779676	0.131784489	0.1446223976	0.2038912954	0.1027373998
a6	0.140431474	0.1641220452	0.170350968	0.1210291666	0.1336906384	0.1928595688	0.0775161494
a31	0.175085631	0.164883994	0.16434744	0.158223522	0.1488796174	0.0950735	0.0935062744
a37	0.167152348	0.152814116	0.1369104192	0.12053113	0.1508768994	0.1914583312	0.0802567359
a31	0.145491472	0.1265599672	0.1078536908	0.1244056908	0.21070667	0.2003594988	0.084622998
a17	0.1266742228	0.128077083	0.1019836644	0.106502754	0.251589549	0.2084693486	0.0767034016
a31	0.10140082052	0.11562475408	0.0827579652	0.1307767968	0.198468075	0.23402431	0.1369472423
a17	0.1065029016	0.1128093292	0.0747801972	0.1119805352	0.2145792022	0.2318868788	0.1474609694
a31	0.0888881509	0.09990599986	0.0692674318	0.104470768	0.218668106	0.2368790362	0.181920513
a8	0.09555764	0.1032875104	0.0668492594	0.0805959608	0.2128791694	0.248388472	0.1924419782
a31	0.0891953984	0.0895001804	0.0720720546	0.1005940054	0.238739344	0.258255354	0.1516437142
a28	0.0966772426	0.0967072852	0.0882411164	0.0953791538	0.2159264608	0.251307766	0.1557609592
a0	0.0862896743	0.0820428252	0.0640023202	0.07436195	0.196926624	0.2891149746	0.2072616036
a41	0.09137300314	0.0923490596	0.0801523748	0.0813900618	0.185167955	0.263853998	0.205713517
a39	0.0904778202	0.0941249364	0.1105818476	0.087590608	0.1877396292	0.272941494	0.1565436686
a31	0.0825543636	0.0839064286	0.092565646	0.0869289104	0.1868107102	0.3418127708	0.125421149
a39	0.1006263248	0.090547865	0.1433423858	0.102440771	0.18768968	0.1930516088	0.182301378
a31	0.10361296604	0.1080422632	0.1170639916	0.0893383274	0.1379217868	0.212085752	0.2319349366
a18	0.1164708362	0.1010412254	0.2027281482	0.101116284	0.148747424	0.163427703	0.1664684112
a31	0.1218264002	0.121749856	0.1810383306	0.085705513	0.113121116	0.1586050352	0.2179537512
a18	0.1281334106	0.1241199688	0.155976842	0.1120163708	0.1585902388	0.128591627	0.1925715452
a31	0.1294546162	0.133066451	0.17157811	0.1013208072	0.1183019296	0.140135032	0.206143031
a39	0.131175375	0.1354038792	0.12991428	0.117610804	0.165893292	0.1208266012	0.199175797
a41	0.1283916236	0.13425432	0.1560079654	0.112196808	0.1207869294	0.143190858	0.2051715022
a8	0.1148385238	0.131837699	0.1431103374	0.1209693394	0.1252370008	0.15889941	0.205107698
a31	0.1121147687	0.1165581596	0.1292300458	0.120164989	0.136994223	0.23087226	0.154065568
a46	0.1184205324	0.124464794	0.1222557656	0.119612304	0.15052886	0.1086464408	0.256071318
a8	0.11216320194	0.111554407	0.1511244198	0.123017532	0.1188489098	0.174473122	0.2088183908
</S>	0.11164991494	0.1174815536	0.1268084102	0.1191824982	0.125911958	0.231568918	0.1673967408
