 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
a46	0.0606818916	0.054755037	0.0389168257	0.0398832575	0.0389916712	0.0340363606	0.0457026262	0.0449345658	0.0512588996	0.0498003216	0.0348042104	0.08167634072	0.070669658	0.0583453594	0.049128815	0.0356561904	0.046959434	0.0473243676	0.0555792232	0.060894931
a31	0.0740087004	0.04681562962	0.0845728474	0.0498382702	0.0479934782	0.0701012052	0.0397698868	0.0358986396	0.0536093454	0.0472022008	0.040509675	0.050592214	0.0466624384	0.0418269774	0.0360938066	0.0331297086	0.0483114844	0.0425333134	0.069890708	0.04063946
a20	0.063481361	0.06659713522	0.0506806254	0.0503494036	0.0446200674	0.05923987744	0.0363717712	0.0289004524	0.043564868	0.038019619	0.0307927706	0.0472403694	0.0396336894	0.0495561062	0.0401616554	0.0349462926	0.0703583546	0.0621401358	0.0967263332	0.0466190885
a11	0.1036160414	0.07486216734	0.0878033176	0.0414085236	0.0485733208	0.03512368474	0.0422587288	0.03411918706	0.047102772	0.0418739948	0.0373185594	0.0500443535	0.0505523384	0.0495092116	0.0404811562	0.02565713592	0.04399040966	0.0344592824	0.0714025042	0.0398433194
a29	0.082587481	0.03420282118	0.05638537	0.05276626	0.0604321054	0.0352936808	0.0382434602	0.0277008578	0.04522393146	0.039641852	0.0352889964	0.05165330158	0.0478775798	0.0762368412	0.0432156434	0.025710341	0.04177485946	0.0358518108	0.1010727552	0.0688400472
a31	0.0888136848	0.03151478638	0.0491961824	0.0562133474	0.0555830118	0.04495769234	0.0422790912	0.0296880984	0.0442997668	0.0390995148	0.0362329868	0.0520270594	0.0479830016	0.0788120004	0.0493702014	0.0260819728	0.0421970484	0.0388516798	0.0900296294	0.0567692484
a0	0.100106194	0.05395929754	0.04454459648	0.0378827996	0.050896304	0.0455372782	0.0416879072	0.02624507708	0.056307499	0.0427376736	0.03583436704	0.0575549208	0.0464931472	0.0557187248	0.0487534156	0.03216500914	0.0587886982	0.0538642682	0.0758983862	0.0350244704
a39	0.038663144	0.0363340681	0.0295064022	0.0531970104	0.0488571152	0.0233237182	0.0336131876	0.0294701756	0.0450952418	0.0433665152	0.0407994388	0.0553788588	0.063654826	0.0653478684	0.0595927428	0.0324487192	0.0574010198	0.0487609572	0.1050482102	0.0901408054
a31	0.04904581312	0.03638767672	0.02919804452	0.046981259	0.052834941	0.0285137702	0.0369813264	0.0304993468	0.04785587	0.0398148088	0.0374084832	0.0559587042	0.0555397706	0.0645553426	0.0497499204	0.0290968106	0.0590273496	0.0487814955	0.1225289286	0.0792403454
a37	0.0665780474	0.04345374046	0.02693535922	0.0453248068	0.0402859634	0.0272242678	0.033821756	0.02969601488	0.0568277272	0.046487621	0.0407527556	0.0622792134	0.0487663194	0.0589406046	0.049606524	0.0344525962	0.0638834472	0.0535897022	0.1078170188	0.0632765014
a31	0.0448230095	0.03052027766	0.02611486104	0.0543955934	0.0418930974	0.01964500086	0.0305290938	0.0283942108	0.0511259192	0.0440414564	0.0368723163	0.057037787	0.0501657624	0.0660382198	0.056879784	0.041172789	0.0781526136	0.0561349448	0.1074914972	0.0785717542
a20	0.05452864508	0.0354736034	0.02330451242	0.0511308226	0.0395023596	0.01668063088	0.0242396586	0.0227495784	0.049964895	0.0440434892	0.0412895496	0.0637764532	0.050740127	0.0598549514	0.0502843202	0.0374607528	0.0791403004	0.0617439078	0.1211665172	0.0729249396
a17	0.04057540004	0.02614469738	0.02285101334	0.0543510398	0.035410393	0.01852122606	0.0290441384	0.02722981294	0.0503426712	0.044258912	0.0339007224	0.0576950482	0.0456651008	0.0623305864	0.0527334192	0.040997627	0.08464209	0.0612170746	0.143611499	0.0684775258
