 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
a31	0.0723752586	0.0641376188	0.0595667818	0.0543343742	0.0672341042	0.0641570296	0.0775514608	0.0772740676	0.058941484	0.0663794424	0.0622374068	0.0715130688	0.0880938224	0.116204088
a23	0.03762718646	0.0833619742	0.0506286022	0.0577434314	0.070576393	0.0529721496	0.0761891956	0.0532805206	0.066379967	0.076507466	0.098369524	0.0886675328	0.118303522	0.0693925504
a31	0.0747271164	0.1079086504	0.078949454	0.0623937906	0.0909086702	0.0731304892	0.0923553416	0.0438297252	0.0541942654	0.062446228	0.0673546526	0.056886	0.0850876306	0.0498280256
a7	0.0405197402	0.1121774158	0.0677306034	0.0403669666	0.0818130906	0.0561433438	0.0872787576	0.0509012324	0.0676507838	0.0987074548	0.1072187304	0.0600130108	0.0892181012	0.040260789
a10	0.0355471082	0.0700268536	0.0512587728	0.0537948316	0.0857034988	0.0611614596	0.0902311904	0.0552358312	0.0864881926	0.1098223948	0.104330966	0.0497852978	0.0858218092	0.0607917768
a38	0.03842969	0.0635256278	0.0458554006	0.0508414146	0.093861092	0.0606746776	0.0967427148	0.0608584392	0.0914355882	0.0933212148	0.092415888	0.0509196062	0.1048974514	0.0562211948
a10	0.0383055162	0.0680319588	0.0501021966	0.0466212474	0.09616377	0.068028806	0.09611283	0.0638554666	0.0855724114	0.0941971608	0.0908611854	0.0511812166	0.098290572	0.0526756278
a11	0.0369037166	0.0641418248	0.0433296392	0.0517312206	0.0939287128	0.0641601526	0.0985463988	0.0659175616	0.0925335958	0.082573617	0.0801486154	0.0510583528	0.1217730784	0.0532535212
a31	0.0418417398	0.0729958812	0.0484130066	0.0552419034	0.103422815	0.0698503682	0.091982507	0.067778684	0.0906258246	0.0808731734	0.0642461458	0.0470415694	0.1053047252	0.06038167
a13	0.0182520388	0.0645532114	0.0418700554	0.0336904856	0.087430795	0.053289804	0.0864150244	0.0581083274	0.0857156488	0.1023856902	0.115984374	0.0667502644	0.1067637772	0.0787905094
