 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.1164043142	0.10237714	0.1243069528	0.119061912	0.14989587	0.229571236	0.158382576
a35	0.0960651864	0.081750131	0.130581045	0.118826898	0.165229653	0.27453799	0.1330091266
a20	0.1030250208	0.1203492564	0.130064982	0.0935153896	0.169928322	0.2474288232	0.135688218
a31	0.124771459	0.1015428208	0.112055786	0.0676785682	0.1628529332	0.2707752768	0.1603231478
a20	0.116723036	0.1206034124	0.112557476	0.053901898	0.1431874954	0.3095378556	0.143488787
a31	0.1242385546	0.0777887478	0.0869320372	0.0633156676	0.139622477	0.332399514	0.1757030364
a20	0.1081318746	0.08901258712	0.0857521548	0.0532754644	0.1511062082	0.284093032	0.2286287264
a13	0.1000474086	0.0611655464	0.080069888	0.0638611162	0.1326754332	0.303467732	0.2587128644
a24	0.0863906784	0.0558413158	0.058638594	0.04728003766	0.11674322946	0.36475584	0.270350307
a46	0.0827912688	0.0582556686	0.055930349	0.04931207172	0.120453731	0.3494817532	0.2837751714
</S>	0.0951247314	0.0960289992	0.0652032136	0.0504793164	0.1118705354	0.29646856	0.28482465
