 	sta	e	dorme	nel	letto	</S>
a33	0.1045573028	0.1389278592	0.226984938	0.1620251728	0.1733715732	0.194133142
a31	0.1238597932	0.223689474	0.32932539	0.1305481228	0.1243922676	0.068184941
a37	0.176715684	0.234905956	0.36898908	0.1275878292	0.0597309986	0.0320704272
a31	0.217918084	0.298230142	0.2574718988	0.12556396414	0.068216943	0.0325989366
a13	0.255939212	0.310070528	0.225160232	0.1208197668	0.0574634768	0.03054679052
a20	0.169501145	0.1793769898	0.302752602	0.2155727716	0.0825491802	0.05024731916
a24	0.11519107312	0.1533596146	0.372112546	0.1574188554	0.0625282224	0.13938969826
a28	0.11840915244	0.16795250546	0.433238734	0.1481854038	0.0526569886	0.0795572464
a31	0.0985470618	0.1191081502	0.4438657092	0.1379095202	0.0551725664	0.1453970344
a35	0.1681818938	0.1472791324	0.459950122	0.1228068358	0.0484538554	0.05332815812
a18	0.12561766	0.109029956	0.444975524	0.1181630173	0.0676556418	0.1345582216
a31	0.1097389648	0.1160490764	0.379620465	0.138903268	0.0841312898	0.171556908
a13	0.1131605662	0.1352803596	0.430576392	0.132086909	0.0819908384	0.1069048974
a39	0.110062707	0.1046287888	0.2935533812	0.1605035455	0.177552544	0.1536990356
a31	0.128013021	0.1012741908	0.226193638	0.173224623	0.217388902	0.1539056028
a21	0.141364324	0.1335021088	0.1844532452	0.1465170826	0.1540078012	0.24015543
a31	0.1143557234	0.113087809	0.1743516736	0.1514685068	0.236492944	0.210243338
</S>	0.1501719496	0.1297942768	0.1338804138	0.1209528554	0.173560848	0.2916396512
