 	avete	cucinato	le	verdure	</S>
a20	0.268640092	0.167403378	0.253835844	0.137739407	0.172381296
a31	0.2806650608	0.1512185382	0.234197848	0.191323107	0.1425954626
a37	0.417713376	0.1567740502	0.252858511	0.1063018768	0.0663522018
a10	0.326332242	0.1220663112	0.249014338	0.194669247	0.1079178878
a20	0.244668826	0.114325051	0.273813306	0.2121425154	0.1550503056
a28	0.2259262776	0.0976916012	0.286568988	0.238483198	0.1513299366
a20	0.2131795	0.118204764	0.2739289292	0.197003604	0.1976832088
a33	0.1815466728	0.136774683	0.233306058	0.195748792	0.252623804
a8	0.2012917362	0.175654155	0.16375242	0.15510256	0.304199122
</S>	0.1625980426	0.1664598992	0.17532443	0.17595138	0.319666264
