 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
a31	0.0403947724	0.0599743008	0.0667815576	0.068329325	0.0563791804	0.046755712	0.0585409946	0.063232449	0.093468669	0.0732742824	0.0633520572	0.0648454298	0.0703326474	0.0737258802	0.1006127448
a46	0.0392182352	0.0323735989	0.038250673	0.0381719588	0.0403883709	0.046513179	0.085280132	0.1039370372	0.0766878445	0.078966145	0.0911592876	0.0824249668	0.0939602508	0.0850546766	0.0676136483
a31	0.064843581	0.033872116	0.0357373214	0.048401059	0.0463408726	0.0595184058	0.095107014	0.116437362	0.0911349354	0.0846165958	0.0730436566	0.055605779	0.073650422	0.0696769196	0.0520139712
a46	0.0456313122	0.0310296976	0.0342760532	0.0389295006	0.0315783346	0.0430427798	0.0822464658	0.122846842	0.09471109666	0.0904611064	0.1078227682	0.0658814796	0.08243361	0.0680123722	0.0610965958
a8	0.031352235	0.03098606948	0.03428569	0.0434952834	0.0499087868	0.0494679332	0.0789505322	0.1055298342	0.0837257354	0.0763289038	0.07625745	0.0604531858	0.0789005508	0.0814111796	0.1189466432
a31	0.027835144	0.02904357072	0.0311315232	0.0349184198	0.0361883155	0.0353180062	0.079540734	0.0918389796	0.092877069	0.0810468656	0.0983087426	0.071400836	0.07353618048	0.1091586334	0.1078569574
a28	0.0490853278	0.0296911262	0.0309134676	0.03090237974	0.0239262588	0.0368631482	0.0762248414	0.1241303772	0.090758039	0.0939885594	0.101024235	0.0944076044	0.084566207	0.0783025442	0.0552158748
a8	0.0432479584	0.0337231538	0.0343187172	0.03462855612	0.0229494496	0.02637976316	0.0599954992	0.136771636	0.1095773602	0.0724805326	0.0620435532	0.0578187348	0.0823481582	0.0919078212	0.1318091122
a31	0.0266493556	0.03015795092	0.0304325093	0.03175329108	0.02009063848	0.02560121312	0.06875985994	0.1062608926	0.0878316094	0.0734599474	0.060861448	0.05487068752	0.0974987688	0.1498037446	0.1359680802
a11	0.0447132736	0.0373900568	0.0343051542	0.0286495074	0.02204666892	0.03103594538	0.0744400498	0.1251621712	0.07477687224	0.0875653298	0.0762169732	0.0688755462	0.1001890248	0.101007134	0.0936262943
a31	0.04164053006	0.0383539852	0.0409790818	0.03590275568	0.02257813334	0.0264650075	0.0648888086	0.122201567	0.0921600892	0.080106229	0.0668534668	0.0588962604	0.0787791756	0.1001253414	0.130069598
a11	0.04083563972	0.0396035978	0.0367891774	0.0271313384	0.0220162578	0.0306100952	0.0731842358	0.1172640558	0.06828428404	0.092130722	0.0784576362	0.0702798082	0.0759910562	0.1010681556	0.1263539652
a39	0.0360162087	0.0360939888	0.045119908	0.0372204523	0.0244950412	0.0285711734	0.0676025806	0.10952691	0.0838505814	0.0813767256	0.07990112	0.0646984322	0.072761879	0.0946962602	0.1380687372
a31	0.0345816517	0.0328381842	0.0393097092	0.0364648918	0.02384094506	0.03176231394	0.0726467558	0.128564586	0.0867859474	0.0836606268	0.074349509	0.0572974628	0.0723904872	0.1096951382	0.1158117738
a8	0.03943154616	0.0356185876	0.035774745	0.026122452	0.0237572045	0.03440730812	0.0809818156	0.118511984	0.06256818618	0.0954942072	0.0824584656	0.0740113196	0.078780788	0.1005762916	0.1115050694
a46	0.02044578838	0.02815087954	0.03251505	0.0286881042	0.0208875227	0.0261895332	0.0769223348	0.1127520084	0.0509366744	0.08045862	0.0790481032	0.0680276226	0.0808839108	0.1258930276	0.1682008166
a35	0.02647404926	0.02842234606	0.0305429268	0.0276810125	0.01836546888	0.0265428656	0.0928780748	0.1228529552	0.0535621071	0.08963655	0.077200302	0.0594098554	0.0897564156	0.1279372212	0.1287378454
a31	0.02355802368	0.03001072188	0.03310612214	0.0305136492	0.0177825636	0.0284014558	0.08691552228	0.116745452	0.0470834144	0.093310116	0.0868087492	0.0622455846	0.088691191	0.1183275254	0.1364999486
a24	0.01852132592	0.0249664376	0.03139234972	0.0251422948	0.023289138	0.0282560952	0.06564767594	0.1020545384	0.04893021924	0.0843001938	0.088325907	0.0840646896	0.087996223	0.1552960574	0.1318168732
a31	0.02513701372	0.03054605146	0.03485909534	0.0336579942	0.022831014	0.0276309162	0.0632263936	0.1061486092	0.0454243454	0.084596697	0.091154976	0.0641865582	0.0798786004	0.1586446342	0.132077103
a28	0.02199763342	0.03034739792	0.0368657738	0.0256015054	0.0236859598	0.0279717023	0.0685710901	0.097839895	0.0438545012	0.084459144	0.0907240002	0.0807541246	0.087061275	0.1456093702	0.134656608
a18	0.02370622226	0.028757106	0.034786269	0.0285091101	0.0193053345	0.02518221066	0.06754977974	0.113237514	0.0450751074	0.0982419632	0.102676376	0.0751681916	0.088197635	0.1329466662	0.1166605156
a31	0.02626839762	0.03024741586	0.0320800729	0.0302278673	0.0181307317	0.02840418348	0.075048848	0.1064339384	0.0390690126	0.0903629172	0.102188914	0.0788800608	0.1152673808	0.132650527	0.094739728
a3	0.0202445127	0.0276206839	0.04393284668	0.028792214	0.029442722	0.02781203906	0.0716196188	0.110428194	0.03874761836	0.0851642192	0.0976022738	0.0848324624	0.0858771538	0.1320981688	0.115785274
a31	0.0270683528	0.0286032221	0.0327672802	0.02703274036	0.0182430436	0.02679865028	0.0781783942	0.1129804928	0.0404761008	0.0998647954	0.100744177	0.0704233014	0.101401365	0.1412821026	0.0941359568
a17	0.02298939574	0.02691817548	0.0436148876	0.0288069411	0.03066455422	0.0300698512	0.0747656916	0.1171691528	0.0374965442	0.080515457	0.0865114968	0.0793918546	0.0912239568	0.119164175	0.130697893
a28	0.02600181456	0.0287029659	0.0387669114	0.0289870463	0.0260564178	0.03103972428	0.081961976	0.1158544828	0.04188386674	0.1056552122	0.0985958962	0.0679331722	0.0943091274	0.1284759678	0.0857754244
a21	0.02315543484	0.0284991929	0.03237457914	0.02737980084	0.01738816216	0.02912728004	0.0808560946	0.116200446	0.0298718888	0.0825781876	0.0859240746	0.087047078	0.128354779	0.1205362722	0.1107067256
a28	0.0192387442	0.02836315094	0.0365100155	0.0356599006	0.02435732094	0.04185763552	0.08215534494	0.1085048208	0.0392006544	0.086387225	0.1101076952	0.081011582	0.1157075734	0.1052230142	0.0857153232
a31	0.0149897443	0.02588733326	0.0362000618	0.0373821486	0.02828332612	0.04524884322	0.09519531374	0.11604714	0.0412099078	0.101243396	0.102375386	0.065221943	0.0908943686	0.1094904286	0.090330648
a17	0.02031904454	0.02494929584	0.0412750296	0.0265268642	0.0245008679	0.0212251074	0.0653927027	0.1184702952	0.0392237408	0.0817837818	0.0915806468	0.0674460834	0.0868324798	0.159130791	0.131343257
a20	0.01563899036	0.0250412188	0.0305261416	0.02704735626	0.01988885008	0.03296177374	0.0915251596	0.1226546684	0.0271374428	0.089711459	0.1015215884	0.0757923966	0.1191363896	0.122466988	0.0989495908
a10	0.0151139779	0.02469644416	0.0343090532	0.0343161765	0.0245072283	0.04050151768	0.090733447	0.135971815	0.0404315305	0.095089054	0.117489446	0.071170246	0.1132642088	0.082716596	0.0796892292
a37	0.01735308378	0.0271212331	0.040928827	0.034274339	0.026170275	0.04085026544	0.0993484108	0.143984536	0.0926666962	0.1228492052	0.1001329816	0.0535716512	0.0910555912	0.0695335088	0.0401594226
a43	0.01678288212	0.0254779868	0.0381837046	0.0343589375	0.03065762386	0.04192537986	0.0904731239	0.1601397448	0.0525147576	0.1147006092	0.088512851	0.05475155	0.0924983326	0.0818191683	0.0772033236
a37	0.01736155128	0.028761399	0.0352801663	0.0386004958	0.02533263552	0.0407103364	0.09273068954	0.1015305522	0.0860098976	0.0894111642	0.0571495952	0.0472349322	0.0866898666	0.1227675554	0.1304291628
a8	0.0152456638	0.02730248564	0.041370078	0.0400412882	0.034390962	0.04664922472	0.0863595286	0.1181143646	0.0488668198	0.0940553168	0.0896665492	0.0640457284	0.0917067812	0.0898317688	0.1123534306
a31	0.01253707972	0.0213143104	0.0289408938	0.0280684262	0.02627328968	0.0369708788	0.0977763508	0.1137498092	0.0726264727	0.0865152552	0.065278841	0.0566884588	0.0920094136	0.1356985664	0.1255519598
a10	0.02119007434	0.02259822928	0.0337493016	0.02943499	0.033213386	0.0323810384	0.0656955254	0.164306332	0.0437202582	0.0821502186	0.098763874	0.0886494998	0.1378583766	0.0789972228	0.067291674
a31	0.01427446888	0.01951983986	0.0293068164	0.0278606362	0.0269516958	0.03770994846	0.1046884656	0.1907920854	0.0588099561	0.10969886	0.0884127874	0.0726370912	0.1054907464	0.0596066022	0.0542399752
a46	0.02807073464	0.02256487804	0.027774984	0.0235231516	0.02348025706	0.03060453548	0.056570573	0.1579261116	0.0465775204	0.0777067262	0.0783409878	0.061333134	0.1105637224	0.126074486	0.1288882268
a8	0.02050412254	0.0223766292	0.0275708666	0.023746874	0.0280971179	0.04143371906	0.0765345766	0.1506797424	0.02816152	0.0678741646	0.0657653912	0.070717557	0.129625793	0.123043867	0.1238680524
a31	0.02006595214	0.0273215589	0.0359845508	0.0348635094	0.041088357	0.0497247434	0.0809101794	0.1655401994	0.0426536286	0.069305708	0.092186499	0.0902133288	0.120265418	0.0653174078	0.064558926
a8	0.032092541	0.0300757772	0.0329425772	0.0359353118	0.0372865688	0.0462081914	0.054394583	0.1722682766	0.0417770916	0.0674930962	0.0707409692	0.0603711936	0.1075960312	0.117701909	0.0931158672
a31	0.0247173962	0.0296976054	0.0389834962	0.0289646304	0.0364393888	0.051119217	0.0701475674	0.1542129912	0.042424066	0.0777868128	0.0871512684	0.0794880154	0.1106723736	0.0874714674	0.0807237156
a8	0.0366564202	0.0344784556	0.0359445552	0.0395325004	0.0406811996	0.0559234724	0.0592243076	0.16962738	0.0426107023	0.0650648422	0.0639593712	0.0624727258	0.106444	0.1092677858	0.07811228
a31	0.0290184656	0.03272815648	0.0398565702	0.0322244594	0.0409733068	0.0542484448	0.065292803	0.1449061752	0.0506988184	0.076953172	0.0856330544	0.075742265	0.101509401	0.0850746274	0.0851402546
a18	0.0380848698	0.0374096427	0.0382880328	0.0416734866	0.0427514729	0.0577472734	0.0588177972	0.161912221	0.0433137322	0.0627222562	0.060171302	0.0610188802	0.099283573	0.11599049	0.0808149602
a17	0.02914641928	0.02955696986	0.034428865	0.0297136366	0.0367623924	0.0427187898	0.0597477966	0.1153120632	0.0430634984	0.0852216018	0.0765094816	0.0765641748	0.11719814	0.1216087152	0.102447481
a31	0.0291797198	0.032736297	0.0414191226	0.0401902214	0.0504640454	0.052783154	0.0667718818	0.1251946446	0.0461659996	0.0788975432	0.084035515	0.0747759006	0.103846054	0.0839143296	0.0896255926
a13	0.0390753746	0.0384976931	0.0388908702	0.0433453756	0.0455769048	0.0569870132	0.0558318068	0.1530521824	0.0444946392	0.0633899556	0.0614224312	0.062187856	0.0973223748	0.1213626098	0.0785629292
a3	0.03080957026	0.0310594484	0.0370550092	0.03489197	0.0444397574	0.0497479324	0.059571618	0.1103934772	0.0412113039	0.0771467018	0.0723826602	0.079979392	0.112692517	0.1111864938	0.1074321406
a31	0.0260468028	0.032560466	0.0516970044	0.0514748546	0.0684423734	0.04989838532	0.0749199028	0.123378066	0.0419505746	0.0682692886	0.0810147878	0.0807499316	0.1019740608	0.0830359992	0.0645874786
a46	0.0403184262	0.038944001	0.0398782484	0.0439521518	0.045032482	0.0543669058	0.0525564974	0.1405851904	0.045095502	0.0633635702	0.0612053346	0.0573937374	0.093375468	0.1349214094	0.089011113
a18	0.0357861992	0.0369870806	0.043077908	0.0415877338	0.0542867806	0.0596974866	0.0548626368	0.1237909972	0.0507050016	0.0696796248	0.0702385998	0.0749681866	0.0919823012	0.093009241	0.0993402286
a31	0.0335669962	0.03891768154	0.0556263156	0.0515860956	0.0778794468	0.0573451636	0.0648267216	0.1201651732	0.0430766424	0.0586527524	0.0696963808	0.0802266466	0.0879190838	0.0806243152	0.079890592
a20	0.0439486936	0.04383542208	0.0431711314	0.0513290248	0.052471062	0.0601930286	0.049909404	0.104586202	0.0499143558	0.057075613	0.057773167	0.0580953076	0.0844725122	0.1464822302	0.096742852
a31	0.0363041116	0.0360487614	0.0466964276	0.0446247314	0.0667516404	0.0564067852	0.0504002626	0.1054538066	0.047137967	0.0589495758	0.0733889674	0.079739885	0.102241552	0.09872462	0.0971308954
a17	0.0518581368	0.0489651216	0.0470543066	0.054115174	0.05701248	0.0680472526	0.0530306312	0.0910917598	0.0558635273	0.0572134372	0.0562962586	0.0551954506	0.0800683764	0.136793052	0.0873950574
a20	0.0434128928	0.047018007	0.0531192216	0.0527393882	0.0596807706	0.0619292134	0.0493669782	0.084492802	0.0539471978	0.0608242422	0.0593459584	0.0740692558	0.0891794914	0.1044031948	0.1064713542
a8	0.0360541632	0.04209509796	0.0549176622	0.0514552256	0.0754633622	0.058215997	0.058348158	0.106199219	0.0498278112	0.0589919376	0.0739120442	0.0788974864	0.084112674	0.0944835916	0.0770255732
a20	0.036623769	0.0435690162	0.0620409128	0.0537203702	0.0680357322	0.057527835	0.0591430672	0.108460828	0.0523641314	0.067207983	0.0678010506	0.069462963	0.0800939088	0.1007513056	0.0731971364
a31	0.03660599852	0.0416111782	0.0505783136	0.0517434728	0.072386431	0.0618832118	0.06709064	0.110282368	0.0484712862	0.0672265484	0.0745265954	0.076538445	0.0839094904	0.087099904	0.0700461028
a8	0.047367744	0.0468855358	0.0460521628	0.0523392518	0.0538114712	0.0602243056	0.0558647178	0.0861270852	0.0553647764	0.0590280162	0.0581802084	0.064186982	0.0798112806	0.1119325058	0.1228239482
a31	0.0437892502	0.0476919556	0.0638558868	0.0646043442	0.0732548878	0.062224837	0.0535599842	0.0799020034	0.056228896	0.0613760612	0.0588958412	0.0673086506	0.0754375948	0.097516476	0.0943533492
a35	0.0479829704	0.0491397344	0.047593217	0.0561291902	0.0580339396	0.0643658812	0.0564328316	0.0723688976	0.0559489956	0.0564546458	0.054675639	0.0535399192	0.0780115118	0.131017419	0.118305178
a31	0.0476205192	0.0494310156	0.064665339	0.067605755	0.0697840718	0.0633108114	0.0493246058	0.0651167946	0.0566819746	0.0592436236	0.0583464204	0.0704002312	0.080367406	0.0984078654	0.0996935326
</S>	0.0503026154	0.0505689084	0.0483181784	0.0576000186	0.0600397202	0.067223467	0.057101186	0.0686388128	0.0574844331	0.0556419522	0.0531407459	0.0507306766	0.0769524718	0.1390273866	0.1072294356
