 	guardando	le	nuvole	capisco	che	piove	</S>
a8	0.133328926	0.113781308	0.135766624	0.146537862	0.137424308	0.1697815692	0.16337941
a23	0.0954617488	0.09743698	0.115470885	0.1468093952	0.169517366	0.2674886428	0.107814968
a31	0.099692487	0.1084871766	0.1219960452	0.1604979548	0.18374604	0.209868962	0.1157113412
a17	0.168078295	0.142963937	0.146797453	0.1145805772	0.111149957	0.221466344	0.0949634532
a31	0.147484909	0.153231288	0.166111536	0.1392377828	0.1099766806	0.1912766872	0.0926811052
a10	0.1457310996	0.1261458908	0.1102784048	0.131945882	0.104318932	0.2845885384	0.0969912248
a20	0.1195599376	0.102719331	0.1173947226	0.11940378	0.107322738	0.2820041494	0.1515953328
a8	0.1318157706	0.0937404774	0.0939838848	0.1080660152	0.082215196	0.3568825268	0.133296119
a17	0.1248431779	0.07996140954	0.0817012914	0.11745757	0.083710518	0.33459938	0.177726646
a13	0.1123951151	0.0946031862	0.093499539	0.1530528532	0.086423581	0.331245828	0.1287798808
a20	0.1202471568	0.0995719278	0.1042163692	0.1035740742	0.082118752	0.326074796	0.164196926
a31	0.1373670864	0.0946018582	0.0936378432	0.081249513	0.0669549764	0.2951955994	0.2309931196
a37	0.1473315216	0.0754038502	0.0754908676	0.089838652	0.0745581312	0.346321621	0.1910553602
a31	0.1528371972	0.0771793076	0.0799250254	0.0794369058	0.0693469634	0.336019672	0.2052549494
a0	0.1685537784	0.0689032586	0.0589440134	0.1170099132	0.0913136294	0.3465376972	0.1487377128
a31	0.1833076316	0.084712116	0.080668663	0.0992642172	0.0719493	0.318222972	0.1618751048
a10	0.1633073442	0.085493651	0.0677694194	0.1060778712	0.0709960214	0.34576666	0.160589017
a39	0.1594194791	0.096629806	0.0873589556	0.1284431904	0.0678911852	0.331570552	0.1286868332
a46	0.142732883	0.0938809214	0.0896565762	0.1253410086	0.062864751	0.3362829464	0.149240931
a8	0.1101295111	0.0904750586	0.0847975384	0.107866561	0.088501638	0.343452654	0.174777052
a20	0.11876270872	0.0946245698	0.090291435	0.120985593	0.1344642352	0.295863552	0.145007928
a8	0.1233566692	0.093738241	0.0879653716	0.1071094196	0.1082649968	0.288858572	0.190706736
a46	0.1247244875	0.1026729836	0.0985253004	0.1463957348	0.1473824112	0.2559746836	0.1243243924
a8	0.11703004886	0.098755537	0.096450967	0.1323567608	0.139519525	0.258776734	0.157110454
a31	0.1383970552	0.1101289546	0.1059283988	0.14989234	0.135222399	0.1958172428	0.164613582
a20	0.125810635	0.10044669728	0.0919488374	0.1141831474	0.1209421272	0.219854926	0.22681363
a31	0.13606893644	0.09273064066	0.10734716528	0.142692722	0.1190411928	0.208834252	0.19328509
a28	0.1421934606	0.1019849666	0.10326036	0.1372336792	0.113188248	0.190351718	0.211787536
a46	0.1104899836	0.0943400922	0.108759361	0.1499026714	0.14310001	0.19897547	0.1944324118
a23	0.1198162827	0.1022676166	0.1075252076	0.1484424514	0.173461852	0.202484256	0.146002354
a39	0.1353921075	0.1001568852	0.0995038344	0.146577608	0.174721442	0.211487306	0.1321608248
a31	0.1328159666	0.1047394234	0.100490685	0.1368505186	0.145461278	0.2206450792	0.1589970598
</S>	0.1480147578	0.1100622286	0.0997432022	0.1155796096	0.112635479	0.183060861	0.230903874
