 	perché	aveva	lavorato	molto	</S>
a46	0.221962322	0.237830042	0.1204683262	0.231134362	0.188604908
a31	0.264604838	0.166210166	0.0921834036	0.282350742	0.1946508582
a17	0.335338532	0.1867332472	0.077602047	0.266910634	0.1334155352
a31	0.374449146	0.278141108	0.0561972174	0.165540368	0.1256721722
a37	0.378899686	0.292701664	0.0590016032	0.1352293788	0.1341676416
a31	0.335551724	0.23627347	0.0815249014	0.124149734	0.2225002066
a18	0.334257312	0.24990538	0.0805634752	0.135273053	0.2000007664
a10	0.295429898	0.199193004	0.050112815	0.1369507786	0.3183135138
a31	0.3510900652	0.1867522	0.062717153	0.1660710662	0.2333695358
a46	0.407021138	0.1805619148	0.08058396274	0.141084572	0.1907484192
a20	0.3405694904	0.1599878378	0.05525486086	0.1699621408	0.2742256812
a11	0.408331287	0.1344893472	0.0491299758	0.134214452	0.273834916
a18	0.384118276	0.16723417	0.05872373432	0.12523246	0.2646913452
a31	0.3937209588	0.17746201	0.0738191526	0.116598827	0.23839908
a0	0.4571228772	0.1587794374	0.0991934716	0.1106094254	0.1742947788
a31	0.334026312	0.1568470744	0.109179649	0.165458823	0.234488113
a8	0.268635179	0.1394204948	0.2219296918	0.1432469052	0.226767716
a31	0.243927851	0.1509172536	0.1993984668	0.228517742	0.1772386772
a7	0.2032270774	0.1565123652	0.2093884116	0.1982901632	0.232581966
a31	0.18828183088	0.1746537224	0.195385154	0.234491982	0.207187324
</S>	0.1961757315	0.165981566	0.207970046	0.212120488	0.217752142
