 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.11190545	0.187486599	0.131101676	0.137769277	0.155668996	0.154753544	0.1213144512
a39	0.0839389596	0.2022715396	0.1373499746	0.1358568876	0.1651536072	0.1652562892	0.1101727444
a31	0.170979661	0.28762159	0.1645438014	0.1004390318	0.112541779	0.1052233898	0.0586507198
a0	0.1710789456	0.255367838	0.2075770812	0.1384898248	0.1107552252	0.083223055	0.033508034
a31	0.1193851514	0.258606072	0.211409823	0.1129544134	0.1049755776	0.113666176	0.0790027624
a13	0.1949050148	0.1807064738	0.1599542888	0.1505654824	0.1570445604	0.1134364748	0.043387727
a31	0.1638151188	0.21759618	0.194057546	0.108615594	0.116758614	0.1107534708	0.08840345912
a37	0.170956194	0.197112272	0.201863154	0.1143726906	0.124099698	0.122748832	0.06884715206
a31	0.1684378528	0.1958501828	0.1814940422	0.1059463248	0.1191400276	0.1128449466	0.11628657548
a11	0.16473341	0.243780833	0.1763076126	0.0847883446	0.0958836392	0.1363835406	0.0981226154
a39	0.17514718	0.21194337	0.1714132064	0.0899533616	0.093715476	0.1135300906	0.14429731448
a0	0.161611934	0.2449354798	0.1518951721	0.0782296976	0.0792700728	0.1004093496	0.18364831228
a41	0.1873481366	0.287666751	0.1257370422	0.0839440886	0.086142149	0.0916370656	0.1375247288
a0	0.2092433904	0.2740954552	0.1140742734	0.0804814336	0.0821148412	0.1015341714	0.1384564306
a20	0.1613862242	0.2105957852	0.1087582986	0.1058022428	0.131301844	0.1409900024	0.1411655942
a31	0.1364870968	0.1630942106	0.105195505	0.1043123296	0.158424655	0.175602209	0.1568840076
a30	0.1643436414	0.1418856304	0.1233382216	0.0988563996	0.1114187132	0.1463562576	0.21380113
a41	0.142026627	0.1338888256	0.1275954537	0.11638953668	0.13772981	0.1410698548	0.2012998846
a31	0.1267639106	0.147581464	0.12645527266	0.1008336226	0.1490753	0.1538800406	0.195410416
</S>	0.13024437686	0.14736298216	0.1475964826	0.0999728266	0.097925478	0.122205848	0.2546920208
